text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Address,"[0, 0, 100, 20]",1,10.0,1,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Page 1 of 4,"[0, 0, 100, 20]",1,8.0,4,0,0.004,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Name of,"[0, 0, 100, 20]",1,10.0,2,0,0.003,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Family,"[0, 0, 100, 20]",1,10.0,1,0,0.003,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Member,"[0, 0, 100, 20]",1,10.0,1,0,0.003,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
DS-0130,"[0, 0, 100, 20]",1,8.0,1,1,0.0035,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
05-2017,"[0, 0, 100, 20]",1,8.0,1,0,0.0035,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Date of,"[0, 0, 100, 20]",1,10.0,2,0,0.003,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Departure from,"[0, 0, 100, 20]",1,10.0,2,0,0.0065,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Post,"[0, 0, 100, 20]",1,10.0,1,0,0.002,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Relationship,"[0, 0, 100, 20]",1,10.0,1,0,0.006,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
DOB Except,"[0, 0, 100, 20]",1,10.0,2,0,0.0045,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Spouse or Domestic,"[0, 0, 100, 20]",1,10.0,3,0,0.008,0.0,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Partner,"[0, 0, 100, 20]",1,10.0,1,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Percentage of,"[0, 0, 100, 20]",1,10.0,2,0,0.006,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Support,"[0, 0, 100, 20]",1,10.0,1,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
mm-dd-yyyy mm-dd-yyyy,"[0, 0, 100, 20]",1,8.0,2,0,0.01,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
9. Description of Quarters Occupied by the Employee,"[0, 0, 100, 20]",2,10.0,8,0,0.022,0.125,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Date Quarters Occupied  mm-dd-yyyy,"[0, 0, 100, 20]",2,10.0,4,0,0.015,0.25,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Type of Quarters: House,"[0, 0, 100, 20]",2,10.0,4,0,0.01,0.0,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Apartment,"[0, 0, 100, 20]",2,10.0,1,0,0.0045,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Quarters Size: Total rooms should include dining,"[0, 0, 100, 20]",2,10.0,7,0,0.021,0.42857142857142855,0.42857142857142855,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"room, living room, kitchen, bedrooms, den, and","[0, 0, 100, 20]",2,10.0,7,0,0.02,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
bathrooms.,"[0, 0, 100, 20]",2,10.0,1,0,0.005,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Total Rooms,"[0, 0, 100, 20]",2,10.0,2,0,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Total Useable Square Footage,"[0, 0, 100, 20]",2,10.0,4,0,0.0125,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
or Square Meters,"[0, 0, 100, 20]",2,10.0,3,0,0.007,0.0,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Furnished,"[0, 0, 100, 20]",2,10.0,1,0,0.0045,1.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Privately Leased,"[0, 0, 100, 20]",2,10.0,2,0,0.0075,0.5,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Personally Owned,"[0, 0, 100, 20]",2,10.0,2,0,0.0075,0.5,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Unfurnished,"[0, 0, 100, 20]",2,10.0,1,0,0.0055,1.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Government Owned or Leased,"[0, 0, 100, 20]",2,10.0,4,0,0.0115,0.5,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"10. If employee shares quarters, give name of person s  with whom sharing and the employing firm or agency.","[0, 0, 100, 20]",2,10.0,19,0,0.044,0.10526315789473684,0.05263157894736842,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"11. If employee rents quarters from another U.S. government employee, give name of that employee and employing","[0, 0, 100, 20]",2,10.0,17,0,0.047,0.058823529411764705,0.16666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
agency.,"[0, 0, 100, 20]",2,10.0,1,0,0.0035,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
12. If employee lets or sublets portion of his owned or leased quarters:,"[0, 0, 100, 20]",2,10.0,13,0,0.03,0.15384615384615385,0.07692307692307693,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
a  Name of sublessee and employing agency or firm,"[0, 0, 100, 20]",2,10.0,9,0,0.02,0.1111111111111111,0.1111111111111111,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
b Amount received from sublessee,"[0, 0, 100, 20]",2,10.0,5,0,0.014,0.2,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
c  Has amount received from sublessee been deducted from expenses claimed under Block 16?,"[0, 0, 100, 20]",2,10.0,14,0,0.0375,0.2857142857142857,0.14285714285714285,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
d  Date let or sublet  mm-dd-yyyy,"[0, 0, 100, 20]",2,10.0,6,0,0.013,0.16666666666666666,0.125,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
DS-0130,"[0, 0, 100, 20]",1,8.0,1,1,0.0035,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Yes No,"[0, 0, 100, 20]",2,10.0,2,0,0.0025,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Page 2 of 4,"[0, 0, 100, 20]",2,8.0,4,0,0.004,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
LQA Expenses for the Period mm-dd-yyyy From To,"[0, 0, 100, 20]",3,10.0,8,0,0.0195,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
15. FOR OFFICIAL USE ONLY,"[0, 0, 100, 20]",3,10.0,5,1,0.0105,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Foreign currency rate used to compute expenses listed under Item 16,"[0, 0, 100, 20]",3,10.0,11,0,0.0285,0.2727272727272727,0.18181818181818182,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"For personally owned quarters  POQ , date of original purchase  mm-dd-yyyy","[0, 0, 100, 20]",3,10.0,11,0,0.031,0.1,0.16666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Exchange rate at time of original purchase,"[0, 0, 100, 20]",3,10.0,7,0,0.018,0.0,0.14285714285714285,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Number of years already claimed for rent portion of LQA,"[0, 0, 100, 20]",3,10.0,10,0,0.023,0.1,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Estimated or,"[0, 0, 100, 20]",3,10.0,2,0,0.0055,0.5,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Actual,"[0, 0, 100, 20]",3,10.0,1,0,0.003,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
16. The following expenses were actually incurred or are,"[0, 0, 100, 20]",3,10.0,9,0,0.024,0.3333333333333333,0.1111111111111111,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
estimated for the period claimed in Block 14. Expenses,"[0, 0, 100, 20]",3,10.0,9,0,0.023,0.2222222222222222,0.2222222222222222,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"should be supported by lease or rental agreement, receipts or","[0, 0, 100, 20]",3,10.0,10,0,0.026,0.2,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"canceled checks. If unobtainable, explain why under Block","[0, 0, 100, 20]",3,10.0,8,0,0.025,0.25,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"17, Remarks.","[0, 0, 100, 20]",3,10.0,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Items  a  through  j  are rent and rent-related expenses,"[0, 0, 100, 20]",3,10.0,9,0,0.022,0.2222222222222222,0.1,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"a  Rent, if leased; or 10% of original purchase price, if owned","[0, 0, 100, 20]",3,10.0,12,0,0.0255,0.16666666666666666,0.08333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Claim limit: 10 years,"[0, 0, 100, 20]",3,10.0,4,0,0.009,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
b  Garage rental  Not to exceed 25% of maximum LQA rate,"[0, 0, 100, 20]",3,10.0,11,0,0.0215,0.18181818181818182,0.2727272727272727,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
c  Furniture rental  Not to exceed 25% of maximum LQA rate,"[0, 0, 100, 20]",3,10.0,11,0,0.023,0.09090909090909091,0.2727272727272727,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
d  Insurance on rented property and/or furnishings required,"[0, 0, 100, 20]",3,10.0,8,0,0.0255,0.25,0.1111111111111111,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
by local law to be paid by lessee,"[0, 0, 100, 20]",3,10.0,8,0,0.013,0.25,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
e  Taxes levied by the local government and required by law,"[0, 0, 100, 20]",3,10.0,11,0,0.024,0.18181818181818182,0.09090909090909091,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
or custom to be paid by lessee,"[0, 0, 100, 20]",3,10.0,7,0,0.012,0.2857142857142857,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"f  Land rent, if required by local law or custom  Applies only","[0, 0, 100, 20]",3,10.0,12,0,0.0245,0.08333333333333333,0.16666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
to POQ,"[0, 0, 100, 20]",3,10.0,2,0,0.0025,0.5,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
g  Agent's fee if mandatory by law or custom and is condition,"[0, 0, 100, 20]",3,10.0,12,0,0.0245,0.15384615384615385,0.07692307692307693,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
of obtaining lease,"[0, 0, 100, 20]",3,10.0,3,0,0.008,0.3333333333333333,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
h  Apartment/Condominium fees  Excluding single family,"[0, 0, 100, 20]",3,10.0,6,0,0.0235,0.16666666666666666,0.42857142857142855,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
dwelling and POQ,"[0, 0, 100, 20]",3,10.0,3,0,0.007,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
i  Interest on a loan from American Institution To finance,"[0, 0, 100, 20]",3,10.0,10,0,0.024,0.1,0.4,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"""Key Money"" paid to landlord","[0, 0, 100, 20]",3,10.0,5,0,0.012,0.4,0.4,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
j  Appreciation fee paid directly to landlord. Must appear on,"[0, 0, 100, 20]",3,10.0,10,0,0.0255,0.2,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
lease or rental agreement,"[0, 0, 100, 20]",3,10.0,4,0,0.011,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Items  k  through  o  are utilities and utility related expenses,"[0, 0, 100, 20]",3,10.0,10,0,0.0255,0.3,0.1,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"k  Heat - Gas, Fuel","[0, 0, 100, 20]",3,10.0,5,0,0.007,0.0,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
I  Electricity,"[0, 0, 100, 20]",3,10.0,2,0,0.006,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"m  Other Heat, Fuel  specify","[0, 0, 100, 20]",3,10.0,5,0,0.011,0.0,0.6,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
n  Water,"[0, 0, 100, 20]",3,10.0,2,0,0.003,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
o  Garbage and Trash Disposal,"[0, 0, 100, 20]",3,10.0,5,0,0.012,0.0,0.6,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Total Expenses Claimed For This Period,"[0, 0, 100, 20]",3,10.0,6,0,0.0165,0.16666666666666666,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
DS-0130,"[0, 0, 100, 20]",1,8.0,1,1,0.0035,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
For Official,"[0, 0, 100, 20]",3,10.0,2,0,0.0055,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Use Only,"[0, 0, 100, 20]",3,10.0,2,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
~~Page 3 of 4~~,"[0, 0, 100, 20]",3,8.0,4,0,0.006,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Page 3 of 4,"[0, 0, 100, 20]",3,8.0,4,0,0.004,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Foreign,"[0, 0, 100, 20]",3,10.0,1,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Currency,"[0, 0, 100, 20]",3,10.0,1,0,0.004,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Expenses,"[0, 0, 100, 20]",3,10.0,1,0,0.004,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
U.S. Dollar,"[0, 0, 100, 20]",3,10.0,2,0,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Expenses,"[0, 0, 100, 20]",3,10.0,1,0,0.004,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
For Official,"[0, 0, 100, 20]",3,10.0,2,0,0.0055,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Use Only,"[0, 0, 100, 20]",3,10.0,2,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
18.,"[0, 0, 100, 20]",4,10.0,1,0,0.0015,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
For Official Use Only  DSSR 135 and 136,"[0, 0, 100, 20]",4,10.0,8,0,0.0155,0.0,0.625,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Quarters Allowance Group WF  ""With Family""  WOF "" Without Family ""","[0, 0, 100, 20]",4,10.0,11,0,0.027,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Maximum Annual LQA Rate  DSSR 920, Plus 10%, 20% or 30% For Additional Family Members  =","[0, 0, 100, 20]",4,10.0,16,0,0.0355,0.0,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
