text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
All children 1 year 12 through 23 months of age.,"[0, 0, 100, 20]",1,11.5,10,0,0.0195,0.0,0.1,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Persons 1 year of age and older traveling to or working in countries with high or intermediate prevalence of hepatitis A, such as those located in Central or South America, Mexico, Asia except Japan, Africa, and eastern Europe. For more information see www.cdc.gov/travel .","[0, 0, 100, 20]",1,11.5,44,0,0.115,0.06976744186046512,0.2391304347826087,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Children and adolescents through 18 years of age who live in states or communities where,"[0, 0, 100, 20]",1,11.5,15,0,0.037,0.06666666666666667,0.06666666666666667,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
routine vaccination has been implemented because of high disease incidence.,"[0, 0, 100, 20]",1,11.5,10,0,0.033,0.3,0.0,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Men who have sex with men.,"[0, 0, 100, 20]",1,11.5,6,0,0.0105,0.3333333333333333,0.16666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Persons who use street drugs.,"[0, 0, 100, 20]",1,11.5,5,0,0.0125,0.2,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Persons with chronic liver disease.,"[0, 0, 100, 20]",1,11.5,5,0,0.0155,0.0,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Persons who are treated with clotting factor concentrates.,"[0, 0, 100, 20]",1,11.5,8,0,0.0255,0.375,0.125,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Persons who work with HAV-infected primates or who work with HAV in research laboratories.,"[0, 0, 100, 20]",1,11.5,14,0,0.0385,0.14285714285714285,0.2,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Other people might get hepatitis A vaccine in special situations:,"[0, 0, 100, 20]",1,11.5,10,0,0.028,0.2,0.2,1,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Hepatitis A vaccine might be recommended for children or adolescents in communities where outbreaks of hepatitis A are occurring.,"[0, 0, 100, 20]",1,11.5,19,0,0.0555,0.21052631578947367,0.15789473684210525,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Hepatitis A vaccine is not licensed for children younger than 1 year of age.,"[0, 0, 100, 20]",1,11.5,14,0,0.0315,0.14285714285714285,0.14285714285714285,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
WHEN?,"[0, 0, 100, 20]",1,11.5,1,1,0.0025,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"For children, the first dose should be given at 12-23 months of age. Children who are not vaccinated by 2 years of age can be vaccinated at later visits.","[0, 0, 100, 20]",1,11.5,29,0,0.0625,0.20689655172413793,0.06666666666666667,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"For travelers, the vaccine series should be started at least one month before traveling to provide the best protection.","[0, 0, 100, 20]",1,11.5,19,0,0.0505,0.21052631578947367,0.05263157894736842,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Persons who get the vaccine less than one month before traveling can also get a shot called immune globulin IG. IG gives immediate, temporary protection.","[0, 0, 100, 20]",1,11.5,25,0,0.0645,0.2,0.12,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"For others, the hepatitis A vaccine series may be started whenever a person is at risk of infection.","[0, 0, 100, 20]",1,11.5,18,0,0.0415,0.16666666666666666,0.1111111111111111,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Two doses of the vaccine are needed for lasting protection. These doses should be given at least 6 months apart.,"[0, 0, 100, 20]",1,11.5,20,0,0.0465,0.25,0.1,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Hepatitis A vaccine may be given at the same time as other vaccines.,"[0, 0, 100, 20]",1,11.5,13,0,0.028,0.15384615384615385,0.15384615384615385,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Hepatitis A 3/21/06,"[0, 0, 100, 20]",1,12.0,3,0,0.0085,0.3333333333333333,0.4,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Some people should not get 3 hepatitis A vaccine or should wait,"[0, 0, 100, 20]",2,14.0,12,0,0.026,0.16666666666666666,0.16666666666666666,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Anyone who has ever had a severe lifethreatening allergic reaction to a previous dose of hepatitis A vaccine should not get another dose.,"[0, 0, 100, 20]",2,11.5,23,0,0.0575,0.17391304347826086,0.08695652173913043,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Anyone who has a severe life threatening allergy to any vaccine component should not get the vaccine. Tell your doctor if you have anysevere allergies. All hepatitis A vaccines contain alum and some hepatitis A vaccines contain 2-phenoxyethanol.,"[0, 0, 100, 20]",2,11.5,38,0,0.104,0.18421052631578946,0.1282051282051282,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Anyone who is moderately or severely ill at the time the shot is scheduled should probably wait until they recover. Ask your doctor or nurse. People with a mild illness can usually get the vaccine.,"[0, 0, 100, 20]",2,11.5,35,0,0.0815,0.2,0.08571428571428572,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
What if there is a moderate or severe reaction?,"[0, 0, 100, 20]",2,14.0,9,0,0.0195,0.1111111111111111,0.1111111111111111,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
What should I look for?,"[0, 0, 100, 20]",2,11.5,5,0,0.0095,0.2,0.4,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"Any unusual condition, such as a high fever or behavior changes. Signs of a serious allergic reaction can include difficulty breathing, hoarseness or wheezing, hives, paleness, weakness, a fast heart beat or dizziness.","[0, 0, 100, 20]",2,11.5,33,0,0.093,0.030303030303030304,0.06060606060606061,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
What should I do?,"[0, 0, 100, 20]",2,11.5,4,0,0.007,0.25,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"Call a doctor, or get the person to a doctor right away.","[0, 0, 100, 20]",2,11.5,12,0,0.0225,0.16666666666666666,0.08333333333333333,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Tell your doctor what happened, the date and time it happened, and when the vaccination was given.","[0, 0, 100, 20]",2,11.5,17,0,0.041,0.29411764705882354,0.058823529411764705,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Ask your doctor, nurse, or health department to report the reaction by filing a Vaccine Adverse Event Reporting System VAERS form.","[0, 0, 100, 20]",2,11.5,21,0,0.055,0.14285714285714285,0.3333333333333333,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Or you can file this report through the VAERS web site at www.vaers.hhs.gov, or by calling 1-800-822-7967.","[0, 0, 100, 20]",2,11.5,17,0,0.045,0.17647058823529413,0.08695652173913043,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Tell your doctor if you are pregnant . The safety web site at www.vaers.hhs.gov, or by calling of hepatitis A vaccine for pregnant women has 1-800-822-7967. not been determined. But there is no evidence VAERS does not provide medical advice. that it is harmful to either pregnant women or their unborn babies. The risk, if any, is thought","[0, 0, 100, 20]",2,11.5,58,0,0.1405,0.21052631578947367,0.09523809523809523,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
The National Vaccine Injury,"[0, 0, 100, 20]",2,14.0,4,0,0.012,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
to be very low. 6,"[0, 0, 100, 20]",2,11.5,5,0,0.0065,0.2,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Compensation Program,"[0, 0, 100, 20]",2,14.0,2,0,0.0095,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
VAERS does not provide medical advice.,"[0, 0, 100, 20]",2,11.5,6,0,0.0165,0.3333333333333333,0.16666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
What are the risks from hepatitis A vaccine?,"[0, 0, 100, 20]",2,14.0,8,0,0.0185,0.125,0.25,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"A vaccine, like any medicine, could possibly cause serious problems, such as severe allergic reactions. The risk of hepatitis A vaccine causing serious harm, or death, is extremely small.","[0, 0, 100, 20]",2,11.5,29,0,0.0795,0.10344827586206896,0.10344827586206896,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Getting hepatitis A vaccine is much safer than getting the disease.,"[0, 0, 100, 20]",2,11.5,11,0,0.0285,0.2727272727272727,0.18181818181818182,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Mild problems,"[0, 0, 100, 20]",2,11.5,2,0,0.006,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"soreness where the shot was given about 1 out of 2 adults, and up to 1 out of 6 children","[0, 0, 100, 20]",2,11.5,20,0,0.0345,0.1,0.0,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
headache about 1 out of 6 adults and 1 out of 25 children,"[0, 0, 100, 20]",2,11.5,13,0,0.0225,0.0,0.0,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
loss of appetite about 1 out of 12 children tiredness about 1 out of 14 adults,"[0, 0, 100, 20]",2,11.5,16,0,0.0315,0.0,0.0,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"If these problems occur, they usually last 1 or 2 days.","[0, 0, 100, 20]",2,11.5,11,0,0.0225,0.09090909090909091,0.09090909090909091,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Severe problems,"[0, 0, 100, 20]",2,11.5,2,0,0.007,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"serious allergic reaction, within a few minutes to a few hours of the shot very rare","[0, 0, 100, 20]",2,11.5,16,0,0.0345,0.0,0.0,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"In the event that you or your child has a serious reaction to a vaccine, a federal program has been created to help pay for the care of those who have been harmed.","[0, 0, 100, 20]",2,11.5,33,0,0.0655,0.2727272727272727,0.030303030303030304,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"For details about the National Vaccine Injury Compensation Program, call 1-800-338-2382 or visit their website at www.hrsa.gov/vaccinecompensation.","[0, 0, 100, 20]",2,11.5,17,0,0.0655,0.11764705882352941,0.2608695652173913,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
7 How can I learn more?,"[0, 0, 100, 20]",2,14.0,6,0,0.009,0.16666666666666666,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Ask your doctor or nurse. They can give you the vaccine package insert or suggest other sources of information.,"[0, 0, 100, 20]",2,11.5,19,0,0.0465,0.15789473684210525,0.10526315789473684,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Call your local or state health department.,"[0, 0, 100, 20]",2,11.5,7,0,0.0185,0.14285714285714285,0.14285714285714285,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Contact the Centers for Disease Control and Prevention CDC: Call 1-800-232-4636 1-800-CDC-INFO Visit CDC websites at: www.cdc.gov/hepatitis or www.cdc.gov/nip,"[0, 0, 100, 20]",2,11.5,19,0,0.07,0.15789473684210525,0.3548387096774194,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
department of health and human services Vaccine Information Statement Centers for Disease Control and Prevention Hepatitis A 3/21/06              42 U.S.C. § 300aa-26 National Immunization Program,"[0, 0, 100, 20]",2,10.25,25,0,0.0795,0.0,0.5172413793103449,0,0,-20.0,0.0,1,0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
