text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
"Cupping therapy is a simple procedure in which negative pressure is applied to the skin through sucking cups dry cupping therapy 1. Many types of cupping therapy are described in the literature including dry cupping therapy, wet cupping therapy, medicinal cupping therapy, moving cupping therapy and others 2. The most important type of wet cupping therapy seems to be Al-hijamah method of wet cupping therapy practiced in prophetic medicine. Unlike most conventional treatment modalities, wet cupping therapy is an excretory form of therapy not an introductory one i.e. wet cupping therapy uses negative pressure suctioning and skin pricking to open the skin barrier and excrete a bloody mixture of fluids with soluble wastes and causative pathological substances CPS. Second negative pressure suctioning completes the process of waste excretion. Unfortunately, medical research related to cupping therapy does not cover its importance. Cupping therapy is practiced officially in hospitals in China 3 and is considered very familiar in some European countries 4,5. Current methodologies used for cupping therapy differ according to the type of cupping therapy e.g. dry cupping method differs from medicinal cupping method 6. In this review article, we shed light on the two","[0, 0, 100, 20]",1,9,194,0,0.5405,0,0.065656566,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
methods of wet cupping therapy reported in the literature to discuss which is more beneficial to be standardized in practicing cupping therapy in treating so many diseases as we will mention later in this article.,"[0, 0, 100, 20]",1,9,35,0,0.0895,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
History of cupping therapy,"[0, 0, 100, 20]",1,10,4,0,0.0115,0,0.25,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"Cupping therapy is being practiced nowadays in many countries all over the world including Germany, Norway, Denmark, Saudi Arabia, Egypt, India, China and other countries. German people are familiar with cupping therapy 4 and so are Danish and Norwegian peoples where those European societies already have a shift in attitude to include complementary medicine within the conventional health care system 5.","[0, 0, 100, 20]",1,9,61,0,0.1725,0,0.213114754,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
The exact origin of cupping therapy is a matter of controversy. Chinese scientists report in their literature that cupping therapy is a,"[0, 0, 100, 20]",1,9,22,0,0.057,0,0.090909091,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"*Corresponding author: Salah Mohamed El Sayed, Department of Medical Biochemistry, Sohag Faculty of Medicine, Sohag University, Egypt, Tel: +20934-602-963; Fax: +2-0934-602-963; E-mail: salahfazara@yahoo.com, drsalahpediatr@yahoo.com","[0, 0, 100, 20]",1,7,24,0,0.105,0,0.5,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"Received March 19, 2013; Accepted April 12, 2013; Published April 15, 2013","[0, 0, 100, 20]",1,7,12,0,0.0315,0,0.5,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"Citation: El Sayed SM, Mahmoud HS, Nabo MMH 2013 Methods of Wet Cupping Therapy Al-Hijamah: In Light of Modern Medicine and Prophetic Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111","[0, 0, 100, 20]",1,7,29,0,0.1065,0,0.534883721,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"Copyright: © 2013 El Sayed SM, et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","[0, 0, 100, 20]",1,7,41,0,0.1165,0,0.219512195,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"part of the traditional Chinese medicine TCM dating back to at least 2,000 years 2.","[0, 0, 100, 20]",2,9,15,0,0.0345,0,0.125,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"In the middle east, Arabic writers report that cupping therapy dates back to 3500 B.C. 5500 years ago, where Assyrians were the first Arab population to use primitive tools as animal horns and bamboo wood for cupping therapy then the Chinese physician, Jee Hong 381281 B.C. was among the leaders in that art. Arabic civilization termed cupping therapy, Al-hijamah therapy which means in Arabic: to restore to the original size, where it was used in treating hypertension, polycythemia, headache, migraine and drug intoxication. They diagnosed polycythemia whenever there was an exaggeration of the pink color of the skin 7. Interestingly, venesection phlebotomy is still being used currently in hospitals for treating polycythemia, where blood is drawn out and is replaced by saline infusion 8.","[0, 0, 100, 20]",2,9,124,0,0.3355,0,0.125984252,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Ancient Egyptians were reported to practice cupping therapy earlier than many old civilizations, where cupping therapy was one of the oldest known medical therapies in ancient Egypt. The first report of using cupping therapy in ancient Egypt dates back to 1550 B.C. more than 3500 years ago where drawings on the famous Egyptian papyrus paper Ebers paper and ancient Egyptian temples showed that Egyptians were advanced in treatment using cupping therapy. Cupping therapy was also used in ancient Greek medicine 9,10.","[0, 0, 100, 20]",2,9,81,0,0.2185,0,0.156626506,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"In 400 B.C., Herodotus a Greek historian recorded that the ancient Egyptian physicians who recommended the application of sucking cups to the body already used both wet cupping therapy and dry cupping therapy. Diseases treated by cupping therapy included headache, lack of appetite, maldigestion, fainting, abscess evacuation, narcolepsy repeated sleepy desires and others 11.","[0, 0, 100, 20]",2,9,54,0,0.1615,0,0.127272727,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"In 3300 BC, in Ancient Macedonia, cupping therapy had been used since prehistoric times to treat diseases and health disorders 12,13. In the United States, there is a progressive increase in the use of cupping therapy and other types of complementary medicine 14. In a recent report from Harvard medical school about pediatric patients suffering from chronic severe pain, authors reported that cupping and acupuncture treatment were pleasant and helpful for pain treatment 15","[0, 0, 100, 20]",2,9,74,0,0.201,0,0.12,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Currently, most widely used practice for cupping therapy is in China. Cupping therapy is considered by Chinese to be part of the traditional Chinese medicine TCM. Chinese hospitals recognized cupping therapy as a formal modality of treatment since 1950 3. Currently, medical practitioners in China and Mongolia are practicing cupping therapy for treating hypertension, neck pain, headache, chronic hepatitis, ophthalmic diseases, skin diseases and infectious diseases 16.","[0, 0, 100, 20]",2,9,67,0,0.2025,0,0.149253731,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"Loukas et al. recently reported that knowledge gained from religious texts Qur’an and Hadeeth may guide attention of researchers to start research and get some benefits when comparing such knowledge with modern medical knowledge. Prophetic medicine is the medical knowledge gained from sayings, advices and teachings of Prophet Mohammad peace be upon him, 17,18 which recommended many lines of treatment as cupping therapy: If there is a benefit in any of your treatment modalities, benefit will be in the blade puncture in cupping therapy, a gulp of honey and cauterizing, but I do not like cauterization 17,18.","[0, 0, 100, 20]",2,9,97,0,0.258,0,0.08,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Cupping therapy is effective in treatment of incurable medical conditions,"[0, 0, 100, 20]",2,10,10,0,0.032,0,0.1,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"Cupping therapy was reported to treat medical conditions as herpes zoster 19, vitiligo 20, hypertension 1,21,22, rheumatoid arthritis 23,24, headache and migraine 13,25. Cupping therapy was reported to relieve pain of dysmenorrhoea 26, acute trigeminal neuralgia 27, chronic osteoarthritis 10, carpal tunnel syndrome 4, fibrositis 28, firomyalgia 6,29-31, cervical spondylosis, lumbar disc herniation 3, brachialgia paraesthetica nocturna 32, chronic non-specific neck pain 33-35, persistent non-specific low back pain 36 and pain of acute gouty arthritis 37.","[0, 0, 100, 20]",2,9,76,0,0.242,0,0.023529412,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Wet cupping therapy Al-hijamah has solid scientific and medical bases according to Taibah theory suggested by Salah M. El Sayed. Wet cupping therapy is as an artificial surgical excretory procedure that clears blood and interstitial fluids from CPS. It opens skin barrier, enhances natural excretory functions of the skin, enhances immunity and increases filtration at both capillary ends to clear blood from CPS to restore physiology and homeostasis. Moreover, it was reported that compression pressure exerted on the skin for more than few seconds as that exerted by the outline of sucking cups during Al-hijamah may benefit patients through the occurrence of reactive hyperemia phenomenon. In this phenomenon, vascular compression causes a decrease in blood supply to the skin for few minutes resulting in accumulation of vasodilator chemicals. As soon as vascular compression is removed, blood flow to skin dramatically increases, which is called hyperemia 38. This may bring more blood to the skin circulation to be filtered and cleared during next steps of Al-hijamah.","[0, 0, 100, 20]",2,9,165,0,0.455,0,0.101190476,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Interestingly, Hany Salah was the first to report the best anatomical sites in human body for doing cupping therapy in treating different diseases 39.","[0, 0, 100, 20]",2,9,24,0,0.0635,0,0.125,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"As there are several methodologies to practice cupping therapy, proper choice and selection of best methods of cupping therapy for treating diseases seems mandatory.","[0, 0, 100, 20]",2,9,24,0,0.071,0,0.041666667,-20,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
Dry cupping therapy may be less beneficial than wet cupping therapy due to lack of excretion of CPS in dry cupping therapy Table 1. Wet cupping therapy needs proper discussion of its available methodologies to optimize its therapeutic outcomes.,"[0, 0, 100, 20]",2,9,39,0,0.103,0,0.102564103,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Technical Methods Used for Performing Cupping Therapy,"[0, 0, 100, 20]",2,11,7,0,0.0235,0,0.857142857,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"Before discussing the benefits or hazards of cupping therapy, it is strongly advisable to know types of cupping therapy and to revise the steps of wet cupping therapy to standardize the optimal protocol for cupping therapy. Taking Chinese cupping therapy as an example, many different types of cupping therapy are being practiced nowadays in official Chinese hospitals 3,6 as summarized in table 2.","[0, 0, 100, 20]",2,9,63,0,0.168,0,0.0625,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Concentrating on methods of wet cupping therapy is the aim of this article. Although this issue is vital, it did not receive enough attention when discussing the results of wet cupping treatment. Interestingly, when we reviewed the cupping methodologies reported in the literature, we found minor but important differences among the methodologies used for wet cupping therapy. Two distinct wet cupping methodologies were reported in the literature. Both methods are in agreement with each other as regard the starting steps, which include demarcation of skin points to which cupping therapy should be applied, followed by sterilization at these sites and as regard the last step, which is sterilization. They differ in the order and number of the steps of","[0, 0, 100, 20]",2,9,119,0,0.3185,0,0.050420168,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Dry cupping therapy Wet cupping therapy Distribution Most commonly practiced type of cupping therapy in China. Used in many parts of the world. Most commonly practiced type of cupping therapy in the Arabic and Islamic world e.g. CPC method prevails in Saudi Arabia, while PC method prevails in China and in many parts of the world. Types One type 2 types: CPC method and PC method. Dry cupping therapy Can be done as a single treatment Included as the first part of wet cupping therapy in the CPC method but not included in the methodology of the PC method of wet cupping therapy. Skin puncturing Not done Done Number of technical steps One step only cupping 2 steps in PC puncturing and cupping method and 3 steps in CPC cupping, puncturing and cupping method Excretion of excess fluids and wastes As a prophetic medicine recommendation Treating pathological causes Not done i.e. retention of fluids and wastes. Only dilution and redistribution of noxious soluble substances may occur away from pain receptors and pain-sensitive structures. . Dry cupping therapy was not done as a single treatment in prophetic era. . Done as first part of the recommended wet cupping therapy in prophetic medicine CPC method=Al-hijamah Palliative as causative excess fluids with soluble CPS are not excreted. Done i.e. excretion of fluids and excretion of wastes after being diluted and redistributed in collected fluids inside skin upliftings better in the CPC than in the PC method CPC method Al-hijamah was recommended and done in prophetic era and continues to be done until now in Saudi Arabia and other Islamic countries. Curative when done properly CPC method better than PC method Other names Retained cupping therapy Bleeding cupping therapy, Al-Hijamah. Table 1: Differences between Dry Cupping Therapy and Wet Cupping Therapy.","[0, 0, 100, 20]",3,7,297,0,0.763,0,0.214521452,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Type of cupping therapy Description 1.Retained cupping dry cupping therapy The most commonly used type of cupping therapy in Chinese clinics in which no blood comes out and hence no excretion of excess vascular fluids containing soluble CPS 2. Bleeding cupping wet cupping therapy Composed of two steps: performing small skin incisions then suction of blood using the cups. Practitioners need tapping the bleeding points firmly for a short time to induce bleeding 3. Moving cupping Practitioner gently move cups in one direction 4. Empty cupping therapy Cups are removed immediately after suctioning 5. Needle cupping A combination of both acupuncture needles and cupping 6. Medicinal herbal cupping Herbal medicine is boiled in water inside bamboo cups for 30 minutes followed by the application of cup suctioning on specific points using emitted steam instead of fire 7. Water cupping therapy Warm water inside bamboo cups is dispersed over skin surface immediately Table 2: Different Types of Chinese Cupping Therapy.,"[0, 0, 100, 20]",3,7,159,0,0.431,0,0.15625,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
cupping treatment itself i.e. what comes first: cupping step negative pressure suctioning or puncturing skin step. The difference in the two methods may reflect different historical origins in both methods of cupping therapy based on the known standard protocols in their countries of origin.,"[0, 0, 100, 20]",3,9,44,0,0.1245,0,0.022222222,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"In a Korean review of literature for databases of cupping therapy and also in a Korean study, wet cupping therapy was effective in treating many disease conditions of variable etiologies and pathogeneses 37,41. Authors mentioned steps of wet cupping therapy exactly as it is done in Chinese clinics in which the five steps of wet cupping therapy are: demarcation marking cupping points by pen, sterilization, puncturing lanceting skin in 2 mm-depth, cupping with manual pump suction for few minutes and sterilization 19. This method is better to be abbreviated to PC puncturing and cupping method. In another Chinese report for treating 140 cases of fibrositis 28 and another Chinese study for treating gouty arthritis using wet cupping therapy, the authors reported the same steps of the PC method 39.","[0, 0, 100, 20]",3,9,129,0,0.337,0,0.083969466,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"In a German study for treating carpal tunnel syndrome with wet cupping therapy, authors mentioned same steps reported by the previous Chinese studies 4, which give the impression that German physicians got their cupping method from Chinese medicine. Other European peoples use mainly the PC method of wet cupping therapy 2,5.","[0, 0, 100, 20]",3,9,51,0,0.1375,0,0.153846154,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"In the Arab literature, a different six-step method of wet cupping therapy is reported in prophetic medicine which includes an extra step cupping step before skin puncturing i.e. steps of","[0, 0, 100, 20]",3,9,30,0,0.079,0,0.0625,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"the Arabic methodology for wet cupping therapy Al-hijamah are skin demarcation, sterilization, cupping, puncturing, cupping and sterilization 41. This method is better to be abbreviated to CPC cupping, puncturing and cupping method. Interestingly, a Chinese report described steps of the currently practiced wet cupping therapy method in Saudi Arabia 42, which is exactly the CPC method as reviewed early in prophetic medicine 41. Same CPC method was reported by a research group from Iran in a recent article describing cardio protective effects of cupping therapy in experimental animals 43","[0, 0, 100, 20]",3,9,89,0,0.252,0,0.133333333,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Recently, the same CPC method was reported in an Iraqi report, where CPC method of cupping therapy was quite a safe procedure in treating a variety of diseases e.g. back pain, sciatica, joint pain, hypertension, polycythemia and other diseases with reversible skin changes with no side effects 44. CPC method was also reported also by an Egyptian research group who reported a high beneficial effect of wet cupping therapy in treatment of rheumatoid arthritis 23. CPC method was reported to treat hypertension by another Iraqi research group 1. Same CPC method was reported in a study to treat headache and migraine by a research group from Iran 13. In a study about cupping therapy done recently in Pakistan, authors investigated the differences between venous blood and blood that comes out during wet cupping therapy. Authors practiced CPC method of wet cupping therapy 45. This may give the impression that the historical root of CPC method in wet cupping therapy may be of an Arabic origin.","[0, 0, 100, 20]",3,9,165,0,0.4155,0,0.108433735,-20,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
The most important question that arises soon is which methodology,"[0, 0, 100, 20]",3,9,10,0,0.028,0,0.1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"CPC cupping, puncturing and cupping method Prophetic wet cupping therapy Al-hijamah Distribution Only method of wet cupping therapy practiced in Saudi Arabia, middle east and some Islamic countries. PC puncturing and cupping method Chinese wet cupping therapy Mainly in China and in other parts of the world Vacuum pressure cupping Applied twice Once Cupping method Equals dry cupping+PC cupping 2 cupping processes After 1 st step Cupping step Only fluids collect containing fragmented blood cells and causative pathological substances due to pressure suctioning and become trapped under increased pressure and may bulge through skin surface but cannot escape due to skin barrier Benefits from the phenomenon of skin reactive hyperemia After 2 nd step skin puncturing step Beginning of escape of trapped fluids mixed with blood at puncture sites After 3 rd step Cupping step Pressure suctioning causes all collected fluids+some blood to come out through traumatic punctures Hindering effect difficulties that may face excretion of tissue fluids through skin punctures No. As collected tissue fluids are nearer to skin surface than blood capillaries and accumulate under effect of suction pressure applied to skin. Continuous accumulation of fluids increases pressure inside skin upliftings leading to immediate escape of fluids upon skin puncturing and 2 nd cupping step. Equals one cupping process PC cupping only Does not occur Does not Escape of fresh blood due to puncture trauma as occurs in wounds mixed with little tissue fluids. Pressure suctioning helps bleeding to continue and blood to come out+some tissue fluids to be excreted. Yes as tissue fluids are collected after skin puncturing and are coming out to skin surface with blood from punctured capillaries. Blood may hinder fluid accumulation inside skin upliftings leading to incomplete escape of fluids upon skin puncturing. Total time of vacuum application Long 1 st and 2 nd cupping steps Short 1 cupping step Pain sensation during puncturing Mild analgesic effect of 1 st cupping step Moderate to severe as in wounds Fluid extracted in cups Larger fluid content and less blood Higher blood content Tapping puncture site to bleed Not needed Usually done Fluid collection in skin upliftings Skin upliftings form before skin puncturing step and contain only fluids with fragmented blood cells and causative pathological substances intact blood cells do not diffuse through capillary fenestrae due to size barrier. Skin upliftings form after skin puncturing step and contain mainly fresh blood with little fluid intact blood comes from punctured capillaries Puncturing causes blood excretion and suctioning creates skin uplifting with excretion of more blood and some tissue fluids. Less. PC method partially clears interstitial spaces, capillary blood and lymphatics until closure of skin barrier by blood thrombus due to lack of prior fluid collection and incomplete transmission of sucking pressure due to antagonizing effect of bleeding, adhesions and intervening fluids Sequence of events 1 st cupping creates skin uplifting. puncturing skin causes simultaneous simultaneous excretion of tissue fluid mixed with some blood, 2 nd cupping causes more extrusion of both. Expected blood clearance effect More due to high fluid content filtered fluids from capillaries+excreted tissue fluids. CPC method clears interstitial spaces, capillary blood and lymphatics properly during the whole 2 nd cupping step until closure of skin barrier by blood thrombus. Expected therapeutic effect Better Less Intervening fluid between tissue layers More more breaking of tissue adhesions Less Resolving tissue swelling and breaking adhesion More Less Removes blood congestion More Less Table 3: Differences between CPC Al-hijamah and PC Methods of Wet Cupping Therapy.","[0, 0, 100, 20]",4,6.96,579,0,1.622,0,0.14017094,-20,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
may carry better therapeutic outcomes for wet cupping therapy: PC method or CPC method.,"[0, 0, 100, 20]",4,9,14,0,0.037,0,0.142857143,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Proper answering of this question needs prior understanding of the differences and expected sequences of events of both treatment methods of wet cupping therapy.,"[0, 0, 100, 20]",4,9,24,0,0.069,0,0.041666667,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Evidence-based Analysis of Detailed Steps and Events of Wet Cupping Therapy CPC Method Versus PC Method,"[0, 0, 100, 20]",4,11,16,0,0.044,0,0.764705882,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"Differences between PC and CPC methods of wet cupping therapy can be of therapeutic importance and studying them may help in standardizing wet cupping therapy Table 3. Based on our understanding to how wet cupping therapy works, evidence-based steps of wet cupping therapy CPC method versus PC method can be analyzed in the next points.","[0, 0, 100, 20]",4,9,55,0,0.141,0,0.125,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Before application of wet cupping therapy,"[0, 0, 100, 20]",4,10,6,0,0.018,0,0.166666667,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1- Tissue fluids filtered from the capillary walls cross the interstitial spaces between parenchymal cells to gain access to the lymphatic,"[0, 0, 100, 20]",4,9,21,0,0.059,0,0.047619048,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"capillaries to return to the vascular system 46. Metabolic byproducts 47 and endogenous free radicals 48 may be continuously formed inside cells and excreted into the interstitial fluids in interstitial spaces. Interstitial fluid is in continuous exchange with intravascular fluid compartment Figure 1A. The exchange process mainly occurs downstream of arterioles in capillaries and postcapillary venules 49. Based on that, in physiological conditions, cupping therapy may have a preventive benefit through clearing interstitial spaces from any metabolic waste products, free radicals or xenobiotics in interstitial fluids.","[0, 0, 100, 20]",4,9,86,0,0.269,0,0.058139535,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"2- In pathological conditions, localization of pro-inflammatory substances 50, inflammatory cells 51, toxins, bacteria and harmful biological or chemical substances 52,53 tends to occur at specific sites that differ according to disease type and pathological stage Figure 1B. At sites of localization, cupping therapy can be applied to facilitate drainage and removal of the CPS and to decrease the excess fluid volume and hence the pressure exerted by interstitial fluids in interstitial spaces.","[0, 0, 100, 20]",4,9,73,0,0.212,0,0.053333333,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
3- Factors determining the composition of interstitial fluid and,"[0, 0, 100, 20]",4,9,9,0,0.028,0,0.111111111,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Lymphatic capillary starts blindly to transport lymph from interstitial spaces to systemic circulation Arterial end of capillaries Skin barrier Cell Cell Interstitial fluids Venous end of capillaries Tissue fluid formation through filtration at arterial ends of capillaries. Net filtration pressure is -13 mm Hg to the outside of capillaries Tissue fluid absorption at venous ends of capillaries. Net absorption pressure is +7 mm Hg to the inside of capillaries,"[0, 0, 100, 20]",5,4.89,69,0,0.1965,0,0.188405797,-20,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
