text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Anyone who has a severe life threatening allergy to any vaccine component should not get the vaccine. Tell your doctor if you have anysevere allergies. All hepatitis A vaccines contain alum and some hepatitis A vaccines contain 2-phenoxyethanol.,"[0, 0, 100, 20]",2,11.5,38,0,0.104,0,0.128205128,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Anyone who is moderately or severely ill at the time the shot is scheduled should probably wait until they recover. Ask your doctor or nurse. People with a mild illness can usually get the vaccine.,"[0, 0, 100, 20]",2,11.5,35,0,0.0815,0,0.085714286,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
What if there is a moderate or severe reaction?,"[0, 0, 100, 20]",2,14,9,0,0.0195,0,0.111111111,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
What should I look for?,"[0, 0, 100, 20]",2,11.5,5,0,0.0095,0,0.4,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Any unusual condition, such as a high fever or behavior changes. Signs of a serious allergic reaction can include difficulty breathing, hoarseness or wheezing, hives, paleness, weakness, a fast heart beat or dizziness.","[0, 0, 100, 20]",2,11.5,33,0,0.093,0,0.060606061,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
What should I do?,"[0, 0, 100, 20]",2,11.5,4,0,0.007,0,0.5,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Call a doctor, or get the person to a doctor right away.","[0, 0, 100, 20]",2,11.5,12,0,0.0225,0,0.083333333,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Tell your doctor what happened, the date and time it happened, and when the vaccination was given.","[0, 0, 100, 20]",2,11.5,17,0,0.041,0,0.058823529,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Ask your doctor, nurse, or health department to report the reaction by filing a Vaccine Adverse Event Reporting System VAERS form.","[0, 0, 100, 20]",2,11.5,21,0,0.055,0,0.333333333,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Or you can file this report through the VAERS web site at www.vaers.hhs.gov, or by calling 1-800-822-7967.","[0, 0, 100, 20]",2,11.5,17,0,0.045,0,0.086956522,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Tell your doctor if you are pregnant . The safety web site at www.vaers.hhs.gov, or by calling of hepatitis A vaccine for pregnant women has 1-800-822-7967. not been determined. But there is no evidence VAERS does not provide medical advice. that it is harmful to either pregnant women or their unborn babies. The risk, if any, is thought","[0, 0, 100, 20]",2,11.5,58,0,0.1405,0,0.095238095,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
The National Vaccine Injury,"[0, 0, 100, 20]",2,14,4,0,0.012,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
to be very low. 6,"[0, 0, 100, 20]",2,11.5,5,0,0.0065,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Compensation Program,"[0, 0, 100, 20]",2,14,2,0,0.0095,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
VAERS does not provide medical advice.,"[0, 0, 100, 20]",2,11.5,6,0,0.0165,0,0.166666667,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
What are the risks from hepatitis A vaccine?,"[0, 0, 100, 20]",2,14,8,0,0.0185,0,0.25,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"A vaccine, like any medicine, could possibly cause serious problems, such as severe allergic reactions. The risk of hepatitis A vaccine causing serious harm, or death, is extremely small.","[0, 0, 100, 20]",2,11.5,29,0,0.0795,0,0.103448276,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Getting hepatitis A vaccine is much safer than getting the disease.,"[0, 0, 100, 20]",2,11.5,11,0,0.0285,0,0.181818182,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Mild problems,"[0, 0, 100, 20]",2,11.5,2,0,0.006,0,0.5,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"soreness where the shot was given about 1 out of 2 adults, and up to 1 out of 6 children","[0, 0, 100, 20]",2,11.5,20,0,0.0345,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
headache about 1 out of 6 adults and 1 out of 25 children,"[0, 0, 100, 20]",2,11.5,13,0,0.0225,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
loss of appetite about 1 out of 12 children,"[0, 0, 100, 20]",2,11.5,9,0,0.0175,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
tiredness about 1 out of 14 adults,"[0, 0, 100, 20]",2,11.5,7,0,0.014,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"If these problems occur, they usually last 1 or 2 days.","[0, 0, 100, 20]",2,11.5,11,0,0.0225,0,0.090909091,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Severe problems,"[0, 0, 100, 20]",2,11.5,2,0,0.007,0,0.5,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"serious allergic reaction, within a few minutes to a few hours of the shot very rare","[0, 0, 100, 20]",2,11.5,16,0,0.0345,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"In the event that you or your child has a serious reaction to a vaccine, a federal program has been created to help pay for the care of those who have been harmed.","[0, 0, 100, 20]",2,11.5,33,0,0.0655,0,0.03030303,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"For details about the National Vaccine Injury Compensation Program, call 1-800-338-2382 or visit their website at www.hrsa.gov/vaccinecompensation.","[0, 0, 100, 20]",2,11.5,17,0,0.0655,0,0.260869565,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
7 How can I learn more?,"[0, 0, 100, 20]",2,14,6,0,0.009,0,0.333333333,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Ask your doctor or nurse. They can give you the vaccine package insert or suggest other sources of information.,"[0, 0, 100, 20]",2,11.5,19,0,0.0465,0,0.105263158,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Call your local or state health department.,"[0, 0, 100, 20]",2,11.5,7,0,0.0185,0,0.142857143,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Contact the Centers for Disease Control and Prevention CDC: Call 1-800-232-4636 1-800-CDC-INFO Visit CDC websites at: www.cdc.gov/hepatitis or www.cdc.gov/nip,"[0, 0, 100, 20]",2,11.5,19,0,0.07,0,0.35483871,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
department of health and human services Vaccine Information Statement Centers for Disease Control and Prevention Hepatitis A 3/21/06              42 U.S.C. § 300aa-26 National Immunization Program,"[0, 0, 100, 20]",2,10.25,25,0,0.0795,0,0.517241379,-20,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
