text,bbox,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
"Note: The Advanced settings button is unavailable if you choose All Files as the file type or if no conversion settings are available for the selected file type. For example, the Advanced settings button is unavailable for Microsoft Word and Microsoft Excel files.","[100, 0, 200, 20]",12,43,0,0.111,0.11627906976744186,0.2558139534883721,0.4075,3.375,0.75,0.5,0,0.5,0.25,0.5,0,0.5,0.75,1,0.5,0.25,0,0,0,1,0,0,0,1,0
4. Select Create,"[100, 0, 200, 20]",12,3,0,0.007,0,0.6666666666666666,2.15,-31.5,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
"Depending on the type of file being converted, the authoring applica?on opens automa?cally, or a progress dialog box appears. If the file is in an unsupported format, a message appears, telling you that the file cannot be converted to PDF.","[100, 0, 200, 20]",12,40,0,0.1,0.2558139534883721,0.07142857142857142,0.2533,6,0.6667,0.3333,0,1,0,0,0,1,1,1,0,0.6667,0,0,0,1,0,0,0,1,0
"5. When the new PDF opens, choose the hamburger menu - Save or Save","[100, 0, 200, 20]",12,14,0,0.027,0.23076923076923078,0.3076923076923077,1,-18,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"As Windows, File  - Save or File  - Save As macOS, and then select a name and location for the PDF.","[100, 0, 200, 20]",12,21,0,0.0385,0.05263157894736842,0.42105263157894735,-0.12,9,0.5,0,0,0,0.5,0,0,0,1,1,0,0.5,0,0,0,1,0,0,0,1,0
"When naming a PDF that?s intended for electronic distribution, limit the filename to eight characters with no spaces and include the .pdf extension. This action ensures that email programs or network servers don?t truncate the filename and that the PDF opens as expected.","[100, 0, 200, 20]",12,43,0,0.1145,0.20930232558139536,0.08888888888888889,0.1533,0,1,0.6667,0,0.6667,0.3333,0,0,0.6667,1,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
Convert a file to PDF using the Convert to PDF tool,"[100, 0, 200, 20]",16.02,11,0,0.0205,0.18181818181818182,0.36363636363636365,6.44,0,1,1,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"1. In Acrobat, select All tools    - Convert to PDF .","[100, 0, 200, 20]",12,11,0,0.02,0.1111111111111111,0.5555555555555556,6.22,31.5,0,0,-4.02,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"2. In the file explorer window that appears, select the file you want to convert to PDF, and select Open .","[100, 0, 200, 20]",12,21,0,0.043,0.2,0.15,0.38,9,0.5,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"3. The selected file is converted to PDF and opens in Acrobat. Choose the hamburger menu     - Save or Save As Windows, File     - Save or File     - Save As macOS, and then select a name and location for the PDF.","[100, 0, 200, 20]",12,41,0,0.0805,0.15789473684210525,0.3684210526315789,0.21,0,0,0,0,1,0,0,0,1,1,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
Drag-and-drop to create PDFs,"[100, 0, 200, 20]",16.02,4,0,0.0125,0.25,0.3333333333333333,4.09,-49.5,0,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"This method is best for small, simple files, such as small image files and plain text files, when the balance between file size and output quality is not important. You can use this technique with many other types of files, but you cannot adjust any conversion settings during the process.","[100, 0, 200, 20]",12,50,0,0.12,0.09803921568627451,0.04,0.045,0,1,0.75,-1.005,0.75,0.25,0,0,0.75,1,1,0,0.75,0,0,0,1,0.25,0,0,0.75,0
1. Select the icons of one or more files in the Windows Explorer or macOS Finder.,"[100, 0, 200, 20]",12,16,0,0.033,0.0625,0.25,0.99,31.5,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
2. Drag the file icons onto the Acrobat application icon. Or Windows only drag the files into the open Acrobat window.,"[100, 0, 200, 20]",12,21,0,0.049,0.047619047619047616,0.23809523809523808,0.38,9,0.5,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"If a message appears saying that the file could not be opened in Acrobat, then that file type cannot be converted to PDF by the drag-and-drop method. Use one of the other conversion methods for that file.","[100, 0, 200, 20]",12,37,0,0.084,0.18421052631578946,0.10256410256410256,0.8733,0,1,0.6667,0,1,0,0,0,1,1,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
You can also convert PostScript and EPS files to PDF by dragging them onto the Acrobat window or the Acrobat application icon.,"[100, 0, 200, 20]",12,22,0,0.0525,0.13636363636363635,0.2727272727272727,0.345,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
3. Save the PDF.,"[100, 0, 200, 20]",12,4,0,0.0065,0.25,0.5,1.08,-18,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Windows only You can also right-click a file in Windows Explorer and select Convert to Adobe PDF .,"[100, 0, 200, 20]",12,18,0,0.0405,0.11764705882352941,0.3888888888888889,0.315,0,1,0,0,0,0.5,0,0,0,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Convert clipboard content to PDF,"[100, 0, 200, 20]",16.02,5,0,0.014,0.2,0.4,3.95,-49.5,0,0,4.02,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1
You can create PDFs from text and images that you copy from applications on macOS or Windows.,"[100, 0, 200, 20]",12,17,0,0.0385,0.11764705882352941,0.17647058823529413,0.5,0,1,0.5,-2.01,0.5,0.5,0,0,0.5,1,1,0,0,0,0,0,1,0.5,0,0,0.5,0
1. Capture content in the Clipboard:,"[100, 0, 200, 20]",12,6,0,0.0155,0,0.3333333333333333,1.18,31.5,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Use the copy command in the applications.,"[100, 0, 200, 20]",12,7,0,0.0175,0.14285714285714285,0.14285714285714285,1.18,54,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Press the PrintScreen key Windows.,"[100, 0, 200, 20]",12,5,0,0.015,0,0.6,0.72,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"Use the Screenshot utility  Applications        - Utilities        - Screenshot , and choose Edit        - Copy to place the content on the clipboard macOS.","[100, 0, 200, 20]",12,23,0,0.056,0.15789473684210525,0.3684210526315789,0.37,0,1,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"In a PDF file, you can select objects using the Edit Object tool  All tools         - Use print production         - Edit object , and then copy the selected objects.","[100, 0, 200, 20]",12,29,0,0.0605,0.15384615384615385,0.2692307692307692,0.2467,0,1,0.3333,0,0.3333,0.3333,0,0,0.3333,1,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
"2. In Acrobat, choose Create    - Clipboard    - Create, or choose All tools    - Create a PDF    - Clipboard    - Create .","[100, 0, 200, 20]",12,22,0,0.0435,0.1875,0.625,1.875,-18,0,0,0,0.5,0,0,0,0.5,1,1,0.5,0,0,0,0,1,0,0,0,1,0
"The PDF from Clipboard command appears only when content is copied to the Clipboard. If the Clipboard is empty, the command is disabled.","[100, 0, 200, 20]",12,23,0,0.057,0.2608695652173913,0.2608695652173913,0.595,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0.5,0,0,0,0,1,0,0,0,1,0
Create a blank PDF,"[0, 0, 100, 20]",16.02,4,0,0.0075,0.25,0.5,0.87,0,1,0,-4.02,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"You can create a blank PDF, rather than beginning with a file, a clipboard image, or scanning. This process can be useful for creating a one-page PDF. For longer, more complex, or heavily formatted documents, it?s better to create the source document in an application that offers more layout and formatting options, such as Adobe InDesign or Microsoft Word .","[100, 0, 200, 20]",12,60,0,0.15,0.11864406779661017,0.14754098360655737,0.3525,0,1,0.75,-1.005,0.75,0.25,0,0,0.75,1,1,0.25,0.5,0,0,0,1,0.25,0,0,0.75,0
Do any of the following:,"[100, 0, 200, 20]",12,5,0,0.01,0.2,0.2,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"In Acrobat, select Create from the global bar.","[100, 0, 200, 20]",12,8,0,0.0195,0,0.375,1,49.5,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"The Create a PDF tool opens. On the le? rail, select Blank page, and then select Create .","[100, 0, 200, 20]",12,18,0,0.036,0.058823529411764705,0.35294117647058826,17.27,-49.5,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"Select the hamburger menu    - Create    - Blank Page Windows, or File      - Create      - Blank Page macOS.","[100, 0, 200, 20]",12,18,0,0.038,0.07142857142857142,0.6428571428571429,26.91,24.75,0.5,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Acrobat creates a blank page PDF.,"[100, 0, 200, 20]",12,6,0,0.014,0.16666666666666666,0.3333333333333333,1,-49.5,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"To add a blank page to an existing PDF, open the PDF and then choose Edit - Organize pages - Insert - Blank page .","[100, 0, 200, 20]",12,25,0,0.045,0.19047619047619047,0.3333333333333333,0.335,0,1,0,0,0,0.5,0,0,0,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Create multiple PDFs from multiple files,"[100, 0, 200, 20]",16.02,6,0,0.0175,0,0.3333333333333333,4.53,0,1,0,4.02,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1
"You can create multiple PDFs from multiple native files, including files of different supported formats, in one operation. This method is useful when you must convert a large number of files to PDF.","[100, 0, 200, 20]",12,33,0,0.083,0.12121212121212122,0.12121212121212122,0.14,0,1,0.6667,-1.34,0.6667,0.3333,0,0,0.6667,1,1,0,0.6667,0,0,0,1,0.3333,0,0,0.6667,0
"Note : When you use this method, Acrobat applies the most recently used conversion settings without offering you access to those settings. If you want to adjust the conversion settings, do so before using this method.","[100, 0, 200, 20]",12,36,0,0.091,0.22857142857142856,0.11428571428571428,0.1967,0,1,0.3333,0,0.3333,0.3333,0.6667,0,0.3333,0.6667,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
"1. In Acrobat, select Create from the global bar.","[100, 0, 200, 20]",12,9,0,0.0205,0,0.3333333333333333,1.07,31.5,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
"2. The Create a PDF tool opens. On the le? rail, select Mul?ple files    - Create mul?ple PDF files, and then select Next .","[100, 0, 200, 20]",12,24,0,0.0485,0.125,0.3333333333333333,0.375,9,0.5,0,0,0.5,0,0,0,0.5,1,1,0.5,0,0,0,0,1,0,0,0,1,0
3. Choose Add Files    - Add Files or Add Folders,"[100, 0, 200, 20]",12,10,0,0.0185,0,0.7777777777777778,0.93,-18,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
4. Select OK . The Output op?ons dialog box appears.,"[100, 0, 200, 20]",12,10,0,0.0215,0.2,0.4,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"5. In the Output Op?ons dialog box, specify your target folder and filename preferences, and then select OK .","[100, 0, 200, 20]",12,19,0,0.0455,0.10526315789473684,0.21052631578947367,0.385,9,0.5,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"Using PDFMaker within an authoring application is a simple, one-click procedure. It involves clicking an Acrobat PDFMaker toolbar button or choosing a command on the Adobe PDF menu.","[100, 0, 200, 20]",12,28,0,0.077,0.21428571428571427,0.2413793103448276,0.385,-24.75,0.5,0.5,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
About Acrobat PDFMaker,"[100, 0, 200, 20]",16.02,3,0,0.01,0,1,3.59,0,1,1,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"PDFMaker is an Acrobat feature that operates within many business applications, such as Microsoft Office applications, AutoCAD, and Lotus Notes. When you install Acrobat, PDFMaker controls appear in the work area of the authoring application.","[100, 0, 200, 20]",12,35,0,0.104,0.17142857142857143,0.2857142857142857,0.4133,0,1,0.6667,-1.34,0.6667,0.3333,0,0,0.6667,1,1,0,0,0,0,0,1,0.3333,0,0,0.6667,0
"Note: Some PDFMaker features are not available in certain versions of the authoring applications. For a comparison chart, see Compatible web browsers and PDFMakerhttps://helpx.adobe.com/acrobat/kb/compatible-web-browsers-pdfmaker-applications.html applications | Acrobat, Reader.","[100, 0, 200, 20]",12,28,0,0.126,0.07142857142857142,0.21052631578947367,0.83,0,1,0.3333,0,0.3333,0.3333,0,0,0.3333,1,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
Using Create PDF cloud service for PDF conversion,"[0, 0, 100, 20]",24,8,0,0.021,0.125,0.5,1,0,1,1,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"Acrobat provides an option to use Adobe Create PDF cloud service in addition to a local conversion to convert Microsoft Word documents to PDFs. The created PDFs are high-quality and provide exceptional visual fidelity. They are well-tagged for better accessibility. They also include link recognition so that hyperlinks, internal document links, and tables of contents are created as live links.","[100, 0, 200, 20]",12,60,0,0.168,0.16666666666666666,0.1774193548387097,0.176,0,1,1,-2.4,0.8,0.2,0,0,0.8,1,1,0,0.8,0,0,0,1,0.2,0,0,0.8,0
Convert a file to PDF using PDFMaker,"[0, 0, 100, 20]",24,7,0,0.015,0.2857142857142857,0.42857142857142855,2,0,1,1,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"In Windows, Acrobat installs both an Acrobat PDFMaker toolbar and an Adobe PDF menu in many popular authoring applications. You can use either the toolbar buttons or the Adobe PDF menu the Action menu in Lotus Notes to create PDFs, but the menu also provides access to conversion settings. Although many of the conversion options are common to all authoring applications, a few are application-specific.","[100, 0, 200, 20]",12,65,0,0.1695,0.13846153846153847,0.22727272727272727,0.194,0,1,0.6,-2.4,0.4,0.4,0,0,0.4,1,1,0,0.6,0,0,0,1,0.2,0,0,0.8,0
"For Microsoft Office applications such as Word, Excel, and PowerPoint, the options for creating PDFs are available from the Acrobat ribbon.","[100, 0, 200, 20]",12,21,0,0.0595,0.09523809523809523,0.38095238095238093,0.39,0,1,0.5,0,1,0,0,0,1,1,1,0.5,0,0,0,0,1,0,0,0,1,0
"If you don?t see the PDF toolbar buttons in an application, you must show or activate the PDF toolbar. For other troubleshooting issues, see Troubleshoot Acrobat PDFMaker Problems.https://helpx.adobe.com/acrobat/kb/troubleshoot-acrobat-pdfmaker-problems-office.html","[100, 0, 200, 20]",12,28,0,0.119,0.20689655172413793,0.1951219512195122,0.35,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Show or activate PDFMaker in Microsoft Office and Lotus Notes,"[100, 0, 200, 20]",16.02,10,0,0.026,0.1,0.6,4.21,0,1,1,4.02,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
"If the PDF toolbar buttons don?t appear in your Microsoft Office or Lotus Notes application, use one of the following methods to show or activate PDFMaker.","[100, 0, 200, 20]",12,26,0,0.065,0.19230769230769232,0.25925925925925924,0.32,0,1,1,-2.01,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0.5,0,0,0.5,0
"For Lotus Notes 9, choose File - Preferences . In the dialog box that appears, choose Toolbar - Toolbars, and select the Visible option for Acrobat PDFMaker .","[100, 0, 200, 20]",12,28,0,0.0655,0.16666666666666666,0.4583333333333333,0.385,0,1,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"For Microsoft Office, follow these steps:","[100, 0, 200, 20]",12,6,0,0.018,0.16666666666666666,0.5,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
