text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
"4 boneless, skinless chicken breasts 1 pound fettuccine 1 cup heavy cream 1/2 cup grated Parmesan cheese 1/4 cup butter","[0, 0, 100, 20]",2,12,20,0,0.05,0,0.045454545,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"2 cloves garlic, minced Salt and pepper to taste Chopped parsley for garnish","[0, 0, 100, 20]",2,12,13,0,0.032,0,0.153846154,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,"[0, 0, 100, 20]",2,12,1,0,0.0065,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Cook fettuccine according to package instructions. In a skillet, melt butter over medium heat. Add minced garlic and sauté until fragrant. Add chicken breasts and cook until golden and cooked through. Remove chicken from the skillet and set aside. Pour heavy cream into the skillet and bring to a simmer. Stir in grated Parmesan cheese until melted and smooth. Season with salt and pepper. Slice chicken and return to the skillet. Toss cooked fettuccine with the sauce and chicken. Garnish with chopped parsley and serve.","[0, 0, 100, 20]",6,12,85,0,0.2185,0,0.141176471,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Shepherd's Pie,"[0, 0, 100, 20]",6,12,2,0,0.0065,0,0.666666667,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Ingredients:,"[0, 0, 100, 20]",2,12,1,0,0.006,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"1 pound ground lamb or beef 1 small onion, diced 2 cloves garlic, minced 1 cup frozen peas and carrots 1 cup beef broth 2 tablespoons tomato paste 2 tablespoons Worcestershire sauce 4 cups mashed potatoes 1/4 cup grated cheddar cheese Salt and pepper to taste","[0, 0, 100, 20]",6,12,46,0,0.107,0,0.042553191,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,"[0, 0, 100, 20]",2,12,1,0,0.0065,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Preheat oven to 400°F 200°C. In a skillet, cook ground lamb or beef, diced onion, and minced garlic until browned. Stir in peas and carrots, beef broth, tomato paste, and Worcestershire sauce. Simmer until thickened, season with salt and pepper. Transfer meat mixture to a baking dish. Spread mashed potatoes over the top and sprinkle with grated cheddar cheese. Bake for 20-25 minutes until golden and bubbly. Serve warm.","[0, 0, 100, 20]",6,12,69,0,0.177,0,0.152777778,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Pad Thai,"[0, 0, 100, 20]",6,12,2,0,0.0035,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Ingredients:,"[0, 0, 100, 20]",2,12,1,0,0.006,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"8 ounces rice noodles 1/2 pound shrimp or chicken 2 eggs 1 cup bean sprouts 1/4 cup peanuts, chopped 2 tablespoons fish sauce 2 tablespoons tamarind paste 1 tablespoon sugar 1 tablespoon lime juice 1/4 cup green onions, chopped 2 tablespoons vegetable oil","[0, 0, 100, 20]",7,12,43,0,0.1065,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,"[0, 0, 100, 20]",2,12,1,0,0.0065,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Soak rice noodles in warm water until softened, then drain. Sauté shrimp or chicken in vegetable oil until cooked, then set aside. Scramble eggs in the same pan. Add noodles, fish sauce, tamarind paste, sugar, and lime juice, stir to combine. Add bean sprouts, cooked shrimp or chicken, and chopped green onions. Garnish with chopped peanuts and serve.","[0, 0, 100, 20]",7,12,58,0,0.1475,0,0.103448276,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Beef Bourguignon,"[0, 0, 100, 20]",7,12,2,0,0.0075,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Ingredients:,"[0, 0, 100, 20]",2,12,1,0,0.006,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"2 pounds beef chuck, cut into cubes 1 small onion, diced 2 cloves garlic, minced 1 cup red wine 2 cups beef broth 1 cup mushrooms, sliced 1 cup carrots, sliced 1 cup pearl onions 2 tablespoons tomato paste 2 tablespoons flour 2 tablespoons butter 1 teaspoon thyme 1 bay leaf Salt and pepper to taste","[0, 0, 100, 20]",7,12,56,0,0.122,0,0.017857143,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,"[0, 0, 100, 20]",2,12,1,0,0.0065,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Preheat oven to 350°F 175°C. In a large pot, melt butter over medium heat. Add diced onion and minced garlic, sauté until translucent. Add beef cubes and cook until browned on all sides. Sprinkle flour over the beef and stir to combine. Add red wine, beef broth, tomato paste, thyme, and bay leaf.","[0, 0, 100, 20]",7,12,53,0,0.1225,0,0.145454545,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"Bring to a simmer, then cover and transfer to the oven. Cook for 2 hours, adding mushrooms, carrots, and pearl onions in the last 30 minutes. Season with salt and pepper to taste. Serve warm.","[0, 0, 100, 20]",8,12,35,0,0.0785,0,0.114285714,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Chicken Cacciatore,"[0, 0, 100, 20]",8,12,2,0,0.0085,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Ingredients:,"[0, 0, 100, 20]",2,12,1,0,0.006,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"4 boneless, skinless chicken thighs 1 small onion, diced 2 cloves garlic, minced 1 bell pepper, sliced 1 can 14.5 ounces diced tomatoes 1/2 cup chicken broth 1/4 cup red wine 1 teaspoon dried oregano 1 teaspoon dried basil 1/4 cup olives, sliced 2 tablespoons olive oil Salt and pepper to taste","[0, 0, 100, 20]",3,12,52,0,0.1215,0,0.017857143,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,"[0, 0, 100, 20]",2,12,1,0,0.0065,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a large skillet, heat olive oil over medium heat. Add chicken thighs and cook until browned on both sides, then set aside. In the same skillet, sauté diced onion, minced garlic, and sliced bell pepper until softened. Stir in diced tomatoes, chicken broth, red wine, oregano, basil, and olives. Return chicken to the skillet and simmer for 30 minutes until chicken is cooked through. Season with salt and pepper to taste. Serve warm.","[0, 0, 100, 20]",8,12,74,0,0.181,0,0.094594595,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Chicken Marsala,"[0, 0, 100, 20]",8,12,2,0,0.007,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Ingredients:,"[0, 0, 100, 20]",2,12,1,0,0.006,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"4 boneless, skinless chicken breasts 1 cup mushrooms, sliced 1/2 cup Marsala wine 1/2 cup chicken broth 1/4 cup flour 2 tablespoons butter 2 tablespoons olive oil Salt and pepper to taste Chopped parsley for garnish","[0, 0, 100, 20]",2,12,36,0,0.09,0,0.076923077,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,"[0, 0, 100, 20]",2,12,1,0,0.0065,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Season chicken breasts with salt and pepper, then dredge in flour. In a large skillet, heat olive oil and butter over medium heat. Cook chicken until golden and cooked through, then set aside. In the same skillet, sauté mushrooms until tender. Add Marsala wine and chicken broth, simmer until reduced by half. Return chicken to the skillet and coat with the sauce. Garnish with chopped parsley and serve.","[0, 0, 100, 20]",9,12,68,0,0.1685,0,0.117647059,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Chicken Tikka Masala,"[0, 0, 100, 20]",9,12,3,0,0.009,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Ingredients:,"[0, 0, 100, 20]",2,12,1,0,0.006,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"1 pound chicken breast, cubed 1 cup yogurt 2 tablespoons lemon juice 2 cloves garlic, minced 1 teaspoon grated ginger 1 teaspoon cumin 1 teaspoon coriander 1 teaspoon turmeric 1 teaspoon paprika 1 teaspoon garam masala 1/2 cup heavy cream 1 can 14.5 ounces diced tomatoes 1 small onion, diced 2 tablespoons vegetable oil Salt and pepper to taste Chopped cilantro for garnish","[0, 0, 100, 20]",9,12,63,0,0.156,0,0.030769231,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,"[0, 0, 100, 20]",2,12,1,0,0.0065,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a bowl, mix yogurt, lemon juice, minced garlic, grated ginger, cumin, coriander, turmeric, paprika, and garam masala. Marinate chicken cubes in the mixture for at least 1 hour. In a large skillet, heat vegetable oil over medium heat. Cook diced onion until translucent. Add marinated chicken and cook until browned. Stir in diced tomatoes and simmer for 20 minutes. Add heavy cream and simmer for an additional 10 minutes. Season with salt and pepper to taste. Garnish with chopped cilantro and serve.","[0, 0, 100, 20]",9,12,83,0,0.211,0,0.108433735,-20,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
Eggplant Parmesan,"[0, 0, 100, 20]",9,12,2,0,0.008,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Ingredients:,"[0, 0, 100, 20]",2,12,1,0,0.006,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"2 large eggplants, sliced 1 cup breadcrumbs 1/2 cup grated Parmesan cheese 1 cup marinara sauce 1 cup mozzarella cheese, shredded 2 eggs, beaten 1/2 cup flour 1/4 cup olive oil Salt and pepper to taste","[0, 0, 100, 20]",10,12,36,0,0.083,0,0.051282051,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,"[0, 0, 100, 20]",2,12,1,0,0.0065,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Preheat oven to 375°F 190°C. Season eggplant slices with salt and let sit for 30 minutes, then pat dry. Dredge eggplant in flour, dip in beaten eggs, and coat with a mixture of breadcrumbs and grated Parmesan cheese. Heat olive oil in a skillet over medium heat. Cook eggplant until golden brown on both sides. In a baking dish, layer eggplant slices, marinara sauce, and shredded mozzarella cheese. Repeat layers and top with remaining cheese. Bake for 25-30 minutes until cheese is melted and bubbly. Serve warm.","[0, 0, 100, 20]",2,12,87,0,0.214,0,0.133333333,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Fish Tacos,"[0, 0, 100, 20]",10,12,2,0,0.0045,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Ingredients:,"[0, 0, 100, 20]",2,12,1,0,0.006,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"1 pound white fish fillets such as cod or tilapia 1/2 cup flour 1/2 cup cornmeal 1 teaspoon paprika 1 teaspoon cumin 1 teaspoon salt 1/2 teaspoon pepper 1/2 cup buttermilk 1/4 cup vegetable oil Taco shells or tortillas Shredded cabbage, diced tomatoes, sliced avocado, and lime wedges for toppings","[0, 0, 100, 20]",10,12,50,0,0.124,0,0.036363636,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,"[0, 0, 100, 20]",2,12,1,0,0.0065,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a bowl, mix flour, cornmeal, paprika, cumin, salt, and pepper. Dip fish fillets in buttermilk, then coat with the flour mixture. Heat vegetable oil in a skillet over medium heat. Cook fish until golden and cooked through. Serve fish in taco shells or tortillas with desired toppings.","[0, 0, 100, 20]",10,12,48,0,0.1195,0,0.104166667,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
General Tso's Chicken,"[0, 0, 100, 20]",11,12,3,0,0.0095,0,0.75,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Ingredients:,"[0, 0, 100, 20]",2,12,1,0,0.006,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"1 pound boneless, skinless chicken thighs, cubed 1/4 cup cornstarch 1/4 cup soy sauce 1/4 cup rice vinegar 1/4 cup hoisin sauce 2 tablespoons sugar 2 cloves garlic, minced 1 teaspoon grated ginger 1/4 cup vegetable oil Cooked rice for serving Sliced green onions for garnish","[0, 0, 100, 20]",11,12,46,0,0.1145,0,0.039215686,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,"[0, 0, 100, 20]",2,12,1,0,0.0065,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a bowl, toss chicken cubes with cornstarch. Heat vegetable oil in a skillet over medium heat. Cook chicken until golden and crispy, then set aside. In the same skillet, sauté minced garlic and grated ginger until fragrant. Stir in soy sauce, rice vinegar, hoisin sauce, and sugar, simmer until thickened. Return chicken to the skillet and toss to coat in the sauce. Serve over cooked rice, garnished with sliced green onions.","[0, 0, 100, 20]",11,12,72,0,0.1785,0,0.097222222,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Greek Moussaka,"[0, 0, 100, 20]",11,12,2,0,0.0065,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Ingredients:,"[0, 0, 100, 20]",2,12,1,0,0.006,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"2 large eggplants, sliced 1 pound ground lamb or beef 1 small onion, diced 2 cloves garlic, minced 1 can 14.5 ounces diced tomatoes 1/4 cup red wine 1 teaspoon cinnamon 1 teaspoon oregano 1/4 cup grated Parmesan cheese 2 tablespoons olive oil Salt and pepper to taste 2 cups béchamel sauce","[0, 0, 100, 20]",10,12,52,0,0.119,0,0.036363636,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,"[0, 0, 100, 20]",2,12,1,0,0.0065,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Preheat oven to 375°F 190°C. Season eggplant slices with salt and let sit for 30 minutes, then pat dry. In a skillet, heat olive oil over medium heat. Cook eggplant until golden on both sides, then set aside.","[0, 0, 100, 20]",2,12,38,0,0.0855,0,0.15,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"In the same skillet, cook ground lamb or beef, diced onion, and minced garlic until browned. Stir in diced tomatoes, red wine, cinnamon, oregano, salt, and pepper. Simmer for 20 minutes. In a baking dish, layer eggplant slices and meat sauce. Pour béchamel sauce over the top and sprinkle with grated Parmesan cheese. Bake for 30-35 minutes until golden and bubbly. Serve warm.","[0, 0, 100, 20]",12,12,63,0,0.1575,0,0.125,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Jambalaya,"[0, 0, 100, 20]",12,12,1,0,0.0045,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
