"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_a","font_size_b","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"Tomasz Cetner Warsaw/Poland, Andrzej Morawski, Akiyasu Yamamoto, Ryszard Diduszko'","High-pressure synthesis, structure and equation of state of new tetragonal boron subnitride'","-53.92","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High-pressure synthesis, structure and equation of state of new tetragonal boron subnitride'","B 50 N 2'","-53.92","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"B 50 N 2'","Kirill Cherednichenko Villetaneuse/France, Vladimir Solozhenko'","-53.92","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Kirill Cherednichenko Villetaneuse/France, Vladimir Solozhenko'","Topology of the chemical pressure field in simple molecules'","-53.92","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Topology of the chemical pressure field in simple molecules'","Mikhail Pokryvaylo Oviedo/Spain, Hussien Osman, Miguel Ángel Salvadó, J. Manuel Recio'","-53.92","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"What can we learn from chemical pressure maps of metals and ionic crystals?'","Alvaro Lobato Madrid/Spain, Hussien Osman, Miguel Angel Salvado, Mercedes Taravillo'","-56.42","0","11.04","11.04","0.0","1","1","0","1","1","1","0","0","0","1",""
"Alvaro Lobato Madrid/Spain, Hussien Osman, Miguel Angel Salvado, Mercedes Taravillo'","Valentin Garcia Baonza, Jose Manuel Recio Muñiz'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Valentin Garcia Baonza, Jose Manuel Recio Muñiz'","Formation and behavior of metal hydrides at extreme p,T: In situ PXRD studies at ID06-LVP,'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Formation and behavior of metal hydrides at extreme p,T: In situ PXRD studies at ID06-LVP,'","ESRF'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"ESRF'","Kristina Spektor Grenoble/France, Wilson Crichton, Ulrich Häussermann, Sumit Konar'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Kristina Spektor Grenoble/France, Wilson Crichton, Ulrich Häussermann, Sumit Konar'","Experimental evidence for stable crystalline polymeric carbon dioxide at lowermost mantle'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Experimental evidence for stable crystalline polymeric carbon dioxide at lowermost mantle'","conditions'","-56.42","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"conditions'","Kamil Dziubek Florence/Italy, Martin Ende, Demetrio Scelta, Roberto Bini, Mohamed'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Kamil Dziubek Florence/Italy, Martin Ende, Demetrio Scelta, Roberto Bini, Mohamed'","Mezouar, Gaston Garbarino, Ronald Miletich'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Mezouar, Gaston Garbarino, Ronald Miletich'","Flexible amines – a new route for designing advanced, porous materials'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Flexible amines – a new route for designing advanced, porous materials'","Aleksandra Półrolniczak Poznan/Poland, Szymon Sobczak, Andrzej Katrusiak'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Aleksandra Półrolniczak Poznan/Poland, Szymon Sobczak, Andrzej Katrusiak'","S 2 – New phenomena at high pressure'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 2 – New phenomena at high pressure'","Metallization of erbium and yttrium trihydrides under high pressure'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Metallization of erbium and yttrium trihydrides under high pressure'","Marek Tkacz Warsaw/Poland, Mikhail Kuzovnikov, Mikhail Eremtes, Aleksander Drozdov,'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Marek Tkacz Warsaw/Poland, Mikhail Kuzovnikov, Mikhail Eremtes, Aleksander Drozdov,'","Stanislav Besedin'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Stanislav Besedin'","Pressure-induced conformational conversion in p-tolyl disulfide at phase transition and in a'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Pressure-induced conformational conversion in p-tolyl disulfide at phase transition and in a'","hidden polymorph'","-56.42","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"hidden polymorph'","Szymon Sobczak Poznan/Poland, Andrzej Katrusiak'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Szymon Sobczak Poznan/Poland, Andrzej Katrusiak'","P10'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P10'","Properties of YbAu 2 Si 2 under hydrostatic pressure'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Properties of YbAu 2 Si 2 under hydrostatic pressure'","Jiří Kaštil Prague/Czech Republic, Kristina Vlášková, Jiří Prchal, Martin Míšek, Jiří Kamarád,'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Jiří Kaštil Prague/Czech Republic, Kristina Vlášková, Jiří Prchal, Martin Míšek, Jiří Kamarád,'","Zdeněk Arnold'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Zdeněk Arnold'","S 3 – Amorphous materials and liquids under pressure'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 3 – Amorphous materials and liquids under pressure'","P11'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P11'","Hydrogen content and Raman spectra of amorphous magnesium silicates with Mg/Si from 0'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Hydrogen content and Raman spectra of amorphous magnesium silicates with Mg/Si from 0'","to 0.9 hydrogenated at high pressure.'","-56.42","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"to 0.9 hydrogenated at high pressure.'","Vadim Efimchenko Moscow/Russia, Nikolay Barkovskii, Vladimir Fedotov, Konstantin'","-56.42","0","11.04","11.04","0.0","1","1","0","1","1","1","0","0","0","1",""
"Vadim Efimchenko Moscow/Russia, Nikolay Barkovskii, Vladimir Fedotov, Konstantin'","Meletov, Kirill Khryapin'","-56.42","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 4 – Elements and binary alloys under pressure: structural and electronic transformations'","P12'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P12'","Raman study of bismuth at high pressure'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Raman study of bismuth at high pressure'","Julien Haines Montpellier/France'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Julien Haines Montpellier/France'","P13'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P13'","Boron monosulfide: equation of state and pressure-induced phase transition'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Boron monosulfide: equation of state and pressure-induced phase transition'","Kirill Cherednichenko Villetaneuse/France, Ivan Kruglov, Artem Oganov, Yann Le Godec,'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Kirill Cherednichenko Villetaneuse/France, Ivan Kruglov, Artem Oganov, Yann Le Godec,'","Mohamed Mezouar, Vladimir Solozhenko'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Mohamed Mezouar, Vladimir Solozhenko'","P14'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P14'","Pressure induced elimination of ferro-ferro transition in Sc 0.35 Ti 0.65 Fe 2 intermetallic compound'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Pressure induced elimination of ferro-ferro transition in Sc 0.35 Ti 0.65 Fe 2 intermetallic compound'","Zdenek Arnold Prague/Chech Republic, Martin Misek, Olivier Isnard, J. Pemeja, Jiri Kastil, Jiri'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Zdenek Arnold Prague/Chech Republic, Martin Misek, Olivier Isnard, J. Pemeja, Jiri Kastil, Jiri'","Kamarad'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Kamarad'","P15'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P15'","High pressure phase diagram of sulphur from laser-heated diamond anvil cell experiments'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High pressure phase diagram of sulphur from laser-heated diamond anvil cell experiments'","Hannah B. Scott Edinburgh/Great Britain, Tomoaki Kimura, R. Stewart McWilliams'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Hannah B. Scott Edinburgh/Great Britain, Tomoaki Kimura, R. Stewart McWilliams'","S 5 – Materials chemistry at high pressure'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 5 – Materials chemistry at high pressure'","P16'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P16'","Synthesis by sol gel route, structural and dielectric characterization of cerium doped lead'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Synthesis by sol gel route, structural and dielectric characterization of cerium doped lead'","zirconium titanate'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"zirconium titanate'","El Miloudi El Moussafir Casablanca/Maroko'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"El Miloudi El Moussafir Casablanca/Maroko'","P17'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P17'","Phosphorus doping in 111 face of single crystal diamond grown by the temperature'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Phosphorus doping in 111 face of single crystal diamond grown by the temperature'","gradient HPHT method'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"gradient HPHT method'","Sergei Buga Moscow/Russia, Vitaly Bormashov, Jullien Bargon, Michail Kuzntetsov, Sergei'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Sergei Buga Moscow/Russia, Vitaly Bormashov, Jullien Bargon, Michail Kuzntetsov, Sergei'","Terentiev, Sergei Tarelkin, S Temgoua, Vladimir Blank'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Terentiev, Sergei Tarelkin, S Temgoua, Vladimir Blank'","P18'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P18'","Post-spinel transition in hausmannite determined by high P-T in situ X-ray diffraction'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Post-spinel transition in hausmannite determined by high P-T in situ X-ray diffraction'","Jolanta Darul Poznan,Poland, Christian Lathe, Pawel Piszora'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Jolanta Darul Poznan,Poland, Christian Lathe, Pawel Piszora'","P19'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P19'","Crystal packing diversity of the simple amidinate oxozinc complex derived by non-covalent'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Crystal packing diversity of the simple amidinate oxozinc complex derived by non-covalent'","interactions'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"interactions'","Michał Terlecki Warsaw/Poland, Michał Leszczyński, Szymon Sobczak, Iwona Justyniak,'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Michał Terlecki Warsaw/Poland, Michał Leszczyński, Szymon Sobczak, Iwona Justyniak,'","Andrzej Katrusiak, Janusz Lewiński'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Andrzej Katrusiak, Janusz Lewiński'","P20'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P20'","Dimerization in the III-V semiconductor gallium phosphide'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Barbara Lavina Las Vegas, USA'","P21'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P21'","High pressure magnetic characterisation of the elpasolite La 2 NiMnO 6'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High pressure magnetic characterisation of the elpasolite La 2 NiMnO 6'","Christopher Ridley Didcot/Great Britain, Nicholas Funnell, Craig Bull'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Christopher Ridley Didcot/Great Britain, Nicholas Funnell, Craig Bull'","P23'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P23'","Pressure-induced broadening of photoluminescence from Bismuth-doped glasses'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Pressure-induced broadening of photoluminescence from Bismuth-doped glasses'","John Proctor Salford/Great Britain, Robert McMaster, Malik Hakeem, Mark Hughes'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"John Proctor Salford/Great Britain, Robert McMaster, Malik Hakeem, Mark Hughes'","S 6 – Superconductivity under high pressure: Experiment and theory'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 6 – Superconductivity under high pressure: Experiment and theory'","P24'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P24'","Development of a symmetric miniature diamond anvil cell for magnetic measurements in a'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Development of a symmetric miniature diamond anvil cell for magnetic measurements in a'","SQUID magnetometer and structural studies.'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"SQUID magnetometer and structural studies.'","Bastien Guigue Paris/France'","-57.67","0","11.04","11.04","0.0","1","1","0","1","1","1","0","0","0","1",""
"Bastien Guigue Paris/France'","P25'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P25'","Pressure – induced metallization and superconductivity in the transition metal'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Pressure – induced metallization and superconductivity in the transition metal'","dichalcognides MX 2'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"dichalcognides MX 2'","Moaz ElGhazali Dresden/Germany'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Moaz ElGhazali Dresden/Germany'","P26'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P26'","Strong electron-phonon and band structure effects in the optical properties of'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Strong electron-phonon and band structure effects in the optical properties of'","superconducting hydrogen'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"superconducting hydrogen'","Miguel Borinaga Donostia-San Sebastian/Spain, Julen Ibañez-Azpiroz, Aitor Bergara, Ion'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Miguel Borinaga Donostia-San Sebastian/Spain, Julen Ibañez-Azpiroz, Aitor Bergara, Ion'","Errea'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Errea'","P27'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P27'","Formation process of high-Tc phase of sulfur hydride'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Formation process of high-Tc phase of sulfur hydride'","Mari Einaga Toyonaka,Japan, Masafumi Sakata, Akiyoshi Masuda, Harushige Nakao,'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Mari Einaga Toyonaka,Japan, Masafumi Sakata, Akiyoshi Masuda, Harushige Nakao,'","Katsuya Shimizu, Alexander Drozdev, Mikhail Eremets, Saori Kwaguchi, Naohisa Hirao, Yasuo'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Katsuya Shimizu, Alexander Drozdev, Mikhail Eremets, Saori Kwaguchi, Naohisa Hirao, Yasuo'","Ohishi'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Ohishi'","S 7 – Critical and supercritical fluids under pressure'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 7 – Critical and supercritical fluids under pressure'","P28'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P28'","High pressure processing for the pharmaceutical compounds using the supercritical fluid'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High pressure processing for the pharmaceutical compounds using the supercritical fluid'","technology'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"technology'","Yan-Ping Chen Taipei/Taiwan, Chun-Hao Fang, Chun-Ta Chen, Muoi Tang, Sheau-Ling Ho'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Yan-Ping Chen Taipei/Taiwan, Chun-Hao Fang, Chun-Ta Chen, Muoi Tang, Sheau-Ling Ho'","P29'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P29'","High pressure synthesis of a temperature and pH-sensitive copolymer using the supercritical'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High pressure synthesis of a temperature and pH-sensitive copolymer using the supercritical'","fluid technology'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"fluid technology'","Muoi Tang Taipei/Taiwan, Sheau-Ling Ho, Yan-Ping Chen'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 8 – High pressure structural analysis and metadata deposition'","P30'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P30'","DAC-XRD: Data management and processing framework for high-pressure X-ray diffraction'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"DAC-XRD: Data management and processing framework for high-pressure X-ray diffraction'","experiments with diamond anvil cells'","-53.75","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"experiments with diamond anvil cells'","Anna Makal Warsaw/Poland, Jaroslaw Kalinowski'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Anna Makal Warsaw/Poland, Jaroslaw Kalinowski'","P31'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P31'","Synthesis, characterization, crystal structure determination and theoretical study of some'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Synthesis, characterization, crystal structure determination and theoretical study of some'","new rheniumI-tricarbonyl complexes with 2,2'-bipyridine and 2,9-dimethylphenanthroline'","-53.75","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"new rheniumI-tricarbonyl complexes with 2,2'-bipyridine and 2,9-dimethylphenanthroline'","ligands'","-53.75","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"ligands'","Fatemeh Safari Tehran,Iran'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Fatemeh Safari Tehran,Iran'","S 9 – High-pressure instrumentation'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 9 – High-pressure instrumentation'","P32'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P32'","Electric discharge machine for drilling diamond anvil cell gasket holes'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Electric discharge machine for drilling diamond anvil cell gasket holes'","John Proctor Salford/Great Britain, Daniel Massey, Stuart Astin'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"John Proctor Salford/Great Britain, Daniel Massey, Stuart Astin'","S 10 – New techniques at large scale facilities'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 10 – New techniques at large scale facilities'","P33'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P33'","Melting dynamics of water ices in the mesoscopic regime'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Melting dynamics of water ices in the mesoscopic regime'","Naomi Falsini Florence/Italy, Margherita Citroni, Samuele Fanetti, Paolo Foggi, Roberto Bini'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Naomi Falsini Florence/Italy, Margherita Citroni, Samuele Fanetti, Paolo Foggi, Roberto Bini'","S 11 – Porous framework under pressure'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 11 – Porous framework under pressure'","P34'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P34'","Three polymorphous crystals with large channel network studied by SXRD'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Three polymorphous crystals with large channel network studied by SXRD'","Tamás Holczbauer Budapest/Hungary, Dániel Vajk Horváth, Petra Bombicz, Tibor Soós'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Tamás Holczbauer Budapest/Hungary, Dániel Vajk Horváth, Petra Bombicz, Tibor Soós'","S 12 – High pressure crystallographic studies'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 12 – High pressure crystallographic studies'","P35'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P35'","High-pressure study of the crystal structure of disodium 2-amino-6-oxo-6,7-dihydro-1H'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High-pressure study of the crystal structure of disodium 2-amino-6-oxo-6,7-dihydro-1H'","purine-1,7-diide heptahydrate'","-53.75","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"purine-1,7-diide heptahydrate'","Anna Gaydamaka Novosibirsk, Russia, Sergey Arkhipov, Boris Zakharov, Yuriy Seryotkin,'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Anna Gaydamaka Novosibirsk, Russia, Sergey Arkhipov, Boris Zakharov, Yuriy Seryotkin,'","Elena Boldyreva'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Elena Boldyreva'","P36'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P36'","Compressed interactions and properties of methylamines'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Compressed interactions and properties of methylamines'","Marcin Podsiadło Poznan/Poland, Anna Olejniczak, Andrzej Katrusiak'","-53.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P37'","Pressure dependence of an unusual structural transition in a molecular Spin-CrossOver'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
