"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"INTERLEAVING AND LANGUAGE LEARNING 2'","Abstract'","-32.75","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Abstract'","Interleaving, a learning technique which involves practicing on multiple skills in parallel, goes'","-32.75","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Interleaving, a learning technique which involves practicing on multiple skills in parallel, goes'","against the standard method of blocking or blocked training that is common in schools and in'","-32.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"against the standard method of blocking or blocked training that is common in schools and in'","many types of implicit skill training for example, practicing a sport. While blocked training is'","-32.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"many types of implicit skill training for example, practicing a sport. While blocked training is'","convenient for many learners, several previous studies have shown that interleaving can yield'","-32.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"convenient for many learners, several previous studies have shown that interleaving can yield'","statistically significant advantages in learning and in improving memory over blocking. The'","-32.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"statistically significant advantages in learning and in improving memory over blocking. The'","present study explored the effects of interleaving versus blocked training for learning Spanish'","-32.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"present study explored the effects of interleaving versus blocked training for learning Spanish'","verb conjugation skills. Participants with many different language backgrounds excepting'","-32.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"verb conjugation skills. Participants with many different language backgrounds excepting'","Spanish learned to conjugate verbs in the Spanish imperfect and preterite tenses in either a'","-32.75","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Spanish learned to conjugate verbs in the Spanish imperfect and preterite tenses in either a'","blocked format or interleaved format in a between-subjects design. After a one-week delay, a'","-32.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"blocked format or interleaved format in a between-subjects design. After a one-week delay, a'","verb conjugation test was administered. On average, participants learned Spanish verb'","-32.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"verb conjugation test was administered. On average, participants learned Spanish verb'","conjugation skills better if they had been trained using interleaving. This result suggests that'","-32.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"conjugation skills better if they had been trained using interleaving. This result suggests that'","interleaving can be beneficial for foreign language learning.'","-32.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"INTERLEAVING AND LANGUAGE LEARNING 3'","The Effects of Interleaving Versus Blocking for'","1.43","103","0.0","1","0","0","0","1","1","0","0","0","1",""
"The Effects of Interleaving Versus Blocking for'","Learning to Conjugate Verbs in the Spanish Language'","-1.83","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Learning to Conjugate Verbs in the Spanish Language'","For over a decade, learning scientists have compared the effects of learning one skill or'","0.57","-104","0.0","1","0","0","0","1","1","0","0","0","1",""
"For over a decade, learning scientists have compared the effects of learning one skill or'","topic at a time blocking or blocked training against a technique in which two or more skills are'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"topic at a time blocking or blocked training against a technique in which two or more skills are'","learned simultaneously by switching back and forth between them interleaving or interleaved'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"learned simultaneously by switching back and forth between them interleaving or interleaved'","training. Some studies have found benefits of interleaving and others have found benefits to'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"training. Some studies have found benefits of interleaving and others have found benefits to'","blocking. For instance, interleaving benefits have been observed for learning algebraic rules'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"blocking. For instance, interleaving benefits have been observed for learning algebraic rules'","e.g., Mayfield & Chase, 2002 and geometric concepts e.g., Taylor & Rohrer, 2010, whereas'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"e.g., Mayfield & Chase, 2002 and geometric concepts e.g., Taylor & Rohrer, 2010, whereas'","blocking benefits have been observed for learning to identify degrees of varying line segments'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"blocking benefits have been observed for learning to identify degrees of varying line segments'","e.g., Goldstone, 1996 and French pronunciation rules e.g., Carpenter & Mueller, 2013.'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"e.g., Goldstone, 1996 and French pronunciation rules e.g., Carpenter & Mueller, 2013.'","Most schools implement blocking for a variety of topics because classes typically do not'","-24.65","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"Most schools implement blocking for a variety of topics because classes typically do not'","have enough time during the day to get through entire lesson plans. The use of blocked'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"have enough time during the day to get through entire lesson plans. The use of blocked'","scheduling, wherein only one skill or concept is covered at one time, alleviates these types of'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"scheduling, wherein only one skill or concept is covered at one time, alleviates these types of'","problems. Other reasons include the fact that it is easier for both teachers and students to use'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"problems. Other reasons include the fact that it is easier for both teachers and students to use'","blocking because it involves simpler schedules. But is this type of training method optimal for'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"blocking because it involves simpler schedules. But is this type of training method optimal for'","learning, and more importantly, does it yield better retention of learned information and skills'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"learning, and more importantly, does it yield better retention of learned information and skills'","To date, there has been little evidence of benefits of interleaving for language learning,'","-24.65","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"To date, there has been little evidence of benefits of interleaving for language learning,'","relative to blocking. Specifically, in an experiment where English-speaking participants learned'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"relative to blocking. Specifically, in an experiment where English-speaking participants learned'","French pronunciation rules e.g., Carpenter and Mueller, 2013, practice occurred in blocked or'","-24.65","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"French pronunciation rules e.g., Carpenter and Mueller, 2013, practice occurred in blocked or'","interleaved format and was immediately followed by a final test. Performance was better after'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"interleaved format and was immediately followed by a final test. Performance was better after'","blocked training. However, that study measured the direct and immediate retention of learned'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"blocked training. However, that study measured the direct and immediate retention of learned'","information and not necessarily the information that would still be remembered after participants'","-24.65","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"INTERLEAVING AND LANGUAGE LEARNING 4'","were able to spend time doing other everyday tasks. By contrast, in the present study, which'","-19.62","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"were able to spend time doing other everyday tasks. By contrast, in the present study, which'","examined the use of blocked or interleaved training for learning Spanish verb conjugation skills'","-19.62","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"examined the use of blocked or interleaved training for learning Spanish verb conjugation skills'","i.e., a type of grammar, such time was given by forcing participants to wait a week before'","-19.62","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"i.e., a type of grammar, such time was given by forcing participants to wait a week before'","another practice session and another week before testing measures were conducted. This was'","-19.62","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"another practice session and another week before testing measures were conducted. This was'","implemented to ensure that participants were retaining learned information in long-term memory'","-19.62","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"implemented to ensure that participants were retaining learned information in long-term memory'","over an extended period and not just immediately after exposure. The differences between'","-19.62","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"over an extended period and not just immediately after exposure. The differences between'","blocked learning and interleaving were then measured and compared between subjects after the'","-19.62","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"blocked learning and interleaving were then measured and compared between subjects after the'","testing session to see which yielded better learning and memory of that learning.'","-19.62","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"testing session to see which yielded better learning and memory of that learning.'","Method'","1.0","214","0.0","0","1","0","0","1","1","0","0","0","1",""
"Method'","Participants'","1.08","-214","0.0","1","0","0","0","1","0","0","0","0","1",""
"Participants'","Ninety-six participants with no prior Spanish experience whatsoever participated in order'","1.0","0","0.0","0","0","0","1","0","1","0","0","0","1",""
"Ninety-six participants with no prior Spanish experience whatsoever participated in order'","to earn experimental credit for psychology classes taken at the University of California, San'","-26.69","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"to earn experimental credit for psychology classes taken at the University of California, San'","Diego. Forty-one participants were randomly assigned into the blocked learning group and 47'","-26.69","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Diego. Forty-one participants were randomly assigned into the blocked learning group and 47'","participants were randomly assigned into the interleaved learning group. About half were native'","-26.69","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"participants were randomly assigned into the interleaved learning group. About half were native'","English speakers and the remainder spoke a variety of different languages.'","-26.69","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"English speakers and the remainder spoke a variety of different languages.'","The experiment was split into three sessions that consisted of two learning sessions'","-26.69","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The experiment was split into three sessions that consisted of two learning sessions'","followed by a testing session. Each session was separated by exactly one week 7 days of time.'","-26.69","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"followed by a testing session. Each session was separated by exactly one week 7 days of time.'","Across both sessions, participants in the blocked and interleaved learning groups learned to'","-26.69","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"Across both sessions, participants in the blocked and interleaved learning groups learned to'","conjugate verbs in the Spanish preterite and imperfect tenses. Across both groups, assignment of'","-26.69","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"conjugate verbs in the Spanish preterite and imperfect tenses. Across both groups, assignment of'","tense preterite or imperfect to the first or second sessions was counterbalanced, some'","-26.69","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"tense preterite or imperfect to the first or second sessions was counterbalanced, some'","participants had learned the imperfect rules first and preterite rules second, while others had'","-26.69","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"participants had learned the imperfect rules first and preterite rules second, while others had'","learned the reverse order.'","-26.69","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"INTERLEAVING AND LANGUAGE LEARNING 5'","Materials'","-55.75","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"Materials'","The materials included four rules each for the preterite and imperfect tenses, written as'","-55.75","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"The materials included four rules each for the preterite and imperfect tenses, written as'","single sentences in English; three rules for each tense which describe conjugating verbs paired'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"single sentences in English; three rules for each tense which describe conjugating verbs paired'","with the ‘I’, ‘you’, and ‘we’ forms of Spanish pronouns; three example sentences in English and'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"with the ‘I’, ‘you’, and ‘we’ forms of Spanish pronouns; three example sentences in English and'","Spanish for each of those rules; 32 short answer fill-in-the-blank practice questions in English'","-55.75","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Spanish for each of those rules; 32 short answer fill-in-the-blank practice questions in English'","and Spanish; and 30 multiple-choice final test questions in English and Spanish, with six answer'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"and Spanish; and 30 multiple-choice final test questions in English and Spanish, with six answer'","choices each. All materials were shown in English and accompanied by their exact Spanish'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"choices each. All materials were shown in English and accompanied by their exact Spanish'","translations.'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"translations.'","Procedure'","-55.75","0","0.0","0","1","0","1","1","1","0","0","0","1",""
"Procedure'","During the first session, participants began by reading instructions on a computer screen'","-55.75","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"During the first session, participants began by reading instructions on a computer screen'","informing them that they would be learning to conjugate verbs in the Spanish language. For'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"informing them that they would be learning to conjugate verbs in the Spanish language. For'","participants assigned to the blocked learning group, the first session was spent learning to'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"participants assigned to the blocked learning group, the first session was spent learning to'","conjugate verbs in one tense only. For example, in the first session, the rules for conjugating'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"conjugate verbs in one tense only. For example, in the first session, the rules for conjugating'","verbs in the preterite tense were shown. Participants then learned to conjugate verbs paired with'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"verbs in the preterite tense were shown. Participants then learned to conjugate verbs paired with'","the ‘I’, ‘you’, and ‘we’ forms of Spanish pronouns in the preterite tense and with respect to three'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"the ‘I’, ‘you’, and ‘we’ forms of Spanish pronouns in the preterite tense and with respect to three'","different verbs each. They then practiced conjugating verbs in the preterite tense by completing'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"different verbs each. They then practiced conjugating verbs in the preterite tense by completing'","16 short answer fill-in-the-blank practice trials. On each trial, after an answer was typed, the'","-55.75","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"16 short answer fill-in-the-blank practice trials. On each trial, after an answer was typed, the'","correct answer was shown. After the practice trials were finished, the first session concluded. A'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"correct answer was shown. After the practice trials were finished, the first session concluded. A'","week later during the second session, the process was repeated for the imperfect tense.'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"week later during the second session, the process was repeated for the imperfect tense.'","At the end of each learning session, participants were asked two questions in a survey.'","-55.75","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"At the end of each learning session, participants were asked two questions in a survey.'","The first question asked them to rate how difficult it was for them to learn Spanish conjugation'","-55.75","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The first question asked them to rate how difficult it was for them to learn Spanish conjugation'","that day. The possible ratings were available on a 5-point scale ranging from ‘Very Easy’ to'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"that day. The possible ratings were available on a 5-point scale ranging from ‘Very Easy’ to'","‘Very Difficult’. The second question asked them to judge how well they thought they had'","-55.75","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"INTERLEAVING AND LANGUAGE LEARNING 6'","learned Spanish verb conjugation skills during that session. The possible ratings were also'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"learned Spanish verb conjugation skills during that session. The possible ratings were also'","available on a 5-point scale, this time ranging from ‘Excellent’ to ‘Poor’.'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"available on a 5-point scale, this time ranging from ‘Excellent’ to ‘Poor’.'","For participants assigned to the interleaved learning group, the preterite and imperfect'","-55.75","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"For participants assigned to the interleaved learning group, the preterite and imperfect'","rules were both presented as the first session began. After the rules were shown, participants'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"rules were both presented as the first session began. After the rules were shown, participants'","learned to conjugate verbs paired with the ‘I’, ‘you’, and ‘we’ pronouns for both the preterite and'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"learned to conjugate verbs paired with the ‘I’, ‘you’, and ‘we’ pronouns for both the preterite and'","imperfect tenses. They then practice conjugating verbs in both tenses by completing 16 short'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"imperfect tenses. They then practice conjugating verbs in both tenses by completing 16 short'","answer fill-in-the-blank practice trials. After the practice trials were finished, the first session'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"answer fill-in-the-blank practice trials. After the practice trials were finished, the first session'","concluded. Critically, participants were exposed to both the preterite and imperfect tenses,'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"concluded. Critically, participants were exposed to both the preterite and imperfect tenses,'","unlike the participants in the blocked learning group. During the second session, the participants'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"unlike the participants in the blocked learning group. During the second session, the participants'","again practiced conjugating verbs in preterite and imperfect tenses. Thus, during this session,'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"again practiced conjugating verbs in preterite and imperfect tenses. Thus, during this session,'","participants were re-exposed to both tenses. After each learning session was concluded,'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"participants were re-exposed to both tenses. After each learning session was concluded,'","participants were asked the same two questions as the participants in the blocked learning group.'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"participants were asked the same two questions as the participants in the blocked learning group.'","Both questions also had the same available responses as the ones mentioned before.'","-55.75","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"Both questions also had the same available responses as the ones mentioned before.'","In the final session, all participants were tested on how well they learned and'","-55.75","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"In the final session, all participants were tested on how well they learned and'","remembered to conjugate verbs in both tenses. This test consisted of 30 multiple-choice'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"remembered to conjugate verbs in both tenses. This test consisted of 30 multiple-choice'","questions wherein they had to choose one of six verbs with the correct pronoun as well as form'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"questions wherein they had to choose one of six verbs with the correct pronoun as well as form'","of the pronoun. After this testing block, the experiment ended and results were measured.'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"of the pronoun. After this testing block, the experiment ended and results were measured.'","Results'","-55.75","0","0.0","0","1","0","1","1","1","0","0","0","1",""
"Results'","Test results were analyzed for both the blocked and interleaved learning groups after both'","-55.75","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"Test results were analyzed for both the blocked and interleaved learning groups after both'","groups had concluded the same test. Figure 1 shows the proportion of correct responses on the'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"groups had concluded the same test. Figure 1 shows the proportion of correct responses on the'","multiple-choice test in both groups. As shown, the interleaved learning group answered'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"multiple-choice test in both groups. As shown, the interleaved learning group answered'","correctly 64% of the time whereas participants in the blocked learning group answered correctly'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"correctly 64% of the time whereas participants in the blocked learning group answered correctly'","at rate of 52%. This shows that participants in the interleaved learning group answered verb'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"INTERLEAVING AND LANGUAGE LEARNING 7'","conjugation questions more accurately than participants in the blocked learning group.'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"conjugation questions more accurately than participants in the blocked learning group.'","At the end of each learning session, participants in both groups were asked the question,'","-55.75","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"At the end of each learning session, participants in both groups were asked the question,'","“How difficult was it to learn Spanish conjugation today?”. Figure 2 shows that the answers'","-55.75","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"“How difficult was it to learn Spanish conjugation today?”. Figure 2 shows that the answers'","‘Very Easy’ and ‘Easy’ were chosen more often in both learning sessions in the blocked learning'","-55.75","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"‘Very Easy’ and ‘Easy’ were chosen more often in both learning sessions in the blocked learning'","group compared to the interleaved learning group in response to how difficult it was for them to'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"group compared to the interleaved learning group in response to how difficult it was for them to'","learn verb conjugation skills. In contrast, the answers ‘Very Difficult’ and ‘Somewhat Difficult’'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"learn verb conjugation skills. In contrast, the answers ‘Very Difficult’ and ‘Somewhat Difficult’'","were chosen more often in both learning sessions in the interleaved learning group compared to'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"were chosen more often in both learning sessions in the interleaved learning group compared to'","the blocked learning group.'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"the blocked learning group.'","Again at the end of each session, a second survey question was asked. This question was,'","-55.75","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"Again at the end of each session, a second survey question was asked. This question was,'","“How well do you believe you learned Spanish conjugation today?"". Figure 3 shows'","-55.75","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"“How well do you believe you learned Spanish conjugation today?"". Figure 3 shows'","participants’ responses to this question. The results show that the answers ‘Excellent’ and'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"participants’ responses to this question. The results show that the answers ‘Excellent’ and'","‘Good’ were chosen more often in both learning sessions in the blocked learning group'","-55.75","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"‘Good’ were chosen more often in both learning sessions in the blocked learning group'","compared to the interleaved learning group. In contrast, the answers ‘Poor’ and ‘Fair’ were'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"compared to the interleaved learning group. In contrast, the answers ‘Poor’ and ‘Fair’ were'","chosen more often in both learning sessions in the interleaved learning group compared to the'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"chosen more often in both learning sessions in the interleaved learning group compared to the'","blocked learning group.'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"blocked learning group.'","Discussion'","-55.75","0","0.0","0","1","0","1","1","1","0","0","0","1",""
"Discussion'","Previous studies have shown that blocked learning can yield better results compared to'","-55.75","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"Previous studies have shown that blocked learning can yield better results compared to'","interleaving, including for language learning. However, such experiments e.g., Carpenter &'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"interleaving, including for language learning. However, such experiments e.g., Carpenter &'","Mueller, 2013 have not tested the long-term effect of interleaving. As such, the finding that'","-55.75","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Mueller, 2013 have not tested the long-term effect of interleaving. As such, the finding that'","blocked learning sometimes yields better results may reflect recent exposure to practice. Indeed,'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"blocked learning sometimes yields better results may reflect recent exposure to practice. Indeed,'","the present study demonstrated that interleaving has benefits for language learning when such'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"the present study demonstrated that interleaving has benefits for language learning when such'","learning is measured after a delay as compared to right away. When participants learned both'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"learning is measured after a delay as compared to right away. When participants learned both'","tenses in session one and were then able to re-practice those tenses during a second session,'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"INTERLEAVING AND LANGUAGE LEARNING 8'","results were much better compared to learning one tense in the first session and then learning a'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"results were much better compared to learning one tense in the first session and then learning a'","new tense in the second session. This indicates that participants in the interleaved learning group'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"new tense in the second session. This indicates that participants in the interleaved learning group'","were able to more fully learn the rules of when to use the imperfect and preterite tenses and what'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"were able to more fully learn the rules of when to use the imperfect and preterite tenses and what'","those tenses corresponded to in the Spanish language, vs. the blocked learning group. In both'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"those tenses corresponded to in the Spanish language, vs. the blocked learning group. In both'","groups however, there was learning being accomplished. On the final test, since there were six'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"groups however, there was learning being accomplished. On the final test, since there were six'","possible multiple-choice responses per question, a chance rate would be 16.66% of responding'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"possible multiple-choice responses per question, a chance rate would be 16.66% of responding'","correctly, and both groups scored on average substantially better than that.'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"correctly, and both groups scored on average substantially better than that.'","Why Interleaving Improved Language Learning'","-55.75","0","0.0","0","1","0","1","1","1","0","0","0","1",""
"Why Interleaving Improved Language Learning'","It seems unintuitive that the participants who did better on the final test, namely those in'","-55.75","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"It seems unintuitive that the participants who did better on the final test, namely those in'","the interleaved learning group, thought that the material was more difficult to learn as compared'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"the interleaved learning group, thought that the material was more difficult to learn as compared'","to the blocked learning group. It would seem logical to think that if participants thought material'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"to the blocked learning group. It would seem logical to think that if participants thought material'","was easier to learn, then they would perform better on the final test than individuals who thought'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"was easier to learn, then they would perform better on the final test than individuals who thought'","the material was hard to learn. However, a major theoretical explanation for the benefits of'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"the material was hard to learn. However, a major theoretical explanation for the benefits of'","interleaving is that it strengthens memory associations by changing the solution to the practice'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"interleaving is that it strengthens memory associations by changing the solution to the practice'","problem with each attempt Rohrer, 2012. That is, because of the switching between different'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"problem with each attempt Rohrer, 2012. That is, because of the switching between different'","skills or concepts that occurs during interleaving, the solution to any given practice problem is'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
