"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_a","font_size_b","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"religion.'","A groundbreaking study by professor of sociology Lisa A. Keister has'","-53.83","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"A groundbreaking study by professor of sociology Lisa A. Keister has'","discovered that religion influences a person’s success and finances. “Religion is'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"discovered that religion influences a person’s success and finances. “Religion is'","an important factor in wealth accumulation, a factor that hasn’t received a lot of'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"an important factor in wealth accumulation, a factor that hasn’t received a lot of'","attention,” said Lisa Keister.'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"attention,” said Lisa Keister.'","The study showed that wealth is highest among Jews, followed by mainline'","-53.83","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"The study showed that wealth is highest among Jews, followed by mainline'","Protestants, followed by Roman Catholics, and conservative Protestants were the'","-53.83","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"Protestants, followed by Roman Catholics, and conservative Protestants were the'","least wealthy and successful. 2 Keister found that the median net worth of Jewish'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"least wealthy and successful. 2 Keister found that the median net worth of Jewish'","people in the survey was $150,890, more than three times the median for the'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"people in the survey was $150,890, more than three times the median for the'","entire sample $48,200. The median net worth for conservative Protestants was'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"entire sample $48,200. The median net worth for conservative Protestants was'","$26,200, or about half the overall average. The median net worth of mainstream'","-53.83","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"$26,200, or about half the overall average. The median net worth of mainstream'","Protestants and Catholics were similar to each other and about the average for'","-53.83","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"Protestants and Catholics were similar to each other and about the average for'","the whole sample.'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"the whole sample.'","Lisa A. Keister says that religion influences the accumulation of wealth'","-53.83","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"Lisa A. Keister says that religion influences the accumulation of wealth'","directly because “it shapes values and priorities, contributes to the set of'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"directly because “it shapes values and priorities, contributes to the set of'","competencies from which action is constructed, and may provide important'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"competencies from which action is constructed, and may provide important'","social contacts.” Lisa A. Keister states that “people draw on the tools they learn'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"social contacts.” Lisa A. Keister states that “people draw on the tools they learn'","from religion to develop consistent strategies for dealing with problems and for'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"from religion to develop consistent strategies for dealing with problems and for'","making decisions such as savings, investment, and consumption decisions.” She'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"making decisions such as savings, investment, and consumption decisions.” She'","concludes that that there is solid evidence to confirm that being raised Jewish'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"concludes that that there is solid evidence to confirm that being raised Jewish'","and practicing Judaism leads to the accumulation of wealth. David Gelernter, a'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"and practicing Judaism leads to the accumulation of wealth. David Gelernter, a'","Yale University Professor, said, ""Judaism is the most important intellectual'","-53.83","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"Yale University Professor, said, ""Judaism is the most important intellectual'","development in human history.""'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"development in human history.""'","Sacred religious Jewish texts are found on the bookshelves of many Jewish'","-53.83","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"Sacred religious Jewish texts are found on the bookshelves of many Jewish'","homes. The most common texts among Jews are the following:'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"homes. The most common texts among Jews are the following:'","The Tanakh'","-53.83","0","14.4","14.4","0.0","0","1","0","1","1","1","0","0","0","1",""
"The Tanakh'","The Jewish Bible is known in Hebrew as the Tanakh . It contains three books:'","-53.83","0","14.4","14.4","0.0","0","0","0","1","1","1","0","0","0","1",""
"The Jewish Bible is known in Hebrew as the Tanakh . It contains three books:'","Torah Pentateuch, Nevi'im Prophets, and Ketuvim Writings. At the basis of'","-53.83","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"Torah Pentateuch, Nevi'im Prophets, and Ketuvim Writings. At the basis of'","all Jewish sacred texts is the Torah. Torah means ""law"". The main message of'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"the Torah is the absolute unity of God and his everlasting covenant with the'","people of Israel.'","-40.33","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"people of Israel.'","The Talmud'","-40.33","0","14.4","14.4","0.0","0","1","0","1","1","1","0","0","0","1",""
"The Talmud'","The Talmud is a doctrinal book, which explains all the knowledge and teaching'","-40.33","0","14.4","14.4","0.0","0","0","0","1","1","1","0","0","0","1",""
"The Talmud is a doctrinal book, which explains all the knowledge and teaching'","of the Jewish people. The Talmud interprets and expounds on the verses of the'","-40.33","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"of the Jewish people. The Talmud interprets and expounds on the verses of the'","Tanakh to discover hidden meanings. The Talmud also contains Judaism's oral'","-40.33","0","14.4","14.4","0.0","0","0","0","1","1","1","0","0","0","1",""
"Tanakh to discover hidden meanings. The Talmud also contains Judaism's oral'","law.'","-40.33","0","14.4","14.4","0.0","0","0","1","1","1","1","0","0","0","1",""
"law.'","The Mishnah'","-40.33","0","14.4","14.4","0.0","0","1","0","1","1","1","0","0","0","1",""
"The Mishnah'","The Mishnah consists of six orders, each containing seven to twelve tractates,'","-40.33","0","14.4","14.4","0.0","0","0","0","1","1","1","0","0","0","1",""
"The Mishnah consists of six orders, each containing seven to twelve tractates,'","sixty-three in total, and further subdivided into chapters and paragraphs or'","-40.33","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"sixty-three in total, and further subdivided into chapters and paragraphs or'","verses. It contains various laws and teachings.'","-40.33","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"verses. It contains various laws and teachings.'","The Tosefta'","-40.33","0","14.4","14.4","0.0","0","1","0","1","1","1","0","0","0","1",""
"The Tosefta'","The Tosefta is a compilation of the Jewish oral law. In many ways, the Tosefta'","-40.33","0","14.4","14.4","0.0","0","0","0","1","1","1","0","0","0","1",""
"The Tosefta is a compilation of the Jewish oral law. In many ways, the Tosefta'","acts as a supplement to the Mishnah .'","-40.33","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"acts as a supplement to the Mishnah .'","The Shulchan Aruch'","-40.33","0","14.4","14.4","0.0","0","1","0","1","1","1","0","0","0","1",""
"The Shulchan Aruch'","The Shulchan Aruch, also known as the Code of Jewish Law, is the most widely'","-40.33","0","14.4","14.4","0.0","0","0","0","1","1","1","0","0","0","1",""
"The Shulchan Aruch, also known as the Code of Jewish Law, is the most widely'","accepted compilation of Jewish law ever written.'","-40.33","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"accepted compilation of Jewish law ever written.'","REFERENCES'","-40.33","0","14.4","20.16","5.76","0","1","0","1","1","1","0","0","0","1",""
"REFERENCES'","1. Berkman, J. 2009, October 5. At Least 139 of the Forbes 400 Are Jewish . Jta.org. Retrieved January 20,'","-40.33","0","20.16","10.8","-9.36","0","0","0","1","1","1","0","0","0","1",""
"1. Berkman, J. 2009, October 5. At Least 139 of the Forbes 400 Are Jewish . Jta.org. Retrieved January 20,'","2012 from http://blogs.jta.org/philanthropy/article/2009/10/05/1008323/at-least-139-of-the-forbes-400-are-http://blogs.jta.org/philanthropy/article/2009/10/05/1008323/at-least-139-of-the-forbes-400-are-jewish'","-40.33","0","10.8","10.8","0.0","1","0","0","1","1","1","0","0","0","1",""
"2012 from http://blogs.jta.org/philanthropy/article/2009/10/05/1008323/at-least-139-of-the-forbes-400-are-http://blogs.jta.org/philanthropy/article/2009/10/05/1008323/at-least-139-of-the-forbes-400-are-jewish'","jewish'","-40.33","0","10.8","10.8","0.0","1","0","1","1","1","1","0","0","0","1",""
"jewish'","2. Keiste, L. 2003. Religion and Wealth: The Role of Religious Affiliation and Participation in Early'","-40.33","0","10.8","10.8","0.0","1","0","0","1","1","1","0","0","0","1",""
"2. Keiste, L. 2003. Religion and Wealth: The Role of Religious Affiliation and Participation in Early'","Adult Asset Accumulation. Social Forces, 821, 173-205.'","-40.33","0","10.8","10.8","0.0","1","0","0","1","1","1","0","0","0","1",""
"REFERENCES'","1. Joseph, K. 1997. The World of the Early Christians . Liturgical Press.'","-31.25","0","20.16","10.8","-9.36","0","0","0","1","1","1","0","0","0","1",""
"1. Joseph, K. 1997. The World of the Early Christians . Liturgical Press.'","2. Stryker, R. 1981. Religio-Ethnic Effects on Attainments in the Early Career. American Sociological'","-31.25","0","10.8","10.8","0.0","1","1","0","1","1","1","0","0","0","1",""
"2. Stryker, R. 1981. Religio-Ethnic Effects on Attainments in the Early Career. American Sociological'","Review, 46, 212-231.'","-31.25","0","10.8","10.8","0.0","0","0","0","1","1","1","0","0","0","1",""
"Review, 46, 212-231.'","3. Herz, F. M., Rozen, E. J. 1982. Jewish families. In McGoldrick, J. K. Pearce, & J. Giordano Eds.,'","-31.25","0","10.8","10.8","0.0","0","1","0","1","1","1","0","0","0","1",""
"3. Herz, F. M., Rozen, E. J. 1982. Jewish families. In McGoldrick, J. K. Pearce, & J. Giordano Eds.,'","Ethnicity and Family Therapy . New York: Guilford Press.'","-31.25","0","10.8","10.8","0.0","0","0","0","1","1","1","0","0","0","1",""
"Ethnicity and Family Therapy . New York: Guilford Press.'","4. Thernstrom, A., Thernstrom, S. 2003. No Excuses: Closing the Racial Gap In Learning . New York:'","-31.25","0","10.8","10.8","0.0","0","1","0","1","1","1","0","0","0","1",""
"4. Thernstrom, A., Thernstrom, S. 2003. No Excuses: Closing the Racial Gap In Learning . New York:'","Simon and Schuster.'","-31.25","0","10.8","10.8","0.0","1","1","0","1","1","1","0","0","0","1",""
"Simon and Schuster.'","5. Stone, P. 2009. Breaking The Jewish Code: Twelve Secrets That Will Transform Your Life, Family,'","-31.25","0","10.8","10.8","0.0","1","1","0","1","1","1","0","0","0","1",""
"5. Stone, P. 2009. Breaking The Jewish Code: Twelve Secrets That Will Transform Your Life, Family,'","Health and Finances . Charisma House.'","-31.25","0","10.8","10.8","0.0","0","0","0","1","1","1","0","0","0","1",""
"Health and Finances . Charisma House.'","6. Kerry, M. 2002. Mishlei: A Modern Commentary on Proverbs . URJ Books and Music.'","-31.25","0","10.8","10.8","0.0","0","1","0","1","1","1","0","0","0","1",""
"6. Kerry, M. 2002. Mishlei: A Modern Commentary on Proverbs . URJ Books and Music.'","7. Keiste, L. 2003. Religion and Wealth: The Role of Religious Affiliation and Participation in Early'","-31.25","0","10.8","10.8","0.0","1","1","0","1","1","1","0","0","0","1",""
"7. Keiste, L. 2003. Religion and Wealth: The Role of Religious Affiliation and Participation in Early'","Adult. Asset Accumulation. Social Forces, 821, 173-205.'","-31.25","0","10.8","10.8","0.0","1","0","0","1","1","1","0","0","0","1",""
"Adult. Asset Accumulation. Social Forces, 821, 173-205.'","8. Anderson, C. T. 2008. Becoming a Millionaire God’s Way . FaithWords.'","-31.25","0","10.8","10.8","0.0","1","1","0","1","1","1","0","0","0","1",""
"8. Anderson, C. T. 2008. Becoming a Millionaire God’s Way . FaithWords.'","9. Jacobs, J. 2010. There Shall Be No Needy: Pursuing Social Justice Through Jewish Law & Tradition .'","-31.25","0","10.8","10.8","0.0","1","1","0","1","1","1","0","0","0","1",""
"9. Jacobs, J. 2010. There Shall Be No Needy: Pursuing Social Justice Through Jewish Law & Tradition .'","Jewish Lights Publishing.'","-31.25","0","10.8","10.8","0.0","1","1","0","1","1","1","0","0","0","1",""
"Jewish Lights Publishing.'","10. Lifshitz, J. 2008. Markets, Morals and Religion . Transaction Publishers.'","-31.25","0","10.8","10.8","0.0","1","1","0","1","1","1","0","0","0","1",""
"Table of Contents'","PREFACE'","1.0","-132","26.64","14.4","-12.24","0","0","0","0","0","0","0","0","0","1",""
"PREFACE'","INTRODUCTION'","-8.17","0","14.4","14.4","0.0","1","0","0","1","0","0","0","0","0","1",""
"INTRODUCTION'","CHAPTER 1'","-8.17","0","14.4","14.4","0.0","1","0","0","1","0","0","0","0","0","1",""
"CHAPTER 1'","CHAPTER 2'","-8.17","0","14.4","14.4","0.0","1","0","0","1","0","0","0","0","0","1",""
"CHAPTER 2'","CHAPTER 3'","-8.17","0","14.4","14.4","0.0","1","0","0","1","0","0","0","0","0","1",""
"CHAPTER 3'","CHAPTER 4'","-8.17","0","14.4","14.4","0.0","1","0","0","1","0","0","0","0","0","1",""
"CHAPTER 4'","CHAPTER 5'","-8.17","0","14.4","14.4","0.0","1","0","0","1","0","0","0","0","0","1",""
"CHAPTER 5'","CHAPTER 6'","-8.17","0","14.4","14.4","0.0","1","0","0","1","0","0","0","0","0","1",""
"CHAPTER 6'","CHAPTER 7'","-8.17","0","14.4","14.4","0.0","1","0","0","1","0","0","0","0","0","1",""
