text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,confidence_score,predicted_category,style_cluster_id,numbering_info,hierarchy_level
"Move, rotate, or resize a text box","[0, 0, 100, 20]",7,16.02,7,0,0.014,0.1428571428571428,0.1428571428571428,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.999999999950193,Title/Heading,3,,H2
3. Do any of the following:,"[0, 0, 100, 20]",8,12.0,6,0,0.011,0.1666666666666666,0.1666666666666666,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9999025021138568,Title/Heading,4,"{'type': 'numeric', 'depth': 1}",H1
"3. Resize : Place the pointer over any of the circular selection handles, and drag","[0, 0, 100, 20]",8,12.0,15,0,0.034,0.0,0.1428571428571428,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.8724462328877457,Title/Heading,8,"{'type': 'numeric', 'depth': 1}",H1
Add or edit lists,"[0, 0, 100, 20]",9,16.02,4,0,0.007,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999999801386,Title/Heading,5,,H2
2. To add or remove items from a numbered or bulleted list:,"[0, 0, 100, 20]",9,12.0,12,0,0.024,0.1666666666666666,0.0833333333333333,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.7464993777061217,Title/Heading,9,"{'type': 'numeric', 'depth': 1}",H1
To create a numbered or bulleted list:,"[0, 0, 100, 20]",9,12.0,7,0,0.016,0.1428571428571428,0.1428571428571428,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.8550579064397,Title/Heading,4,,H2
To convert an existing paragraph to a list item:,"[0, 0, 100, 20]",9,12.0,9,0,0.02,0.2222222222222222,0.1111111111111111,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9333775960089352,Title/Heading,10,,H3
To convert an existing list item to a paragraph:,"[0, 0, 100, 20]",9,12.0,9,0,0.02,0.2222222222222222,0.1111111111111111,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9464500430688508,Title/Heading,10,,H3
To convert from one list type to another:,"[0, 0, 100, 20]",9,12.0,8,0,0.017,0.125,0.125,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.7858863865803309,Title/Heading,4,,H3
Change font color,"[0, 0, 100, 20]",9,16.02,3,0,0.0075,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999999981934,Title/Heading,11,,H2
Change font,"[0, 0, 100, 20]",11,16.02,2,0,0.005,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999999936836,Title/Heading,5,,H2
Change font size,"[0, 0, 100, 20]",11,16.02,3,0,0.007,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999999893896,Title/Heading,5,,H2
Redo text in Acrobat,"[0, 0, 100, 20]",11,16.02,4,0,0.0085,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999999788908,Title/Heading,5,,H2
Undo text in Acrobat,"[0, 0, 100, 20]",11,16.02,4,0,0.0085,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999999788908,Title/Heading,5,,H2
Change paragraph spacing,"[0, 0, 100, 20]",11,16.02,3,0,0.011,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.999999999973123,Title/Heading,5,,H2
You can change paragraph spacing in Acrobat using format text options:,"[0, 0, 100, 20]",12,12.0,11,0,0.03,0.2727272727272727,0.1818181818181818,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.5294673723090987,Title/Heading,12,,H3
Edit images or objects in a PDF,"[0, 0, 100, 20]",13,24.0,7,0,0.0125,0.0,0.2857142857142857,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,13,,H1
Note:,"[0, 0, 100, 20]",13,12.0,1,0,0.0025,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.999366282671436,Title/Heading,14,,H2
"5. Once the image is added, you can take any of the following actions:","[0, 0, 100, 20]",14,12.0,14,0,0.0285,0.2142857142857142,0.0714285714285714,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.6976564216806532,Title/Heading,9,"{'type': 'numeric', 'depth': 1}",H1
Modify images in a PDF,"[0, 0, 100, 20]",14,16.02,5,0,0.009,0.0,0.4,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999999666112,Title/Heading,5,,H2
Note:,"[0, 0, 100, 20]",13,12.0,1,0,0.0025,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9997055801122092,Title/Heading,14,,H3
2. To add a button:,"[0, 0, 100, 20]",15,12.0,5,0,0.0075,0.2,0.2,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9983062718455772,Title/Heading,4,"{'type': 'numeric', 'depth': 1}",H1
3. To add a video:,"[0, 0, 100, 20]",15,12.0,5,0,0.007,0.2,0.2,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9999066198533848,Title/Heading,4,"{'type': 'numeric', 'depth': 1}",H1
4. To add sound to the PDF:,"[0, 0, 100, 20]",16,12.0,7,0,0.0105,0.1428571428571428,0.2857142857142857,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9938801624600786,Title/Heading,4,"{'type': 'numeric', 'depth': 1}",H1
5. To add 3D Media to the video:,"[0, 0, 100, 20]",16,12.0,8,0,0.0125,0.125,0.25,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.8424946121659089,Title/Heading,4,"{'type': 'numeric', 'depth': 1}",H1
Edit an image outside Acrobat,"[0, 0, 100, 20]",16,16.02,5,0,0.0125,0.0,0.4,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999998875736,Title/Heading,5,,H2
