text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,confidence_score,predicted_category,style_cluster_id,numbering_info,hierarchy_level
Printing Allowed,"[0, 0, 100, 20]",21,12.0,2,0,0.0075,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9984208273323276,Title/Heading,5,,H3
Changes Allowed,"[0, 0, 100, 20]",21,12.0,2,0,0.007,0.5,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999586689340366,Title/Heading,14,,H3
"Enable Copying Of Text, Images, And Other Contents","[0, 0, 100, 20]",21,12.0,8,0,0.0215,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.6297111497700268,Title/Heading,5,,H3
Enable Text Access For Screen Reader Devices For The Visually Impaired,"[0, 0, 100, 20]",21,12.0,11,0,0.03,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.5505071803507235,Title/Heading,15,,H3
Enable Plaintext Metadata,"[0, 0, 100, 20]",21,12.0,3,0,0.0115,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9882333680610264,Title/Heading,5,,H3
"Convert Microsoft Word, PowerPoint, and Excel files to PDF","[0, 0, 100, 20]",22,24.0,9,0,0.025,0.1111111111111111,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,6,,H1
Convert Excel files to PDF,"[0, 0, 100, 20]",22,24.0,5,0,0.011,0.4,0.6,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,16,,H1
Convert Word and PowerPoint files to PDF,"[0, 0, 100, 20]",22,16.02,7,0,0.017,0.1428571428571428,0.5714285714285714,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999998788582,Title/Heading,4,,H2
Convert email messages to PDFs,"[0, 0, 100, 20]",23,24.0,5,0,0.013,0.2,0.4,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,17,,H1
Specify whether email messages become merged PDFs or PDF Portfolios,"[0, 0, 100, 20]",23,16.02,10,0,0.029,0.1,0.4,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999973437684,Title/Heading,7,,H2
1. Do one of the following:,"[0, 0, 100, 20]",23,12.0,6,0,0.011,0.1666666666666666,0.1666666666666666,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9376170351961168,Title/Heading,8,"{'type': 'numeric', 'depth': 1}",H1
2. Do one of the following:,"[0, 0, 100, 20]",20,12.0,6,0,0.011,0.1666666666666666,0.1666666666666666,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9700257770236358,Title/Heading,8,"{'type': 'numeric', 'depth': 1}",H1
Convert email folders to a new PDF,"[0, 0, 100, 20]",25,16.02,7,0,0.014,0.0,0.2857142857142857,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999997719328,Title/Heading,1,,H2
1. Do one of the following:,"[0, 0, 100, 20]",23,12.0,6,0,0.011,0.1666666666666666,0.1666666666666666,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9376170351961168,Title/Heading,8,"{'type': 'numeric', 'depth': 1}",H1
Set up automatic email archiving,"[0, 0, 100, 20]",26,24.0,5,0,0.014,0.0,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,12,,H1
1. Do one of the following:,"[0, 0, 100, 20]",23,12.0,6,0,0.011,0.1666666666666666,0.1666666666666666,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9376170351961168,Title/Heading,8,"{'type': 'numeric', 'depth': 1}",H1
"3. Select other options, according to your needs:","[0, 0, 100, 20]",26,12.0,8,0,0.021,0.125,0.125,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9990932047476422,Title/Heading,18,"{'type': 'numeric', 'depth': 1}",H1
Create PDFs from Word mail merges,"[0, 0, 100, 20]",27,24.0,6,0,0.014,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,12,,H1
Note:,"[0, 0, 100, 20]",8,12.0,1,0,0.0025,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9997055801122092,Title/Heading,5,,H2
2. Do one of the following:,"[0, 0, 100, 20]",20,12.0,6,0,0.011,0.1666666666666666,0.1666666666666666,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9376170351961168,Title/Heading,8,"{'type': 'numeric', 'depth': 1}",H1
"3. In the Acrobat PDFMaker - Mail Merge dialog box, select the options you want:","[0, 0, 100, 20]",27,12.0,15,0,0.033,0.1428571428571428,0.3571428571428571,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9819643771671752,Title/Heading,19,"{'type': 'numeric', 'depth': 1}",H1
Email options for PDF mail merges,"[0, 0, 100, 20]",28,16.02,6,0,0.014,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999999459084,Title/Heading,1,,H2
Subject Line,"[0, 0, 100, 20]",28,12.0,2,0,0.0055,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9825409637486554,Title/Heading,5,,H3
Message,"[0, 0, 100, 20]",28,12.0,1,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.998134286805898,Title/Heading,5,,H3
Convert Visio files to PDF Acrobat Pro,"[0, 0, 100, 20]",29,24.0,7,0,0.016,0.1428571428571428,0.7142857142857143,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,20,,H1
Visio 2010 Choose Acrobat        - Preferences,"[0, 0, 100, 20]",29,12.0,6,0,0.017,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.5308637789452784,Title/Heading,5,"{'type': 'roman', 'depth': 1}",H1
3. Do one of the following:,"[0, 0, 100, 20]",14,12.0,6,0,0.011,0.1666666666666666,0.1666666666666666,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9962764530786136,Title/Heading,8,"{'type': 'numeric', 'depth': 1}",H1
