text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,predicted_category,confidence_score,style_cluster_id,numbering_info,hierarchy_level
40 grammes de Beurre,"[0, 0, 100, 20]",1,12.0,4,0,0.0085,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6706141915539482,4,"{'type': 'numeric', 'depth': 1}",H2
*option je recommande,"[0, 0, 100, 20]",1,12.0,3,0,0.0095,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9911014866476392,4,,H2
125 grammes de Farine,"[0, 0, 100, 20]",1,12.0,4,0,0.009,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6661120854092246,4,"{'type': 'numeric', 'depth': 1}",H2
10 grammes de Sucre,"[0, 0, 100, 20]",1,12.0,4,0,0.008,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6750852028091596,4,"{'type': 'numeric', 'depth': 1}",H2
20 grammes de Beurre,"[0, 0, 100, 20]",1,12.0,4,0,0.0085,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6706141915539482,4,"{'type': 'numeric', 'depth': 1}",H2
*option je recommande,"[0, 0, 100, 20]",1,12.0,3,0,0.0095,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9911014866476392,4,,H2
"187,5 grammes de Farine","[0, 0, 100, 20]",2,12.0,4,0,0.01,0.0,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6570170605006179,4,"{'type': 'numeric', 'depth': 1}",H2
15 grammes de Sucre,"[0, 0, 100, 20]",2,12.0,4,0,0.008,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6750852028091596,4,"{'type': 'numeric', 'depth': 1}",H2
30 grammes de Beurre,"[0, 0, 100, 20]",2,12.0,4,0,0.0085,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6706141915539482,4,"{'type': 'numeric', 'depth': 1}",H2
*option je recommande,"[0, 0, 100, 20]",1,12.0,3,0,0.0095,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9911014866476392,4,,H2
"312,5 grammes de Farine","[0, 0, 100, 20]",2,12.0,4,0,0.01,0.0,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6570170605006179,4,"{'type': 'numeric', 'depth': 1}",H2
25 grammes de Sucre,"[0, 0, 100, 20]",2,12.0,4,0,0.008,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6750852028091596,4,"{'type': 'numeric', 'depth': 1}",H2
50 grammes de Beurre,"[0, 0, 100, 20]",2,12.0,4,0,0.0085,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6706141915539482,4,"{'type': 'numeric', 'depth': 1}",H2
*option je recommande,"[0, 0, 100, 20]",1,12.0,3,0,0.0095,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9911014866476392,4,,H2
375 grammes de Farine,"[0, 0, 100, 20]",2,12.0,4,0,0.009,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6661120854092246,4,"{'type': 'numeric', 'depth': 1}",H2
30 grammes de Sucre,"[0, 0, 100, 20]",2,12.0,4,0,0.008,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6750852028091596,4,"{'type': 'numeric', 'depth': 1}",H2
60 grammes de Beurre,"[0, 0, 100, 20]",2,12.0,4,0,0.0085,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6706141915539482,4,"{'type': 'numeric', 'depth': 1}",H2
*option je recommande,"[0, 0, 100, 20]",1,12.0,3,0,0.0095,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9911014866476392,4,,H2
Instructions,"[0, 0, 100, 20]",2,14.0,1,0,0.006,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9999999029594638,0,,H1
Mélange des ingrédients,"[0, 0, 100, 20]",2,12.0,3,0,0.0105,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9989761915802556,5,,H2
Millilitres,"[0, 0, 100, 20]",2,12.0,1,0,0.0055,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.997976695357184,6,,H2
rentrent en contact,"[0, 0, 100, 20]",3,12.0,3,0,0.0085,0.3333333333333333,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9990560077583394,7,,H2
7. Verser le Beurre 40 g fondu,"[0, 0, 100, 20]",3,12.0,7,0,0.012,0.1428571428571428,0.2857142857142857,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.747256569504187,8,"{'type': 'numeric', 'depth': 1}",H2
l'aurez compris !,"[0, 0, 100, 20]",3,12.0,3,0,0.0075,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9359453810748604,4,,H2
11. La pâte est prête ! Facile non ?,"[0, 0, 100, 20]",3,12.0,9,0,0.014,0.0,0.2857142857142857,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.8504533381423223,9,"{'type': 'numeric', 'depth': 1}",H2
Repos au frais ? ou pas,"[0, 0, 100, 20]",3,12.0,6,0,0.009,0.0,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9530107966687892,4,,H2
reste : il faudra remixer avant de cuire,"[0, 0, 100, 20]",3,12.0,8,0,0.0165,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.879478203329188,10,,H2
si vous cuisez aussitôt,"[0, 0, 100, 20]",3,12.0,4,0,0.01,0.25,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9836718368479124,11,,H2
Cuisson,"[0, 0, 100, 20]",3,12.0,1,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.998134286805898,6,,H2
moins... allez comprendre pourquoi cette poêle marche mieux !,"[0, 0, 100, 20]",3,12.0,9,0,0.0265,0.125,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.5769021663338736,12,,H2
"13. Il en existe des electriques : Pour acheter en ligne, c'est ICI","[0, 0, 100, 20]",3,12.0,13,0,0.0275,0.0833333333333333,0.2307692307692307,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.5914366047220635,13,"{'type': 'numeric', 'depth': 1}",H2
choisissez !,"[0, 0, 100, 20]",3,12.0,2,0,0.0055,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9866738670895128,4,,H2
15. Verser...,"[0, 0, 100, 20]",3,12.0,2,0,0.006,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9976302547923358,14,"{'type': 'numeric', 'depth': 1}",H2
accroche,"[0, 0, 100, 20]",3,12.0,1,0,0.004,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9957828350581862,4,,H2
une question de poêle également...  !,"[0, 0, 100, 20]",3,12.0,6,0,0.0155,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.8304721275242293,10,,H2
