text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,predicted_category,confidence_score,style_cluster_id,numbering_info,hierarchy_level
P24,"[0, 0, 100, 20]",4,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Bastien Guigue Paris/France,"[0, 0, 100, 20]",4,11.04,3,0,0.0125,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9339875615026813,0,,H1
P25,"[0, 0, 100, 20]",4,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Moaz ElGhazali Dresden/Germany,"[0, 0, 100, 20]",4,11.04,3,0,0.014,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.8570643271038942,0,,H1
P26,"[0, 0, 100, 20]",4,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
superconducting hydrogen,"[0, 0, 100, 20]",4,11.04,2,0,0.0115,0.5,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9987964734562618,6,,H1
Errea,"[0, 0, 100, 20]",4,11.04,1,0,0.0025,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9807476028143646,0,,H1
P27,"[0, 0, 100, 20]",4,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Ohishi,"[0, 0, 100, 20]",4,11.04,1,0,0.003,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9803603147896156,0,,H1
P28,"[0, 0, 100, 20]",4,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
technology,"[0, 0, 100, 20]",4,11.04,1,0,0.005,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.953979471719319,4,,H1
P29,"[0, 0, 100, 20]",4,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
fluid technology,"[0, 0, 100, 20]",4,11.04,2,0,0.0075,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9236202503182872,4,,H1
"Muoi Tang Taipei/Taiwan, Sheau-Ling Ho, Yan-Ping Chen","[0, 0, 100, 20]",4,11.04,7,0,0.0235,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6113780368386155,0,,H1
P30,"[0, 0, 100, 20]",5,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
experiments with diamond anvil cells,"[0, 0, 100, 20]",5,11.04,5,0,0.016,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6769719224983103,7,,H1
"Anna Makal Warsaw/Poland, Jaroslaw Kalinowski","[0, 0, 100, 20]",5,11.04,5,0,0.0205,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.8099685674777267,0,,H1
P31,"[0, 0, 100, 20]",5,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
ligands,"[0, 0, 100, 20]",5,11.04,1,0,0.0035,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.95658188206195,4,,H1
"Fatemeh Safari Tehran,Iran","[0, 0, 100, 20]",5,11.04,3,0,0.012,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9533252531091708,0,,H1
P32,"[0, 0, 100, 20]",5,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P33,"[0, 0, 100, 20]",5,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P34,"[0, 0, 100, 20]",5,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P35,"[0, 0, 100, 20]",5,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"purine-1,7-diide heptahydrate","[0, 0, 100, 20]",5,11.04,2,0,0.014,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6213380827034526,4,,H1
Elena Boldyreva,"[0, 0, 100, 20]",5,11.04,2,0,0.007,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.964785970719769,0,,H1
P36,"[0, 0, 100, 20]",5,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Compressed interactions and properties of methylamines,"[0, 0, 100, 20]",5,11.04,6,0,0.0245,0.1666666666666666,0.1666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6708606016928619,8,,H1
"Marcin Podsiadło Poznan/Poland, Anna Olejniczak, Andrzej Katrusiak","[0, 0, 100, 20]",5,11.04,7,0,0.03,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.5471239317393033,0,,H1
P37,"[0, 0, 100, 20]",6,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P38,"[0, 0, 100, 20]",6,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P39,"[0, 0, 100, 20]",6,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Kinga Roszak Poznan/Poland, Anna Katrusiak, Andrzej Katrusiak","[0, 0, 100, 20]",6,11.04,7,0,0.0275,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.5721467230882321,0,,H1
P40,"[0, 0, 100, 20]",6,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Kinga Roszak Poznan/Poland, Andrzej Katrusiak","[0, 0, 100, 20]",6,11.04,5,0,0.0205,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.8099685674777267,0,,H1
P41,"[0, 0, 100, 20]",6,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
tetramethyldihydrocoumarin,"[0, 0, 100, 20]",6,11.04,1,0,0.013,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9374130964197946,4,,H1
"Ida Bukalska Poznan/Poland, Kacper Rajewski, Andrzej Katrusiak","[0, 0, 100, 20]",6,11.04,7,0,0.028,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.5671674073978382,0,,H1
P42,"[0, 0, 100, 20]",6,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Michalina Anioła Poznan/Poland, Andrzej Katrusiak","[0, 0, 100, 20]",6,11.04,5,0,0.0225,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.79714728760998,0,,H1
P43,"[0, 0, 100, 20]",6,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Disappearing polymorphs of 2,4,5-triiodoimidazole","[0, 0, 100, 20]",6,11.04,4,0,0.023,0.25,0.1428571428571428,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.7646077225535295,9,,H1
P44,"[0, 0, 100, 20]",6,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Karolina Fercz Poznan/Poland, Kacper Rajewski, Andrzej Katrusiak","[0, 0, 100, 20]",6,11.04,7,0,0.029,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.5571689407753968,0,,H1
P45,"[0, 0, 100, 20]",6,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P46,"[0, 0, 100, 20]",6,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Collings, Daniel Sieh, Todd B. Marder","[0, 0, 100, 20]",6,11.04,6,0,0.016,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.7676692788343169,0,,H1
P47,"[0, 0, 100, 20]",6,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Marcin Podsiadło Poznan/Poland, Maciej Bujak, Andrzej Katrusiak","[0, 0, 100, 20]",7,11.04,7,0,0.0285,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.5621744872369807,0,,H1
P48,"[0, 0, 100, 20]",7,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Boris Zakharov Novosibirsk/Russia, A.S. Marchuk, Elena Boldyreva","[0, 0, 100, 20]",7,11.04,7,0,0.029,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.5571689407753968,0,,H1
P49,"[0, 0, 100, 20]",7,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Malcolm Guthrie Lund/Sweden, Arno Hiess","[0, 0, 100, 20]",7,11.04,5,0,0.0175,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.8280223921716103,0,,H1
P50,"[0, 0, 100, 20]",7,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Bombardi,"[0, 0, 100, 20]",7,11.04,1,0,0.004,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9795626997976355,0,,H1
P51,"[0, 0, 100, 20]",7,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P52,"[0, 0, 100, 20]",7,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Roberto Bini,"[0, 0, 100, 20]",7,11.04,2,0,0.0055,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9667985534351432,0,,H1
P53,"[0, 0, 100, 20]",7,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Kai Wang Changchun/China,"[0, 0, 100, 20]",7,11.04,3,0,0.011,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.937646600049372,0,,H1
P54,"[0, 0, 100, 20]",7,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Sergey Ovsyannikov Bayreuth/Germany,"[0, 0, 100, 20]",7,11.04,3,0,0.0165,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9232344078109128,0,,H1
P55,"[0, 0, 100, 20]",7,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Morgenroth, P. Rodriguez-Hernandez, A. Muñoz, Y. Meng","[0, 0, 100, 20]",7,11.04,7,0,0.0235,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6113780368386155,0,,H1
P56,"[0, 0, 100, 20]",8,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
