text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,confidence_score,predicted_category,style_cluster_id,numbering_info,hierarchy_level
Yellow Buttermilk Cupcake Recipe,"[0, 0, 100, 20]",11,10.6,4,0,0.0145,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.99387413262503,Title/Heading,0,,H2
Ingredien ts,"[0, 0, 100, 20]",2,10.6,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9041617130810722,Title/Heading,1,"{'type': 'roman', 'depth': 1}",H1
Directions,"[0, 0, 100, 20]",9,10.0,1,0,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.8812707863077154,Title/Heading,3,,H2
Ingredien ts,"[0, 0, 100, 20]",2,10.6,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9041617130810722,Title/Heading,1,"{'type': 'roman', 'depth': 1}",H1
Durian Cupcake Recipe,"[0, 0, 100, 20]",13,10.6,3,0,0.0095,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.8859976904135434,Title/Heading,0,,H2
Ingredien ts,"[0, 0, 100, 20]",2,10.6,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9041617130810722,Title/Heading,1,"{'type': 'roman', 'depth': 1}",H1
Sugar-free Mango Cupcake Recipe,"[0, 0, 100, 20]",14,10.6,4,0,0.014,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.6878318861254697,Title/Heading,0,,H2
Ingredien ts,"[0, 0, 100, 20]",2,10.6,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9041617130810722,Title/Heading,1,"{'type': 'roman', 'depth': 1}",H1
Method,"[0, 0, 100, 20]",14,10.0,1,0,0.003,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.889512011935078,Title/Heading,3,,H2
Sweet Potato Cupcake Recipe,"[0, 0, 100, 20]",15,10.6,4,0,0.012,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9758063747239604,Title/Heading,0,,H2
Oreo Cupcake Recipe,"[0, 0, 100, 20]",16,10.6,3,0,0.0085,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9991173223389308,Title/Heading,0,,H2
Ingredien ts,"[0, 0, 100, 20]",2,10.6,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.8141811262645114,Title/Heading,1,"{'type': 'roman', 'depth': 1}",H1
For frosting,"[0, 0, 100, 20]",16,9.0,2,0,0.0055,0.5,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.8794428699800281,Title/Heading,6,,H2
Directions,"[0, 0, 100, 20]",9,10.0,1,0,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.8812707863077154,Title/Heading,3,,H3
Dark Chocolate with Peanut Butter Cupcake Recipe,"[0, 0, 100, 20]",17,10.6,7,0,0.021,0.0,0.8571428571428571,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9818248584941928,Title/Heading,0,,H2
Ingredien ts,"[0, 0, 100, 20]",2,10.6,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.8141811262645114,Title/Heading,1,"{'type': 'roman', 'depth': 1}",H1
Ingredients:,"[0, 0, 100, 20]",18,11.6,1,0,0.006,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9980232982090528,Title/Heading,7,"{'type': 'roman', 'depth': 1}",H1
For the Guinness Chocolate Cupcakes:,"[0, 0, 100, 20]",18,11.6,5,0,0.016,0.0,0.8,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9791130261391872,Title/Heading,8,,H1
For the Bailey's Truffle Centers: For the Bailey's Buttercream:,"[0, 0, 100, 20]",18,11.6,9,0,0.0275,0.0,0.6363636363636364,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.8920163256769561,Title/Heading,9,,H1
Preparation:,"[0, 0, 100, 20]",18,11.6,1,0,0.006,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9990809792788468,Title/Heading,7,,H1
Yield: 24 cupcakes,"[0, 0, 100, 20]",19,11.6,3,0,0.008,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.5508687251448802,Title/Heading,10,,H1
