text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,confidence_score,predicted_category,style_cluster_id,numbering_info,hierarchy_level
Local points of entry:,"[0, 0, 100, 20]",5,11.04,4,0,0.0095,0.0,0.25,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.8690856445859372,Title/Heading,6,,H3
Services envisioned for the ODL’s include:,"[0, 0, 100, 20]",5,11.04,6,0,0.0185,0.125,0.2857142857142857,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.7224341462729665,Title/Heading,7,,H3
Access:,"[0, 0, 100, 20]",5,11.04,1,0,0.0035,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.996656532063586,Title/Heading,6,,H3
Guidance and Advice:,"[0, 0, 100, 20]",5,11.04,3,0,0.009,0.0,0.6666666666666666,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9693726296573912,Title/Heading,6,,H3
Training:,"[0, 0, 100, 20]",5,11.04,1,0,0.0045,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9965183953787556,Title/Heading,6,,H3
Provincial Purchasing & Licensing:,"[0, 0, 100, 20]",5,11.04,4,0,0.0155,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.949846549924711,Title/Heading,6,,H3
Technological Support:,"[0, 0, 100, 20]",5,11.04,2,0,0.0105,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9623962060699006,Title/Heading,6,,H3
What could the ODL really mean?,"[0, 0, 100, 20]",5,11.04,6,0,0.013,0.1666666666666666,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.7530181837408818,Title/Heading,7,,H3
For each Ontario citizen it could mean:,"[0, 0, 100, 20]",5,11.04,7,0,0.0165,0.2857142857142857,0.2857142857142857,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9383499894314324,Title/Heading,10,,H3
For each Ontario student it could mean:,"[0, 0, 100, 20]",5,11.04,7,0,0.0165,0.1428571428571428,0.2857142857142857,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9055400664691636,Title/Heading,7,,H3
For each Ontario library it could mean:,"[0, 0, 100, 20]",6,11.04,7,0,0.0165,0.2857142857142857,0.2857142857142857,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9383499894314324,Title/Heading,10,,H3
For the Ontario government it could mean:,"[0, 0, 100, 20]",6,11.04,7,0,0.0175,0.1428571428571428,0.2857142857142857,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9020075487085604,Title/Heading,7,,H3
The Business Plan to be Developed,"[0, 0, 100, 20]",6,12.0,6,0,0.014,0.3333333333333333,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.999510763161959,Title/Heading,11,,H2
"Specifically, the business plan must include:","[0, 0, 100, 20]",6,11.04,6,0,0.02,0.1666666666666666,0.1666666666666666,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9352324001920558,Title/Heading,7,,H3
Milestones,"[0, 0, 100, 20]",7,12.0,1,0,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9998524969236564,Title/Heading,6,,H2
Approach and Specific Proposal Requirements,"[0, 0, 100, 20]",7,12.0,5,0,0.0195,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9982685051973976,Title/Heading,6,,H2
The proposal should include the following information:,"[0, 0, 100, 20]",7,11.04,7,0,0.024,0.1428571428571428,0.1428571428571428,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.7076062200092565,Title/Heading,7,,H3
Evaluation and Awarding of Contract,"[0, 0, 100, 20]",8,12.0,5,0,0.0155,0.0,0.6,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9983810816461288,Title/Heading,6,,H2
Appendix A: ODL Envisioned Phases & Funding,"[0, 0, 100, 20]",9,12.0,7,0,0.0185,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9997782052688332,Title/Heading,6,"{'type': 'keyword', 'depth': 1}",H1
Phase I: Business Planning,"[0, 0, 100, 20]",9,9.96,4,0,0.0115,0.25,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.7336178402824852,Title/Heading,12,,H2
OVERVIEW OF ODL FUNDING MODEL,"[0, 0, 100, 20]",10,9.96,5,1,0.0125,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9998975407939656,Title/Heading,13,,H3
Appendix B: ODL Steering Committee Terms of Reference,"[0, 0, 100, 20]",11,12.0,8,0,0.023,0.0,0.875,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.999591093650998,Title/Heading,6,"{'type': 'keyword', 'depth': 1}",H1
1. Preamble,"[0, 0, 100, 20]",11,9.96,2,0,0.005,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.5083639651223524,Title/Heading,6,"{'type': 'numeric', 'depth': 1}",H1
2. Terms of Reference,"[0, 0, 100, 20]",11,9.96,4,0,0.009,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.5533510458954541,Title/Heading,6,"{'type': 'numeric', 'depth': 1}",H1
3. Membership,"[0, 0, 100, 20]",11,9.96,2,0,0.006,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.990101601833452,Title/Heading,6,"{'type': 'numeric', 'depth': 1}",H1
3.2 Universities:,"[0, 0, 100, 20]",11,9.96,2,0,0.008,0.0,0.3333333333333333,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9361533458790036,Title/Heading,6,"{'type': 'numeric', 'depth': 2}",H2
5. Term,"[0, 0, 100, 20]",12,9.96,2,0,0.003,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9980524054380442,Title/Heading,6,"{'type': 'numeric', 'depth': 1}",H1
6. Chair,"[0, 0, 100, 20]",12,9.96,2,0,0.0035,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.861486809379216,Title/Heading,6,"{'type': 'numeric', 'depth': 1}",H1
7. Meetings,"[0, 0, 100, 20]",12,9.96,2,0,0.005,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.8540541828663849,Title/Heading,6,"{'type': 'numeric', 'depth': 1}",H1
Appendix C: ODL’s Envisioned Electronic Resources,"[0, 0, 100, 20]",14,12.0,6,0,0.022,0.0,0.8571428571428571,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999253082352464,Title/Heading,6,"{'type': 'keyword', 'depth': 1}",H1
