text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
3. Select an appropriate font in the drop-down lists:,3. Select an appropriate font in the drop-down lists:,1. Fallback font for Editing.,1. Fallback font for Editing.,0.99,36.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,
1. Fallback font for Editing.,1. Fallback font for Editing.,2. Default font for Add Text and Font Size.,2. Default font for Add Text and Font Size.,0.99,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,
2. Default font for Add Text and Font Size.,2. Default font for Add Text and Font Size.,4. Select OK to save the changes and close the Preferences dialog box.,4. Select OK to save the changes and close the Preferences dialog box.,0.99,-36.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,
"Change, replace, or delete text","Change, replace, or delete text","When you edit text, the text in the paragraph reflows within its text box to accommodate the","When you edit text, the text in the paragraph reflows within its text box to accommodate the",1.34,0.0,1,0,1,16.02,12.0,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,4,4,
"When you edit text, the text in the paragraph reflows within its text box to accommodate the","When you edit text, the text in the paragraph reflows within its text box to accommodate the","changes. Each text box is independent, and inserting text in one text block doesn’t push down","changes. Each text box is independent, and inserting text in one text block doesn’t push down",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,
"changes. Each text box is independent, and inserting text in one text block doesn’t push down","changes. Each text box is independent, and inserting text in one text block doesn’t push down",an adjacent text box or reflow to the next page.,an adjacent text box or reflow to the next page.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,
an adjacent text box or reflow to the next page.,an adjacent text box or reflow to the next page.,1. Select Edit in the global bar.,1. Select Edit in the global bar.,1.02,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,
1. Select Edit in the global bar.,1. Select Edit in the global bar.,"2. Select the text that you want to edit. The text-box turns blue upon selection, and a","2. Select the text that you want to edit. The text-box turns blue upon selection, and a",1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,
"2. Select the text that you want to edit. The text-box turns blue upon selection, and a","2. Select the text that you want to edit. The text-box turns blue upon selection, and a",rotation handle appears at the top of the selected text-box.,rotation handle appears at the top of the selected text-box.,1.0,18.0,0,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,
rotation handle appears at the top of the selected text-box.,rotation handle appears at the top of the selected text-box.,3. Edit the text by doing one of the following:,3. Edit the text by doing one of the following:,24.43,-18.0,0,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,
3. Edit the text by doing one of the following:,3. Edit the text by doing one of the following:,"1. Type new text to replace the selected text, or press Delete to remove it.","1. Type new text to replace the selected text, or press Delete to remove it.",1.0,36.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,
"1. Type new text to replace the selected text, or press Delete to remove it.","1. Type new text to replace the selected text, or press Delete to remove it.","2. To rotate the text box, use the rotation handle at the top of the selected text","2. To rotate the text box, use the rotation handle at the top of the selected text",1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,
"2. To rotate the text box, use the rotation handle at the top of the selected text","2. To rotate the text box, use the rotation handle at the top of the selected text",box.,box.,1.0,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,
box.,box.,3. Manage list items using the list controls bulleted and numbered in the left,3. Manage list items using the list controls (bulleted and numbered) in the left,1.0,-18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,
3. Manage list items using the list controls bulleted and numbered in the left,3. Manage list items using the list controls (bulleted and numbered) in the left,"Format panel. You can create lists and, conversely, convert a list item to a","Format panel. You can create lists and, conversely, convert a list item to a",1.0,18.0,0,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,
"Format panel. You can create lists and, conversely, convert a list item to a","Format panel. You can create lists and, conversely, convert a list item to a",paragraph or change list types.,paragraph or change list types.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,
paragraph or change list types.,paragraph or change list types.,"4. Select a font, font size, or other formatting options in the left Format panel. You","4. Select a font, font size, or other formatting options in the left Format panel. You",1.0,-18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,
"4. Select a font, font size, or other formatting options in the left Format panel. You","4. Select a font, font size, or other formatting options in the left Format panel. You","can also try the advanced format options, such as line spacing, character","can also try the advanced format options, such as line spacing, character",1.0,18.0,0,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,
"can also try the advanced format options, such as line spacing, character","can also try the advanced format options, such as line spacing, character","spacing, horizontal scaling, stroke width, and color.","spacing, horizontal scaling, stroke width, and color.",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,
"4. Select any area outside the selection to deselect it, and start over.","4. Select any area outside the selection to deselect it, and start over.",Format text,Format text,5.47,0.0,1,0,0,12.0,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,5,5,
Format text,Format text,1. Select Edit in the global bar.,1. Select Edit in the global bar.,1.34,0.0,1,0,0,16.02,12.0,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,5,5,
1. Select Edit in the global bar.,1. Select Edit in the global bar.,2. Select the text that you want to change.,2. Select the text that you want to change.,0.99,-0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,
2. Select the text that you want to change.,2. Select the text that you want to change.,"3. In the Format Text section on the left panel, select a font, font size, bold, or other","3. In the Format Text section on the left panel, select a font, font size, bold, or other",1.01,-0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,
"3. In the Format Text section on the left panel, select a font, font size, bold, or other","3. In the Format Text section on the left panel, select a font, font size, bold, or other","formatting options. You can also try the advanced format options, such as line spacing,","formatting options. You can also try the advanced format options, such as line spacing,",0.99,18.0,0,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,
"formatting options. You can also try the advanced format options, such as line spacing,","formatting options. You can also try the advanced format options, such as line spacing,","character spacing, horizontal scaling, stroke width, and color.","character spacing, horizontal scaling, stroke width, and color.",0.99,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,
Formatting options on the left pane,Formatting options on the left pane,Bold : Bolds the text.,Bold : Bolds the text.,0.99,18.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6,6,
Bold : Bolds the text.,Bold : Bolds the text.,Italic : Makes the text italic.,Italic : Makes the text italic.,1.0,0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,
Italic : Makes the text italic.,Italic : Makes the text italic.,Underline : Underlines the text.,Underline: Underlines the text.,1.01,0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,
Underline : Underlines the text.,Underline: Underlines the text.,Superscript : Converts the selected text into superscript.,Superscript : Converts the selected text into superscript.,1.0,0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,
Superscript : Converts the selected text into superscript.,Superscript : Converts the selected text into superscript.,Subscript : Converts the sleected text into subscript.,Subscript: Converts the sleected text into subscript.,1.0,0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,
Subscript : Converts the sleected text into subscript.,Subscript: Converts the sleected text into subscript.,4. Select outside the selection to deselect it and start over.,4. Select outside the selection to deselect it and start over.,3.96,-18.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,6,6,
4. Select outside the selection to deselect it and start over.,4. Select outside the selection to deselect it and start over.,Add new text,Add new text,3.96,-18.0,0,0,0,12.0,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,6,6,
Add new text,Add new text,You can add or insert new text into a PDF using any of the fonts installed on the system.,You can add or insert new text into a PDF using any of the fonts installed on the system.,1.32,0.0,1,0,1,16.02,12.0,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,6,6,
You can add or insert new text into a PDF using any of the fonts installed on the system.,You can add or insert new text into a PDF using any of the fonts installed on the system.,"1. Select Edit in the global bar. Then, from the Edit panel, select Text under Add","1. Select Edit in the global bar. Then, from the Edit panel, select Text under Add",1.0,18.0,0,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,
"1. Select Edit in the global bar. Then, from the Edit panel, select Text under Add","1. Select Edit in the global bar. Then, from the Edit panel, select Text under Add",Content .,Content.,0.99,18.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6,6,
Content .,Content.,2. Drag to define the width of the text block that you want to add.,2. Drag to define the width of the text block that you want to add.,1.0,-18.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,6,6,
2. Drag to define the width of the text block that you want to add.,2. Drag to define the width of the text block that you want to add.,3. The Add text tool intelligently detects the following text properties of text close to the,3. The Add text tool intelligently detects the following text properties of text close to the,0.99,-0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,
3. The Add text tool intelligently detects the following text properties of text close to the,3. The Add text tool intelligently detects the following text properties of text close to the,point of click:,point of click:,0.99,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,
point of click:,point of click:,"Font name, size, and color","Font name, size, and color",0.99,36.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,
"Character, paragraph, and line spacing","Character, paragraph, and line spacing",Horizontal scaling,Horizontal scaling,1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,7,7,
Horizontal scaling,Horizontal scaling,These text properties are automatically applied to the text that you add at the point of click.,These text properties are automatically applied to the text that you add at the point of click.,1.0,-72.0,0,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,7,7,
These text properties are automatically applied to the text that you add at the point of click.,These text properties are automatically applied to the text that you add at the point of click.,You can change the text properties using the options under Format in the left pane.,You can change the text properties using the options under Format in the left pane.,4.02,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,7,7,
You can change the text properties using the options under Format in the left pane.,You can change the text properties using the options under Format in the left pane.,4. Type the text.,4. Type the text.,1.0,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,7,7,
4. Type the text.,4. Type the text.,"5. To resize the text box, drag a selection handle.","5. To resize the text box, drag a selection handle.",1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,7,7,
"5. To resize the text box, drag a selection handle.","5. To resize the text box, drag a selection handle.","6. To move the text box, place the pointer over the line of the bounding box avoid the","6. To move the text box, place the pointer over the line of the bounding box (avoid the",1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,7,7,
"6. To move the text box, place the pointer over the line of the bounding box avoid the","6. To move the text box, place the pointer over the line of the bounding box (avoid the","selection handles. When the cursor changes to Move pointer, drag the box to the",selection handles). When the cursor changes to Move pointer,1.58,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,
"selection handles. When the cursor changes to Move pointer, drag the box to the",selection handles). When the cursor changes to Move pointer,"new location. To maintain alignment with the other list items, press Shift as you drag.","new location. To maintain alignment with the other list items, press Shift as you drag.",1.0,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,
"new location. To maintain alignment with the other list items, press Shift as you drag.","new location. To maintain alignment with the other list items, press Shift as you drag.","Move, rotate, or resize a text box","Move, rotate, or resize a text box",4.01,-36.0,0,1,0,12.0,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,7,7,
"Move, rotate, or resize a text box","Move, rotate, or resize a text box","You can move or rotate text boxes on a page. The Edit tool outlines each text box, so it's clear","You can move or rotate text boxes on a page. The Edit tool outlines each text box, so it's clear",1.35,0.0,1,0,0,16.02,12.0,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,7,7,
"You can move or rotate text boxes on a page. The Edit tool outlines each text box, so it's clear","You can move or rotate text boxes on a page. The Edit tool outlines each text box, so it's clear",what text is affected. Edits are confined to the page. You can't drag a text block to another,what text is affected. Edits are confined to the page. You can't drag a text block to another,1.0,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,
what text is affected. Edits are confined to the page. You can't drag a text block to another,what text is affected. Edits are confined to the page. You can't drag a text block to another,"page, or move or rotate individual characters or words within a text box. However, you can","page, or move or rotate individual characters or words within a text box. However, you can",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,
"page, or move or rotate individual characters or words within a text box. However, you can","page, or move or rotate individual characters or words within a text box. However, you can",copy text boxes and paste them on another page.,copy text boxes and paste them on another page.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,
copy text boxes and paste them on another page.,copy text boxes and paste them on another page.,Resizing a text box causes the text to reflow within the new text box boundaries. It doesn't,Resizing a text box causes the text to reflow within the new text box boundaries. It doesn't,1.0,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,7,7,
Resizing a text box causes the text to reflow within the new text box boundaries. It doesn't,Resizing a text box causes the text to reflow within the new text box boundaries. It doesn't,"change the size of the text. As with other text edits, resizing is limited to the current page. Text","change the size of the text. As with other text edits, resizing is limited to the current page. Text",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,
"change the size of the text. As with other text edits, resizing is limited to the current page. Text","change the size of the text. As with other text edits, resizing is limited to the current page. Text",doesn't flow to the next page.,doesn't flow to the next page.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,
doesn't flow to the next page.,doesn't flow to the next page.,"1. Select Edit in the global bar. Then, from the Edit panel, select Text under Add","1. Select Edit in the global bar. Then, from the Edit panel, select Text under Add",1.02,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,7,7,
"1. Select Edit in the global bar. Then, from the Edit panel, select Text under Add","1. Select Edit in the global bar. Then, from the Edit panel, select Text under Add",Content .,Content.,1.0,18.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,7,7,
Content .,Content.,"2. Select the text box that you want to move, rotate, or resize.","2. Select the text box that you want to move, rotate, or resize.",1.02,-18.0,0,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,7,7,
3. Do any of the following:,3. Do any of the following:,1. Move : Place the pointer over the line of the bounding box avoid the selection,1. Move: Place the pointer over the line of the bounding box (avoid the selection,1.0,36.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,
1. Move : Place the pointer over the line of the bounding box avoid the selection,1. Move: Place the pointer over the line of the bounding box (avoid the selection,"handles. When the cursor changes to Move pointer, drag the box to the",handles). When the cursor changes to Move pointer,1.55,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,
"handles. When the cursor changes to Move pointer, drag the box to the",handles). When the cursor changes to Move pointer,desired location. Hold down the Shift key as you drag to constrain the,desired location. Hold down the Shift key as you drag to constrain the,0.98,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,
desired location. Hold down the Shift key as you drag to constrain the,desired location. Hold down the Shift key as you drag to constrain the,movement vertically or horizontally.,movement vertically or horizontally.,0.98,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,
movement vertically or horizontally.,movement vertically or horizontally.,"2. Rotate : Click and hold the Rotation pointer, drag in the direction you",2. Rotate: Click and hold the  Rotation pointer,39.67,-18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,
"2. Rotate : Click and hold the Rotation pointer, drag in the direction you",2. Rotate: Click and hold the  Rotation pointer,want it to rotate.,want it to rotate.,0.98,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,
want it to rotate.,want it to rotate.,"3. Resize : Place the pointer over any of the circular selection handles, and drag","3. Resize: Place the pointer over any of the circular selection handles, and drag",1.0,-18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,
the handle to resize the text block.,the handle to resize the text block.,Add or edit lists,Add or edit lists,4.47,-72.0,0,0,0,12.0,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,9,9,
Add or edit lists,Add or edit lists,"You can add items to a numbered or bulleted list, create list items, convert a paragraph to a","You can add items to a numbered or bulleted list, create list items, convert a paragraph to a",1.32,0.0,1,0,1,16.02,12.0,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,9,9,
