text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
"to June and fall September to October when the weather is pleasant, and the tourist","to June) and fall (September to October) when the weather is pleasant, and the tourist",crowds are smaller.,crowds are smaller.,0.94,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
crowds are smaller.,crowds are smaller.,"Transportation : The region is well-connected by an extensive network of trains,","Transportation: The region is well-connected by an extensive network of trains,",4.26,0.0,1,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
"Transportation : The region is well-connected by an extensive network of trains,","Transportation: The region is well-connected by an extensive network of trains,","buses, and flights. Renting a car is also a great option for exploring the countryside","buses, and flights. Renting a car is also a great option for exploring the countryside",1.0,0.0,1,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"buses, and flights. Renting a car is also a great option for exploring the countryside","buses, and flights. Renting a car is also a great option for exploring the countryside",and smaller towns.,and smaller towns.,0.96,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
and smaller towns.,and smaller towns.,"Language : While French is the official language, English is widely spoken in tourist","Language: While French is the oﬃcial language, English is widely spoken in tourist",4.24,-0.0,1,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
"Language : While French is the official language, English is widely spoken in tourist","Language: While French is the oﬃcial language, English is widely spoken in tourist",areas. Learning a few basic French phrases can enhance your travel experience.,areas. Learning a few basic French phrases can enhance your travel experience.,1.0,0.0,1,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
Marseille: The Oldest City in France,Marseille: The Oldest City in France,History,History,4.25,0.0,1,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
History,History,"Marseille, founded by Greek sailors around 600 BC, is the oldest city in France. Its strategic","Marseille, founded by Greek sailors around 600 BC, is the oldest city in France. Its strategic",4.24,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
"Marseille, founded by Greek sailors around 600 BC, is the oldest city in France. Its strategic","Marseille, founded by Greek sailors around 600 BC, is the oldest city in France. Its strategic",location on the Mediterranean coast made it a vital trading port throughout history. The city's,location on the Mediterranean coast made it a vital trading port throughout history. The city's,0.96,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
location on the Mediterranean coast made it a vital trading port throughout history. The city's,location on the Mediterranean coast made it a vital trading port throughout history. The city's,rich cultural heritage is reflected in its diverse architecture and vibrant atmosphere. Over the,rich cultural heritage is reflected in its diverse architecture and vibrant atmosphere. Over the,0.96,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
rich cultural heritage is reflected in its diverse architecture and vibrant atmosphere. Over the,rich cultural heritage is reflected in its diverse architecture and vibrant atmosphere. Over the,"centuries, Marseille has been influenced by various cultures, including Greek, Roman, and","centuries, Marseille has been influenced by various cultures, including Greek, Roman, and",0.96,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"centuries, Marseille has been influenced by various cultures, including Greek, Roman, and","centuries, Marseille has been influenced by various cultures, including Greek, Roman, and","North African, making it a melting pot of traditions and customs.","North African, making it a melting pot of traditions and customs.",0.96,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
"North African, making it a melting pot of traditions and customs.","North African, making it a melting pot of traditions and customs.",Key Attractions,Key Attractions,4.24,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Key Attractions,Key Attractions,"Old Port Vieux-Port : The heart of Marseille, the Old Port has been a bustling harbor","Old Port (Vieux-Port): The heart of Marseille, the Old Port has been a bustling harbor",4.24,36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
"Old Port Vieux-Port : The heart of Marseille, the Old Port has been a bustling harbor","Old Port (Vieux-Port): The heart of Marseille, the Old Port has been a bustling harbor","for over 2,600 years. Today, it is a lively area filled with cafes, restaurants, and","for over 2,600 years. Today, it is a lively area filled with cafes, restaurants, and",1.0,-0.0,1,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"for over 2,600 years. Today, it is a lively area filled with cafes, restaurants, and","for over 2,600 years. Today, it is a lively area filled with cafes, restaurants, and",markets.,markets.,0.96,-0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
markets.,markets.,"Basilica of Notre-Dame de la Garde : This iconic basilica, perched on a hill","Basilica of Notre-Dame de la Garde: This iconic basilica, perched on a hill",4.26,0.0,1,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"Basilica of Notre-Dame de la Garde : This iconic basilica, perched on a hill","Basilica of Notre-Dame de la Garde: This iconic basilica, perched on a hill","overlooking the city, offers panoramic views of Marseille and the Mediterranean Sea.","overlooking the city, oﬀers panoramic views of Marseille and the Mediterranean Sea.",1.0,0.0,1,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"overlooking the city, offers panoramic views of Marseille and the Mediterranean Sea.","overlooking the city, oﬀers panoramic views of Marseille and the Mediterranean Sea.","Built in the 19th century, it is a symbol of the city's maritime heritage.","Built in the 19th century, it is a symbol of the city's maritime heritage.",0.96,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,1
"Built in the 19th century, it is a symbol of the city's maritime heritage.","Built in the 19th century, it is a symbol of the city's maritime heritage.",MuCEM Museum of European and Mediterranean Civilizations : This modern,MuCEM (Museum of European and Mediterranean Civilizations): This modern,4.24,-0.0,1,1,1,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
MuCEM Museum of European and Mediterranean Civilizations : This modern,MuCEM (Museum of European and Mediterranean Civilizations): This modern,museum explores the cultural history of the Mediterranean region through a variety of,museum explores the cultural history of the Mediterranean region through a variety of,1.0,0.0,1,1,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
museum explores the cultural history of the Mediterranean region through a variety of,museum explores the cultural history of the Mediterranean region through a variety of,exhibits and interactive displays.,exhibits and interactive displays.,0.96,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
exhibits and interactive displays.,exhibits and interactive displays.,"Le Panier : The oldest district in Marseille, Le Panier is a maze of narrow streets,","Le Panier: The oldest district in Marseille, Le Panier is a maze of narrow streets,",4.24,0.0,1,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"Le Panier : The oldest district in Marseille, Le Panier is a maze of narrow streets,","Le Panier: The oldest district in Marseille, Le Panier is a maze of narrow streets,","colorful buildings, and historic landmarks. It's a great place to explore the city's past","colorful buildings, and historic landmarks. It's a great place to explore the city's past",1.0,0.0,1,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"colorful buildings, and historic landmarks. It's a great place to explore the city's past","colorful buildings, and historic landmarks. It's a great place to explore the city's past",and enjoy its vibrant culture.,and enjoy its vibrant culture.,0.96,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
and enjoy its vibrant culture.,and enjoy its vibrant culture.,Local Experiences,Local Experiences,4.24,-36.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Local Experiences,Local Experiences,"Boat Trip to the Calanques : Take a boat trip to the Calanques, a series of stunning","Boat Trip to the Calanques: Take a boat trip to the Calanques, a series of stunning",4.26,36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
"Boat Trip to the Calanques : Take a boat trip to the Calanques, a series of stunning","Boat Trip to the Calanques: Take a boat trip to the Calanques, a series of stunning",limestone cliffs and coves along the coast.,limestone cliﬀs and coves along the coast.,1.0,0.0,1,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
limestone cliffs and coves along the coast.,limestone cliﬀs and coves along the coast.,Fish Market at the Old Port : Visit the fish market at the Old Port to experience the,Fish Market at the Old Port: Visit the fish market at the Old Port to experience the,4.24,-0.0,1,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Fish Market at the Old Port : Visit the fish market at the Old Port to experience the,Fish Market at the Old Port: Visit the fish market at the Old Port to experience the,local seafood culture.,local seafood culture.,1.0,0.0,1,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
local seafood culture.,local seafood culture.,Street Art in Cours Julien : Explore the vibrant street art scene in the Cours Julien,Street Art in Cours Julien: Explore the vibrant street art scene in the Cours Julien,4.24,0.0,1,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Street Art in Cours Julien : Explore the vibrant street art scene in the Cours Julien,Street Art in Cours Julien: Explore the vibrant street art scene in the Cours Julien,district.,district.,1.0,0.0,1,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
district.,district.,Cultural Highlights,Cultural Highlights,4.26,-36.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Cultural Highlights,Cultural Highlights,"Marseille is known for its vibrant arts scene, with numerous galleries, theaters, and music","Marseille is known for its vibrant arts scene, with numerous galleries, theaters, and music",4.24,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
"Marseille is known for its vibrant arts scene, with numerous galleries, theaters, and music","Marseille is known for its vibrant arts scene, with numerous galleries, theaters, and music","venues. The city hosts several festivals throughout the year, including the Festival de","venues. The city hosts several festivals throughout the year, including the Festival de",0.96,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"venues. The city hosts several festivals throughout the year, including the Festival de","venues. The city hosts several festivals throughout the year, including the Festival de","Marseille, which celebrates contemporary dance, theater, and music. Marseille's cuisine is","Marseille, which celebrates contemporary dance, theater, and music. Marseille's cuisine is",0.96,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
Nice: The Jewel of the French Riviera,Nice: The Jewel of the French Riviera,History,History,4.25,0.0,1,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,5,5,0
History,History,"Nice, located on the French Riviera, has been a popular destination for centuries. Its history","Nice, located on the French Riviera, has been a popular destination for centuries. Its history",4.24,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,0
"Nice, located on the French Riviera, has been a popular destination for centuries. Its history","Nice, located on the French Riviera, has been a popular destination for centuries. Its history","dates back to the ancient Greeks, who founded the city around 350 BC. Nice later became a","dates back to the ancient Greeks, who founded the city around 350 BC. Nice later became a",0.96,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"dates back to the ancient Greeks, who founded the city around 350 BC. Nice later became a","dates back to the ancient Greeks, who founded the city around 350 BC. Nice later became a","Roman colony and has since evolved into a glamorous resort town. In the 19th century, Nice","Roman colony and has since evolved into a glamorous resort town. In the 19th century, Nice",0.96,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,1
"Roman colony and has since evolved into a glamorous resort town. In the 19th century, Nice","Roman colony and has since evolved into a glamorous resort town. In the 19th century, Nice","became a favorite winter retreat for European aristocrats, which contributed to its","became a favorite winter retreat for European aristocrats, which contributed to its",0.96,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"became a favorite winter retreat for European aristocrats, which contributed to its","became a favorite winter retreat for European aristocrats, which contributed to its",development as a luxurious destination.,development as a luxurious destination.,0.96,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
development as a luxurious destination.,development as a luxurious destination.,Key Attractions,Key Attractions,4.24,-0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
Key Attractions,Key Attractions,"Promenade des Anglais : This famous seaside promenade, built in the 19th century, is","Promenade des Anglais: This famous seaside promenade, built in the 19th century, is",4.24,36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,5,5,0
"Promenade des Anglais : This famous seaside promenade, built in the 19th century, is","Promenade des Anglais: This famous seaside promenade, built in the 19th century, is",perfect for a leisurely stroll along the coast. It offers stunning views of the,perfect for a leisurely stroll along the coast. It oﬀers stunning views of the,1.0,0.0,1,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
perfect for a leisurely stroll along the coast. It offers stunning views of the,perfect for a leisurely stroll along the coast. It oﬀers stunning views of the,Mediterranean and is lined with cafes and hotels.,Mediterranean and is lined with cafes and hotels.,0.96,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,1
Mediterranean and is lined with cafes and hotels.,Mediterranean and is lined with cafes and hotels.,Castle Hill Colline du Château : This hilltop park offers panoramic views of Nice and,Castle Hill (Colline du Château): This hilltop park oﬀers panoramic views of Nice and,4.26,0.0,1,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
Castle Hill Colline du Château : This hilltop park offers panoramic views of Nice and,Castle Hill (Colline du Château): This hilltop park oﬀers panoramic views of Nice and,"the Mediterranean. It was once the site of a medieval castle, which was destroyed in","the Mediterranean. It was once the site of a medieval castle, which was destroyed in",1.0,0.0,1,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"the Mediterranean. It was once the site of a medieval castle, which was destroyed in","the Mediterranean. It was once the site of a medieval castle, which was destroyed in",the 18th century.,the 18th century.,0.96,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
the 18th century.,the 18th century.,"Old Town Vieux Nice : The historic center of Nice is a labyrinth of narrow streets,","Old Town (Vieux Nice): The historic center of Nice is a labyrinth of narrow streets,",4.24,0.0,1,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
"Old Town Vieux Nice : The historic center of Nice is a labyrinth of narrow streets,","Old Town (Vieux Nice): The historic center of Nice is a labyrinth of narrow streets,","baroque churches, and bustling markets. Don't miss the Cours Saleya market, where","baroque churches, and bustling markets. Don't miss the Cours Saleya market, where",1.0,0.0,1,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"baroque churches, and bustling markets. Don't miss the Cours Saleya market, where","baroque churches, and bustling markets. Don't miss the Cours Saleya market, where","you can find fresh produce, flowers, and local delicacies.","you can find fresh produce, flowers, and local delicacies.",0.96,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"you can find fresh produce, flowers, and local delicacies.","you can find fresh produce, flowers, and local delicacies.","Matisse Museum : Dedicated to the works of Henri Matisse, who spent much of his life","Matisse Museum: Dedicated to the works of Henri Matisse, who spent much of his life",4.24,0.0,1,1,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
"Matisse Museum : Dedicated to the works of Henri Matisse, who spent much of his life","Matisse Museum: Dedicated to the works of Henri Matisse, who spent much of his life","in Nice, this museum features a comprehensive collection of his paintings, sculptures,","in Nice, this museum features a comprehensive collection of his paintings, sculptures,",1.0,0.0,1,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"in Nice, this museum features a comprehensive collection of his paintings, sculptures,","in Nice, this museum features a comprehensive collection of his paintings, sculptures,",and drawings.,and drawings.,0.96,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
and drawings.,and drawings.,Hidden Gems,Hidden Gems,4.24,-36.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
Hidden Gems,Hidden Gems,"Russian Orthodox Cathedral : Visit the stunning Russian Orthodox Cathedral, a","Russian Orthodox Cathedral: Visit the stunning Russian Orthodox Cathedral, a",4.26,36.0,0,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,5,5,0
"Russian Orthodox Cathedral : Visit the stunning Russian Orthodox Cathedral, a","Russian Orthodox Cathedral: Visit the stunning Russian Orthodox Cathedral, a",unique architectural gem in Nice.,unique architectural gem in Nice.,1.0,0.0,1,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
unique architectural gem in Nice.,unique architectural gem in Nice.,Marc Chagall National Museum : Explore the works of Marc Chagall at this dedicated,Marc Chagall National Museum: Explore the works of Marc Chagall at this dedicated,4.24,0.0,1,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
Marc Chagall National Museum : Explore the works of Marc Chagall at this dedicated,Marc Chagall National Museum: Explore the works of Marc Chagall at this dedicated,museum.,museum.,1.0,0.0,1,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
museum.,museum.,"Parc Phoenix : Discover the botanical wonders at Parc Phoenix, a beautiful garden and","Parc Phoenix: Discover the botanical wonders at Parc Phoenix, a beautiful garden and",4.24,0.0,1,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
"Parc Phoenix : Discover the botanical wonders at Parc Phoenix, a beautiful garden and","Parc Phoenix: Discover the botanical wonders at Parc Phoenix, a beautiful garden and",park.,park.,1.0,0.0,1,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
park.,park.,Cultural Highlights,Cultural Highlights,4.26,-36.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
Cultural Highlights,Cultural Highlights,"Nice is renowned for its vibrant cultural scene, with numerous museums, galleries, and","Nice is renowned for its vibrant cultural scene, with numerous museums, galleries, and",4.24,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,0
"Nice is renowned for its vibrant cultural scene, with numerous museums, galleries, and","Nice is renowned for its vibrant cultural scene, with numerous museums, galleries, and","theaters. The city hosts the Nice Carnival in February, one of the largest and oldest carnivals","theaters. The city hosts the Nice Carnival in February, one of the largest and oldest carnivals",0.96,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
