text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
Note:,Note:,Saving a digitally signed PDF invalidates the signature.,Saving a digitally signed PDF invalidates the signature.,1.98,0.0,1,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
Saving a digitally signed PDF invalidates the signature.,Saving a digitally signed PDF invalidates the signature.,1. Do one of the following:,1. Do one of the following:,1.95,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
1. Do one of the following:,1. Do one of the following:,"To save changes, select Save to computer from the upper right. Alternatively","To save changes, select Save to computer   from the upper right. Alternatively",1.97,54.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
"To save changes, select Save to computer from the upper right. Alternatively","To save changes, select Save to computer   from the upper right. Alternatively","you can also select the hamburger menu and select Save . For macOS,","you can also select the hamburger menu  and select Save. For macOS,",0.46,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
"you can also select the hamburger menu and select Save . For macOS,","you can also select the hamburger menu  and select Save. For macOS,",select File         - Save .,select File > Save.,0.46,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
select File         - Save .,select File > Save.,"To save a copy of a PDF in Windows, select the hamburger menu  and then","To save a copy of a PDF in Windows, select the hamburger menu   and then",1.96,-0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
"To save a copy of a PDF in Windows, select the hamburger menu  and then","To save a copy of a PDF in Windows, select the hamburger menu   and then","select Save As . For macOS, select File         - Save As .","select Save As. For macOS, select File > Save As.",0.46,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
"select Save As . For macOS, select File         - Save As .","select Save As. For macOS, select File > Save As.","In Acrobat Reader, for Windows, select the hamburger menu  and then","In Acrobat Reader, for Windows, select the hamburger menu   and then",1.95,0.0,1,0,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
"In Acrobat Reader, for Windows, select the hamburger menu  and then","In Acrobat Reader, for Windows, select the hamburger menu   and then","select> Save As . For macOS, select File        - Save as Text .","select> Save As. For macOS, select File > Save as Text.",0.48,0.0,1,0,0,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
"select> Save As . For macOS, select File        - Save as Text .","select> Save As. For macOS, select File > Save as Text.","To save a copy of a PDF Portfolio, select File       - Save .","To save a copy of a PDF Portfolio, select File >Save.",1.97,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
Note:,Note:,"If you are viewing a PDF in a web browser, the Acrobat File menu is not available. Use the","If you are viewing a PDF in a web browser, the Acrobat File menu is not available. Use the",1.63,0.0,1,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0.0
"If you are viewing a PDF in a web browser, the Acrobat File menu is not available. Use the","If you are viewing a PDF in a web browser, the Acrobat File menu is not available. Use the",Save A Copy button in the Acrobat toolbar to save the PDF.,Save A Copy button in the Acrobat toolbar to save the PDF.,0.37,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1.0
Recover the last saved version,Recover the last saved version,"1. On Windows, choose the hamburger Menu    - Undo, Redo & more    - Revert .","1. On Windows, choose the hamburger   Menu > Undo, Redo & more > Revert.",2.32,31.5,0,0,0,24.0,12.0,-12.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,4,4,0.0
"1. On Windows, choose the hamburger Menu    - Undo, Redo & more    - Revert .","1. On Windows, choose the hamburger   Menu > Undo, Redo & more > Revert.","On macOS, select the File menu > Revert .","On macOS, select the File menu > Revert.",1.0,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,1.0
"On macOS, select the File menu > Revert .","On macOS, select the File menu > Revert.",About the Autosave feature,About the Autosave feature,6.23,-49.5,0,0,0,12.0,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,4,4,0.0
About the Autosave feature,About the Autosave feature,The Autosave feature guards against losing your work in case of a power failure by,The Autosave feature guards against losing your work in case of a power failure by,2.25,0.0,1,0,1,16.02,12.0,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,4,4,0.0
The Autosave feature guards against losing your work in case of a power failure by,The Autosave feature guards against losing your work in case of a power failure by,"incrementally, and at regular intervals, saving file changes to a specified location. The original","incrementally, and at regular intervals, saving file changes to a specified location. The original",0.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
"incrementally, and at regular intervals, saving file changes to a specified location. The original","incrementally, and at regular intervals, saving file changes to a specified location. The original","file is not modified. Instead, Acrobat creates an autosave file of changes, which includes all the","file is not modified. Instead, Acrobat creates an autosave file of changes, which includes all the",0.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
"file is not modified. Instead, Acrobat creates an autosave file of changes, which includes all the","file is not modified. Instead, Acrobat creates an autosave file of changes, which includes all the",changes you made to the open file since the last automatic save. The amount of new,changes you made to the open file since the last automatic save. The amount of new,0.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
changes you made to the open file since the last automatic save. The amount of new,changes you made to the open file since the last automatic save. The amount of new,information that the autosave file contains depends on how frequently Acrobat saves the,information that the autosave file contains depends on how frequently Acrobat saves the,0.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
information that the autosave file contains depends on how frequently Acrobat saves the,information that the autosave file contains depends on how frequently Acrobat saves the,"autosave file. If you set the autosave interval to 15 minutes, you could lose the last 14 minutes","autosave file. If you set the autosave interval to 15 minutes, you could lose the last 14 minutes",0.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
"autosave file. If you set the autosave interval to 15 minutes, you could lose the last 14 minutes","autosave file. If you set the autosave interval to 15 minutes, you could lose the last 14 minutes","of your work if a problem occurs. Frequent automatic saving prevents loss of data, and is","of your work if a problem occurs. Frequent automatic saving prevents loss of data, and is",0.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
"of your work if a problem occurs. Frequent automatic saving prevents loss of data, and is","of your work if a problem occurs. Frequent automatic saving prevents loss of data, and is","especially useful if you make extensive changes to a document, such as by adding comments.","especially useful if you make extensive changes to a document, such as by adding comments.",0.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
"especially useful if you make extensive changes to a document, such as by adding comments.","especially useful if you make extensive changes to a document, such as by adding comments.",You can apply autosave changes to the original files when you restart Acrobat. When you,You can apply autosave changes to the original files when you restart Acrobat. When you,1.23,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0.0
You can apply autosave changes to the original files when you restart Acrobat. When you,You can apply autosave changes to the original files when you restart Acrobat. When you,"close, save manually, or revert to the last-saved version of a file, the autosave file is deleted.","close, save manually, or revert to the last-saved version of a file, the autosave file is deleted.",0.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
"close, save manually, or revert to the last-saved version of a file, the autosave file is deleted.","close, save manually, or revert to the last-saved version of a file, the autosave file is deleted.",Note:,Note:,1.23,0.0,1,1,0,12.0,12.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0.0
Note:,Note:,"If you use assistive technology, such as a screen reader, you may want to disable the Autosave","If you use assistive technology, such as a screen reader, you may want to disable the Autosave",1.25,0.0,1,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0.0
"If you use assistive technology, such as a screen reader, you may want to disable the Autosave","If you use assistive technology, such as a screen reader, you may want to disable the Autosave",feature so that you don’t lose your place when the file is reloaded.,feature so that you don’t lose your place when the file is reloaded.,0.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
feature so that you don’t lose your place when the file is reloaded.,feature so that you don’t lose your place when the file is reloaded.,The Autosave feature won’t work in the following cases:,The Autosave feature won’t work in the following cases:,1.31,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0.0
The Autosave feature won’t work in the following cases:,The Autosave feature won’t work in the following cases:,A document that has its security changed. You must save the document to re-enable,A document that has its security changed. You must save the document to re-enable,1.7,36.0,0,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0.0
A document that has its security changed. You must save the document to re-enable,A document that has its security changed. You must save the document to re-enable,automatic saving of document changes.,automatic saving of document changes.,0.38,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
automatic saving of document changes.,automatic saving of document changes.,A document created using the Web Capture feature or extracted from a larger PDF,A document created using the Web Capture feature or extracted from a larger PDF,1.72,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0.0
A document created using the Web Capture feature or extracted from a larger PDF,A document created using the Web Capture feature or extracted from a larger PDF,All tools     - Organize Pages     - Extract . You must save the document to enable,(All tools > Organize Pages > Extract). You must save the document to enable,0.4,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1.0
All tools     - Organize Pages     - Extract . You must save the document to enable,(All tools > Organize Pages > Extract). You must save the document to enable,automatic saving of changes.,automatic saving of changes.,0.38,-0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
automatic saving of changes.,automatic saving of changes.,A document displayed in a web browser or incorporated into a container document,A document displayed in a web browser or incorporated into a container document,1.71,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0.0
A document displayed in a web browser or incorporated into a container document,A document displayed in a web browser or incorporated into a container document,that supports Object Linking and Embedding OLE. This document appears outside,that supports Object Linking and Embedding (OLE). This document appears outside,0.4,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
that supports Object Linking and Embedding OLE. This document appears outside,that supports Object Linking and Embedding (OLE). This document appears outside,the default file system and cannot support automatic saving.,the default file system and cannot support automatic saving.,0.38,-0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
the default file system and cannot support automatic saving.,the default file system and cannot support automatic saving.,Recover lost changes,Recover lost changes,1.7,-36.0,0,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0.0
Recover lost changes,Recover lost changes,"To prevent lost changes after an unexpected interruption, enable the Autosave feature, which","To prevent lost changes after an unexpected interruption, enable the Autosave feature, which",1.7,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0.0
"To prevent lost changes after an unexpected interruption, enable the Autosave feature, which","To prevent lost changes after an unexpected interruption, enable the Autosave feature, which",is the default setting.,is the default setting.,0.38,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1.0
Set up automatic saving,Set up automatic saving,"1. In the Preferences dialog box under Categories, select Documents.","1. In the Preferences dialog box under Categories, select Documents.",1.06,18.0,0,0,0,16.02,12.0,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,5,5,0.0
"1. In the Preferences dialog box under Categories, select Documents.","1. In the Preferences dialog box under Categories, select Documents.","2. Select Automatically Save Document Changes To Temporary File Every xx Minutes 199, and specify the number of minutes.",2. Select Automatically Save Document Changes To Temporary File Every xx Minutes (1-,1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0.0
"2. Select Automatically Save Document Changes To Temporary File Every xx Minutes 199, and specify the number of minutes.",2. Select Automatically Save Document Changes To Temporary File Every xx Minutes (1-,Recover lost changes after an unexpected shutdown,Recover lost changes after an unexpected shutdown,5.58,-18.0,0,0,1,12.0,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,5,5,0.0
Recover lost changes after an unexpected shutdown,Recover lost changes after an unexpected shutdown,1. Start Acrobat or open the file you were working on last.,1. Start Acrobat or open the file you were working on last.,1.06,18.0,0,1,0,16.02,12.0,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,5,5,0.0
1. Start Acrobat or open the file you were working on last.,1. Start Acrobat or open the file you were working on last.,"2. When prompted, click Yes to open the autosave file or files. If multiple files were open,","2. When prompted, click Yes to open the autosave file or files. If multiple files were open,",0.99,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0.0
"2. When prompted, click Yes to open the autosave file or files. If multiple files were open,","2. When prompted, click Yes to open the autosave file or files. If multiple files were open,",Acrobat opens all of the files for you.,Acrobat opens all of the files for you.,0.22,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,1.0
Acrobat opens all of the files for you.,Acrobat opens all of the files for you.,3. Save the file or files with the same names as the files you were originally working on.,3. Save the file or files with the same names as the files you were originally working on.,0.99,-18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0.0
3. Save the file or files with the same names as the files you were originally working on.,3. Save the file or files with the same names as the files you were originally working on.,"To control changes and quality trade-offs, use PDF Optimizer in Acrobat Pro, which makes","To control changes and quality trade-oﬀs, use PDF Optimizer in Acrobat Pro, which makes",1.0,-18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0.0
"To control changes and quality trade-offs, use PDF Optimizer in Acrobat Pro, which makes","To control changes and quality trade-oﬀs, use PDF Optimizer in Acrobat Pro, which makes",more options available. You can also easily convert from other file formats to PDF using our,more options available. You can also easily convert from other file formats to PDF using our,0.22,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1.0
more options available. You can also easily convert from other file formats to PDF using our,more options available. You can also easily convert from other file formats to PDF using our,online tools such as Word to PDF and Convert PDF.,online tools such as Word to PDF and Convert PDF.,0.22,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1.0
online tools such as Word to PDF and Convert PDF.,online tools such as Word to PDF and Convert PDF.,You can easily convert your PDF files into Microsoft Word DOC or DOCX using Adobe,You can easily convert your PDF files into Microsoft Word (DOC or DOCX) using Adobe,0.99,-0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,5,5,0.0
You can easily convert your PDF files into Microsoft Word DOC or DOCX using Adobe,You can easily convert your PDF files into Microsoft Word (DOC or DOCX) using Adobe,Acrobat.,Acrobat.,0.22,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,5,5,1.0
Acrobat.,Acrobat.,Convert PDF to DOCX,Convert PDF to DOCX,3.94,0.0,1,0,0,12.0,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,5,5,0.0
Convert PDF to DOCX,Convert PDF to DOCX,1. Open the PDF in Acrobat.,1. Open the PDF in Acrobat.,1.06,18.0,0,0,0,16.02,12.0,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,5,5,0.0
1. Open the PDF in Acrobat.,1. Open the PDF in Acrobat.,"2. From the global bar, select Convert.","2. From the global bar, select Convert.",1.0,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0.0
"2. From the global bar, select Convert.","2. From the global bar, select Convert.","3. From the left pane, Select DOCX from the drop-down menu next to Microsoft Word .","3. From the left pane, Select DOCX from the drop-down menu next to Microsoft Word.",1.0,-0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0.0
"3. From the left pane, Select DOCX from the drop-down menu next to Microsoft Word .","3. From the left pane, Select DOCX from the drop-down menu next to Microsoft Word.",Then select Convert to DOCX .,Then select Convert to DOCX.,0.24,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,1.0
"4. In the Save as dialog, select a location where you want to save the file and then","4. In the Save as dialog, select a location where you want to save the file and then",select Save .,select Save.,0.5,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1.0
select Save .,select Save.,Convert PDF to DOC,Convert PDF to DOC,5.91,-36.0,0,0,0,12.0,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,6,6,0.0
Convert PDF to DOC,Convert PDF to DOC,1. Open the PDF in Acrobat.,1. Open the PDF in Acrobat.,0.0,31.5,0,0,0,16.02,12.0,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,6,6,0.0
1. Open the PDF in Acrobat.,1. Open the PDF in Acrobat.,"2. From the global bar, select Convert.","2. From the global bar, select Convert.",1.5,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0.0
"2. From the global bar, select Convert.","2. From the global bar, select Convert.","3. From the left pane, Select DOC from the drop-down menu next to Microsoft Word .","3. From the left pane, Select DOC from the drop-down menu next to Microsoft Word.",1.5,0.0,1,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0.0
"3. From the left pane, Select DOC from the drop-down menu next to Microsoft Word .","3. From the left pane, Select DOC from the drop-down menu next to Microsoft Word.",Then select Convert to DOC .,Then select Convert to DOC.,0.02,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,1.0
Then select Convert to DOC .,Then select Convert to DOC.,"4. In the Save as dialog, select a location where you want to save the file and then","4. In the Save as dialog, select a location where you want to save the file and then",40.3,-18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0.0
"4. In the Save as dialog, select a location where you want to save the file and then","4. In the Save as dialog, select a location where you want to save the file and then",select Save .,select Save.,0.04,18.0,0,0,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1.0
"For PDF to Word conversion settings, go to File format options for PDF export.https://helpx.adobe.com/acrobat/using/file-format-options-pdf-export.html","For PDF to Word conversion settings, go to File format options for PDF export.",You can easily convert your PDF files into Microsoft Powerpoint PPT/PPTX using Adobe,You can easily convert your PDF files into Microsoft Powerpoint (PPT/PPTX) using Adobe,0.67,0.0,1,0,1,12.0,12.0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,7,7,0.0
You can easily convert your PDF files into Microsoft Powerpoint PPT/PPTX using Adobe,You can easily convert your PDF files into Microsoft Powerpoint (PPT/PPTX) using Adobe,Acrobat.,Acrobat.,0.22,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,7,7,1.0
Acrobat.,Acrobat.,Convert PDF to PPTX,Convert PDF to PPTX,3.94,0.0,1,0,0,12.0,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,7,7,0.0
Convert PDF to PPTX,Convert PDF to PPTX,1. Open the PDF in Acrobat.,1. Open the PDF in Acrobat.,1.06,18.0,0,0,0,16.02,12.0,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,7,7,0.0
