text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
"c Zoology Division, Career Point University, Hamirpur 176041, H.P., India","c Zoology Division, Career Point University, Hamirpur 176041, H.P., India","d Department of Food Science and Nutrition, Faculty of Food and Agricultural Sciences, King Saud University, Riyadh, Saudi Arabia","d Department of Food Science and Nutrition, Faculty of Food and Agricultural Sciences, King Saud University, Riyadh, Saudi Arabia",1.78,0,1,0,0,4.51,4.51,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"d Department of Food Science and Nutrition, Faculty of Food and Agricultural Sciences, King Saud University, Riyadh, Saudi Arabia","d Department of Food Science and Nutrition, Faculty of Food and Agricultural Sciences, King Saud University, Riyadh, Saudi Arabia",a r t i c l e i n f o,a r t i c l e,11.57,0.06,1,0,0,4.51,8.97,4.46,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0
a r t i c l e i n f o,a r t i c l e,Article history:,Article history:,5,-0.11,1,0,0,8.97,6.46,-2.5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Article history:,Article history:,Received 12 September 2020,Received 12 September 2020,0.9,0,1,0,0,6.46,6.46,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
Received 12 September 2020,Received 12 September 2020,Revised 12 November 2020,Revised 12 November 2020,0.9,0,1,0,0,6.46,6.46,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Revised 12 November 2020,Revised 12 November 2020,Accepted 12 November 2020,Accepted 12 November 2020,0.93,0,1,0,0,6.46,6.46,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Accepted 12 November 2020,Accepted 12 November 2020,Available online 24 November 2020,Available online 24 November 2020,0.9,0,1,0,0,6.46,6.46,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Available online 24 November 2020,Available online 24 November 2020,Keywords:,Keywords:,5.65,0,1,0,0,6.46,6.46,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Keywords:,Keywords:,Honeybee,Honeybee,0.9,0,1,0,0,6.46,6.46,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
Honeybee,Honeybee,Commercial beekeeping,Commercial beekeeping,0.9,0,1,0,0,6.46,6.46,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Commercial beekeeping,Commercial beekeeping,Pollen,Pollen,0.9,0,1,0,0,6.46,6.46,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Pollen,Pollen,Nectar,Nectar,0.9,0,1,0,0,6.46,6.46,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Nectar,Nectar,Apis mellifera,Apis mellifera,0.9,0,1,0,0,6.46,6.46,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Apis mellifera,Apis mellifera,Diet,Diet,0.9,0,1,0,0,6.46,6.46,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Diet,Diet,India,India,0.9,0,1,0,0,6.46,6.46,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
India,India,Contents,Contents,21.83,0,1,0,0,6.46,7.27,0.81,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Contents,Contents,a b s t r a c t,a b s t r a c t,-83.14,164.64,0,0,0,7.27,8.97,1.7,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0
a b s t r a c t,a b s t r a c t,"Like other invertebrates, honey bees too are poikilothermic animals; they cannot regulate their body temperature and they have to undergo a period of inactivation when atmospheric temperature is untolerable. During this period, their nutritional requirements and metabolic activities are minimized","tolerable. During this period, their nutritional requirements and metabolic activities are minimized",12.92,-0.06,1,0,0,8.97,7.27,-1.7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
"Like other invertebrates, honey bees too are poikilothermic animals; they cannot regulate their body temperature and they have to undergo a period of inactivation when atmospheric temperature is untolerable. During this period, their nutritional requirements and metabolic activities are minimized","tolerable. During this period, their nutritional requirements and metabolic activities are minimized",due to highly restricted foraging activities. The egg-laying by queen and rearing of unsealed and sealed,due to highly restricted foraging activities. The egg-laying by queen and rearing of unsealed and sealed,1,0,1,0,0,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
due to highly restricted foraging activities. The egg-laying by queen and rearing of unsealed and sealed,due to highly restricted foraging activities. The egg-laying by queen and rearing of unsealed and sealed,"brood are decreased, however their extent is governed by the quantum of stored food available. The problems of deleterious influence of adverse weather conditions and non-availability of bee flora all round the","brood are decreased, however their extent is governed by the quantum of stored food available. The prob-",1,0,1,0,0,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"brood are decreased, however their extent is governed by the quantum of stored food available. The problems of deleterious influence of adverse weather conditions and non-availability of bee flora all round the","brood are decreased, however their extent is governed by the quantum of stored food available. The prob-","year, in a particular locality, have been realized by the researchers/beekeepers and migration concept has","year, in a particular locality, have been realized by the researchers/beekeepers and migration concept has",4.93,0,1,0,0,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"year, in a particular locality, have been realized by the researchers/beekeepers and migration concept has","year, in a particular locality, have been realized by the researchers/beekeepers and migration concept has","been developed to solve this problem. But again, migration itself is not an easy task. The provision of artificial feeding as an alternate of migration. Scientists all over the world have formulated different artificial","been developed to solve this problem. But again, migration itself is not an easy task. The provision of arti-",1,0,1,0,0,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"been developed to solve this problem. But again, migration itself is not an easy task. The provision of artificial feeding as an alternate of migration. Scientists all over the world have formulated different artificial","been developed to solve this problem. But again, migration itself is not an easy task. The provision of arti-","food recepies for bees on the basis of nutrient composition of honey and pollen, acceptability, palatability,","food recepies for bees on the basis of nutrient composition of honey and pollen, acceptability, palatability,",4.93,0,1,0,0,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"food recepies for bees on the basis of nutrient composition of honey and pollen, acceptability, palatability,","food recepies for bees on the basis of nutrient composition of honey and pollen, acceptability, palatability,",digestibility and affordability of ingredients. This may help to maintain all colony parameters enough to,digestibility and affordability of ingredients. This may help to maintain all colony parameters enough to,1,0,1,0,0,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
digestibility and affordability of ingredients. This may help to maintain all colony parameters enough to,digestibility and affordability of ingredients. This may help to maintain all colony parameters enough to,"derive maximum advantage of forthcoming floral rich season. However, a standard balanced diet for","derive maximum advantage of forthcoming ﬂoral rich season. However, a standard balanced diet for",1,0,1,0,0,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"derive maximum advantage of forthcoming floral rich season. However, a standard balanced diet for","derive maximum advantage of forthcoming ﬂoral rich season. However, a standard balanced diet for",commercial beekeeping that is accepted worldwide is still awaited.,commercial beekeeping that is accepted worldwide is still awaited.,0.97,0,1,0,1,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
commercial beekeeping that is accepted worldwide is still awaited.,commercial beekeeping that is accepted worldwide is still awaited.,� 2020 The Authors. Published by Elsevier B.V. on behalf of King Saud University. This is an open access, 2020 The Author(s). Published by Elsevier B.V. on behalf of King Saud University. This is an open access,0.96,0,1,1,0,7.27,7.27,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
� 2020 The Authors. Published by Elsevier B.V. on behalf of King Saud University. This is an open access, 2020 The Author(s). Published by Elsevier B.V. on behalf of King Saud University. This is an open access,article under the CC BY-NC-ND license http://creativecommons.org/licenses/by-nc-nd/4.0/.http://creativecommons.org/licenses/by-nc-nd/4.0/,article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,1.03,45.86,0,0,1,7.27,7.27,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
article under the CC BY-NC-ND license http://creativecommons.org/licenses/by-nc-nd/4.0/.http://creativecommons.org/licenses/by-nc-nd/4.0/,article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,1. Introduction . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1167,Introduction . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1167,21.16,-187.43,0,1,1,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
1. Introduction . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1167,Introduction . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1167,2. Protein based pollen substitutes and supplements . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1168,Protein based pollen substitutes and supplements . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1168,1,0,1,1,1,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
2. Protein based pollen substitutes and supplements . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1168,Protein based pollen substitutes and supplements . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1168,3. Carbohydrate based pollen substitutes & supplements . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1171,Carbohydrate based pollen substitutes & supplements . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1171,0.97,0,1,1,1,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
3. Carbohydrate based pollen substitutes & supplements . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1171,Carbohydrate based pollen substitutes & supplements . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1171,4. Effect of feeding artificial diets on hypopharyngeal gland . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,Effect of feeding artificial diets on hypopharyngeal gland . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,1,0,1,1,1,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
4. Effect of feeding artificial diets on hypopharyngeal gland . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,Effect of feeding artificial diets on hypopharyngeal gland . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,5. Conclusion . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,Conclusion . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,1,0,1,1,1,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
5. Conclusion . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,Conclusion . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,Declaration of Competing Interest . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,Declaration of Competing Interest . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,0.97,0.91,1,1,1,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Declaration of Competing Interest . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,Declaration of Competing Interest . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,Acknowledgement . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,Acknowledgement . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,1,0,1,1,1,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Acknowledgement . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,Acknowledgement . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,References . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,References . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,1,0,1,1,1,7.27,7.27,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
References . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,References . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1174,⇑ Corresponding author.,⇑Corresponding author.,27.27,-19.44,0,1,0,7.27,7.57,0.3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
⇑ Corresponding author.,⇑Corresponding author.,E-mail address: drkumar83@rediffmail.com R. Kumar.mailto:drkumar83@rediffmail.com,E-mail address: drkumar83@rediffmail.com (R. Kumar).,1.68,7.43,0,0,0,7.57,6.46,-1.11,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
E-mail address: drkumar83@rediffmail.com R. Kumar.mailto:drkumar83@rediffmail.com,E-mail address: drkumar83@rediffmail.com (R. Kumar).,Peer review under responsibility of King Saud University.,Peer review under responsibility of King Saud University.,1.54,-11.91,0,0,0,6.46,6.46,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Peer review under responsibility of King Saud University.,Peer review under responsibility of King Saud University.,Production and hosting by Elsevier,Production and hosting by Elsevier,13.74,58.35,0,0,0,6.46,8.47,2.01,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
Production and hosting by Elsevier,Production and hosting by Elsevier,1. Introduction,1. Introduction,-25.31,210.71,0,0,1,8.47,8.08,-0.39,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
1. Introduction,1. Introduction,"Apiculture is agriculture and forest based rural cottage decentralized industry. It is practiced as pollution free, subsidiary, commercial or single family based enterprise. Bees are the only",mercial or single family based enterprise. Bees are the only,13.97,-0.06,1,1,0,8.08,8.08,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
"Apiculture is agriculture and forest based rural cottage decentralized industry. It is practiced as pollution free, subsidiary, commercial or single family based enterprise. Bees are the only",mercial or single family based enterprise. Bees are the only,livestock capable of harvesting nectar and pollen eventually,livestock capable of harvesting nectar and pollen eventually,1.04,0,1,0,0,8.08,8.08,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
livestock capable of harvesting nectar and pollen eventually,livestock capable of harvesting nectar and pollen eventually,https://doi.org/10.1016/j.sjbs.2020.11.053https://doi.org/10.1016/j.sjbs.2020.11.053,https://doi.org/10.1016/j.sjbs.2020.11.053,7.41,-269.01,0,0,0,8.08,6.46,-1.62,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0
https://doi.org/10.1016/j.sjbs.2020.11.053https://doi.org/10.1016/j.sjbs.2020.11.053,https://doi.org/10.1016/j.sjbs.2020.11.053,1319-562X/� 2020 The Authors. Published by Elsevier B.V. on behalf of King Saud University.,1319-562X/ 2020 The Author(s). Published by Elsevier B.V. on behalf of King Saud University.,0.9,0,1,0,0,6.46,6.46,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
1319-562X/� 2020 The Authors. Published by Elsevier B.V. on behalf of King Saud University.,1319-562X/ 2020 The Author(s). Published by Elsevier B.V. on behalf of King Saud University.,This is an open access article under the CC BY-NC-ND license http://creativecommons.org/licenses/by-nc-nd/4.0/.http://creativecommons.org/licenses/by-nc-nd/4.0/,This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,0.9,0,1,0,0,6.46,6.46,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"producing honey: there is no competition of bees with other animals, and without bees, these valuable resources could not be harvested. Beekeeping is possible even in the areas where other crops",vested. Beekeeping is possible even in the areas where other crops,"have failed. Any type of land i.e. wild, cultivated, wasteland, mountains and even land-mined areas all have value for beekeeping.",tains and even land-mined areas all have value for beekeeping.,4.91,0,1,0,0,8.08,8.08,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"have failed. Any type of land i.e. wild, cultivated, wasteland, mountains and even land-mined areas all have value for beekeeping.",tains and even land-mined areas all have value for beekeeping.,Bees get carbohydrates from nectar and protein from pollen; they,Bees get carbohydrates from nectar and protein from pollen; they,0.94,0,1,0,0,8.08,8.08,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
Bees get carbohydrates from nectar and protein from pollen; they,Bees get carbohydrates from nectar and protein from pollen; they,"usually take it after its fermentation, in the form of bee bread. From","usually take it after its fermentation, in the form of bee bread. From",0.96,0,1,0,0,8.08,8.08,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"usually take it after its fermentation, in the form of bee bread. From","usually take it after its fermentation, in the form of bee bread. From","the history, it has been revealed that honeybees are one of the few","the history, it has been revealed that honeybees are one of the few",0.94,0,1,0,0,8.08,8.08,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"the history, it has been revealed that honeybees are one of the few","the history, it has been revealed that honeybees are one of the few",insects that is directly beneficial to the mankind. These winged,insects that is directly beneﬁcial to the mankind. These winged,0.96,0,1,0,0,8.08,8.08,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
insects that is directly beneficial to the mankind. These winged,insects that is directly beneﬁcial to the mankind. These winged,creature and honey they produce find mentioned in many religious,creature and honey they produce ﬁnd mentioned in many religious,0.94,0,1,0,0,8.08,8.08,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
creature and honey they produce find mentioned in many religious,creature and honey they produce ﬁnd mentioned in many religious,"epics. In Rigveda, Upanishad and in religious writings, there is","epics. In Rigveda, Upanishad and in religious writings, there is",0.96,0,1,0,0,8.08,8.08,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"epics. In Rigveda, Upanishad and in religious writings, there is","epics. In Rigveda, Upanishad and in religious writings, there is","description of honey as a valuable and necessary asset Mishra,","description of honey as a valuable and necessary asset (Mishra,",0.94,0,1,0,0,8.08,8.08,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"description of honey as a valuable and necessary asset Mishra,","description of honey as a valuable and necessary asset (Mishra,","1995; Kaushik, 2012.","1995; Kaushik, 2012).",0.96,0,1,0,0,8.08,8.08,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
