text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
since the code to flexibly divide the dataset according to drug occurrence is not provided. As shown in Table,since the code to flexibly divide the dataset according to drug occurrence is not provided. As shown in Table,"2, GAT- and GATE-based XGDP remarkably outperform other models. All baseline methods fail to perform","2, GAT- and GAT_E-based XGDP remarkably outperform other models. All baseline methods fail to perform",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"2, GAT- and GATE-based XGDP remarkably outperform other models. All baseline methods fail to perform","2, GAT- and GAT_E-based XGDP remarkably outperform other models. All baseline methods fail to perform","well on blind test, especially in terms of R 2, which is in accordance with their original research 11,25,27 . tCNN and","well on blind test, especially in terms of R2, which is in accordance with their original research11,25,27. tCNN and",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"well on blind test, especially in terms of R 2, which is in accordance with their original research 11,25,27 . tCNN and","well on blind test, especially in terms of R2, which is in accordance with their original research11,25,27. tCNN and","TGSA achieves a very small R 2 value ~0.02 and GraphDRP even results in negative R 2 values, which indicates","TGSA achieves a very small R2 value (~0.02) and GraphDRP even results in negative R2 values, which indicates",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"TGSA achieves a very small R 2 value ~0.02 and GraphDRP even results in negative R 2 values, which indicates","TGSA achieves a very small R2 value (~0.02) and GraphDRP even results in negative R2 values, which indicates","these models are not making a sensible prediction when a brand new drug is given. Nevertheless, GAT-based","these models are not making a sensible prediction when a brand new drug is given. Nevertheless, GAT-based",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"these models are not making a sensible prediction when a brand new drug is given. Nevertheless, GAT-based","these models are not making a sensible prediction when a brand new drug is given. Nevertheless, GAT-based",XGDP models with and without edge features are able to achieve a significant improvement compared with the,XGDP models with and without edge features are able to achieve a significant improvement compared with the,-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
XGDP models with and without edge features are able to achieve a significant improvement compared with the,XGDP models with and without edge features are able to achieve a significant improvement compared with the,baselines.,baselines.,-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
baselines.,baselines.,"XGDP achieves state-of-the-art performance in both rediscovery and blind test. However, scrutinizing the","XGDP achieves state-of-the-art performance in both rediscovery and blind test. However, scrutinizing the",-0.28,12,0,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"XGDP achieves state-of-the-art performance in both rediscovery and blind test. However, scrutinizing the","XGDP achieves state-of-the-art performance in both rediscovery and blind test. However, scrutinizing the","results of XGDP with various GNN types, it is observed that incorporating chemical bond type as edge features","results of XGDP with various GNN types, it is observed that incorporating chemical bond type as edge features",-0.28,-12,0,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"results of XGDP with various GNN types, it is observed that incorporating chemical bond type as edge features","results of XGDP with various GNN types, it is observed that incorporating chemical bond type as edge features",or relation types in relational GNNs does not always give rise to a better performance. Despite that RGCN,or relation types in relational GNNs does not always give rise to a better performance. Despite that RGCN,-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
or relation types in relational GNNs does not always give rise to a better performance. Despite that RGCN,or relation types in relational GNNs does not always give rise to a better performance. Despite that RGCN,"outperforms GCN in both tasks, GAT-based XGDP suppresses all other edge-enhanced GAT models in Table","outperforms GCN in both tasks, GAT-based XGDP suppresses all other edge-enhanced GAT models in Table",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"outperforms GCN in both tasks, GAT-based XGDP suppresses all other edge-enhanced GAT models in Table","outperforms GCN in both tasks, GAT-based XGDP suppresses all other edge-enhanced GAT models in Table","1, and in Table 2, only GATE performs better than plain GAT convolution. Nonetheless, in the next section,","1, and in Table 2, only GAT_E performs better than plain GAT convolution. Nonetheless, in the next section,",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"1, and in Table 2, only GATE performs better than plain GAT convolution. Nonetheless, in the next section,","1, and in Table 2, only GAT_E performs better than plain GAT convolution. Nonetheless, in the next section,","we will demonstrate that, to investigate the structural importance of molecules, it is essential to include edge","we will demonstrate that, to investigate the structural importance of molecules, it is essential to include edge",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"we will demonstrate that, to investigate the structural importance of molecules, it is essential to include edge","we will demonstrate that, to investigate the structural importance of molecules, it is essential to include edge",features as well.,features as well.,-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
features as well.,features as well.,Prediction without cross-attention layers,Prediction without cross-attention layers,0.93,0,1,0,0,9,10,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Prediction without cross-attention layers,Prediction without cross-attention layers,"To investigate the role of the cross-attention layers, we conducted an ablation study to compare XGDP with or","To investigate the role of the cross-attention layers, we conducted an ablation study to compare XGDP with or",-0.17,0,1,0,0,10,9,-1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
"To investigate the role of the cross-attention layers, we conducted an ablation study to compare XGDP with or","To investigate the role of the cross-attention layers, we conducted an ablation study to compare XGDP with or","without the attention layers. Particularly, we removed the two cross-attention modules following the GNN and","without the attention layers. Particularly, we removed the two cross-attention modules following the GNN and",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"without the attention layers. Particularly, we removed the two cross-attention modules following the GNN and","without the attention layers. Particularly, we removed the two cross-attention modules following the GNN and","CNN, and directly concatenated the features learned by the GNN and CNN modules as the input of the final","CNN, and directly concatenated the features learned by the GNN and CNN modules as the input of the final",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"CNN, and directly concatenated the features learned by the GNN and CNN modules as the input of the final","CNN, and directly concatenated the features learned by the GNN and CNN modules as the input of the final","dense layer. As shown in Table 3, it is evident that the cross-attention layer enhances the performance of drug","dense layer. As shown in Table 3, it is evident that the cross-attention layer enhances the performance of drug",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"dense layer. As shown in Table 3, it is evident that the cross-attention layer enhances the performance of drug","dense layer. As shown in Table 3, it is evident that the cross-attention layer enhances the performance of drug",response prediction and maintains better stability.,response prediction and maintains better stability.,-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
response prediction and maintains better stability.,response prediction and maintains better stability.,Discovery of drug mechanisms,Discovery of drug mechanisms,1.07,0,1,0,0,9,11,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Discovery of drug mechanisms,Discovery of drug mechanisms,"We decode our models with GNNExplainer and Integrated Gradients, and present the attribution results of","We decode our models with GNNExplainer and Integrated Gradients, and present the attribution results of",-0.2,0,1,0,0,11,9,-2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
"We decode our models with GNNExplainer and Integrated Gradients, and present the attribution results of","We decode our models with GNNExplainer and Integrated Gradients, and present the attribution results of",our best performing GATv2 model in this section. GNNExplainer is leveraged to explain the model’s graph,our best performing GATv2 model in this section. GNNExplainer is leveraged to explain the model’s graph,-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
our best performing GATv2 model in this section. GNNExplainer is leveraged to explain the model’s graph,our best performing GATv2 model in this section. GNNExplainer is leveraged to explain the model’s graph,"convolutional layers, and thus attribute the input molecular graphs. By interpreting a reaction pair of drug","convolutional layers, and thus attribute the input molecular graphs. By interpreting a reaction pair of drug",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"convolutional layers, and thus attribute the input molecular graphs. By interpreting a reaction pair of drug","convolutional layers, and thus attribute the input molecular graphs. By interpreting a reaction pair of drug","and cell line, each node and edge in the molecular graph is assigned with a saliency score. For each drug, we","and cell line, each node and edge in the molecular graph is assigned with a saliency score. For each drug, we",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"and cell line, each node and edge in the molecular graph is assigned with a saliency score. For each drug, we","and cell line, each node and edge in the molecular graph is assigned with a saliency score. For each drug, we","sum and average the saliency scores across all the cell lines for each node and edge, and perform a max-min","sum and average the saliency scores across all the cell lines for each node and edge, and perform a max-min",-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"sum and average the saliency scores across all the cell lines for each node and edge, and perform a max-min","sum and average the saliency scores across all the cell lines for each node and edge, and perform a max-min",normalization across the nodes or edges in one molecular graph. The normalized scores range from 0 to 1 and,normalization across the nodes or edges in one molecular graph. The normalized scores range from 0 to 1 and,-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
normalization across the nodes or edges in one molecular graph. The normalized scores range from 0 to 1 and,normalization across the nodes or edges in one molecular graph. The normalized scores range from 0 to 1 and,clearly illustrate the importance of a region of substructures to a drug’s biochemical reaction. The normalized,clearly illustrate the importance of a region of substructures to a drug’s biochemical reaction. The normalized,-0.28,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
clearly illustrate the importance of a region of substructures to a drug’s biochemical reaction. The normalized,clearly illustrate the importance of a region of substructures to a drug’s biochemical reaction. The normalized,"score is thereby used for a heatmap visualization, where red in Figs. 2, 3, 4, and 5 represents high saliency and","score is thereby used for a heatmap visualization, where red in Figs. 2, 3, 4, and 5 represents high saliency and",-0.28,0,1,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"score is thereby used for a heatmap visualization, where red in Figs. 2, 3, 4, and 5 represents high saliency and","score is thereby used for a heatmap visualization, where red in Figs. 2, 3, 4, and 5 represents high saliency and",blue represents low saliency.,blue represents low saliency.,-0.28,0,1,1,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
blue represents low saliency.,blue represents low saliency.,"To investigate the gene saliency in the pharmacodynamic process, we aggregate the saliency scores across all","To investigate the gene saliency in the pharmacodynamic process, we aggregate the saliency scores across all",-0.28,12,0,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"To investigate the gene saliency in the pharmacodynamic process, we aggregate the saliency scores across all","To investigate the gene saliency in the pharmacodynamic process, we aggregate the saliency scores across all","the cell lines for each drug in the test set, and thereby rank and select the top 50 genes with highest accumulated","the cell lines for each drug in the test set, and thereby rank and select the top 50 genes with highest accumulated",-0.28,-12,0,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"the cell lines for each drug in the test set, and thereby rank and select the top 50 genes with highest accumulated","the cell lines for each drug in the test set, and thereby rank and select the top 50 genes with highest accumulated",scores. Attribution of four drugs are illustrated as examples to support this study in the following sections.,scores. Attribution of four drugs are illustrated as examples to support this study in the following sections.,-0.28,0,1,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
scores. Attribution of four drugs are illustrated as examples to support this study in the following sections.,scores. Attribution of four drugs are illustrated as examples to support this study in the following sections.,Method Conv type RMSE  ?  PCC  ?  R 2  ?,Conv type,7.55,50.75,0,1,0,9,7,-2,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
Method Conv type RMSE  ?  PCC  ?  R 2  ?,Conv type,GCN 0.063 ± 0.002 0.450 ± 0.026 0.153 ± 0.048,0.063 ± 0.002,1.86,41.87,0,0,1,7,7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1
GCN 0.063 ± 0.002 0.450 ± 0.026 0.153 ± 0.048,0.063 ± 0.002,GraphDRP 25,GraphDRP25,-0.45,-89.48,0,1,0,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1
GraphDRP 25,GraphDRP25,GAT 0.071 ± 0.003 0.351 ± 0.165 -0.041 ± 0.045,0.041 ± 0.045,-0.43,182.71,0,0,0,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1
GAT 0.071 ± 0.003 0.351 ± 0.165 -0.041 ± 0.045,0.041 ± 0.045,GCN 0.056 ± 0.000 0.400 ± 0.016 0.048 ± 0.015,0.056 ± 0.000,1.87,-93.23,0,0,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1
GCN 0.056 ± 0.000 0.400 ± 0.016 0.048 ± 0.015,0.056 ± 0.000,GAT 0.053 ± 0.001 0.448 ± 0.036 0.149 ± 0.052,0.053 ± 0.001,0.33,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1
GAT 0.053 ± 0.001 0.448 ± 0.036 0.149 ± 0.052,0.053 ± 0.001,GATE 0.052 ± 0.003 0.505 ± 0.090 0.164 ± 0.043,0.052 ± 0.003,0.3,0,1,1,1,7,7,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1
GATE 0.052 ± 0.003 0.505 ± 0.090 0.164 ± 0.043,0.052 ± 0.003,XGDP,XGDP,-0.47,-89.48,0,1,0,7,7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1
XGDP,XGDP,GATv2E 0.055 ± 0.002 0.442 ± 0.041 0.058 ± 0.024,0.055 ± 0.002,-0.42,89.48,0,0,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1
GATv2E 0.055 ± 0.002 0.442 ± 0.041 0.058 ± 0.024,0.055 ± 0.002,RGCN 0.055 ± 0.001 0.405 ± 0.031 0.063 ± 0.045,0.055 ± 0.001,0.33,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1
RGCN 0.055 ± 0.001 0.405 ± 0.031 0.063 ± 0.045,0.055 ± 0.001,RGAT 0.055 ± 0.002 0.257 ± 0.061 0.063 ± 0.060,0.055 ± 0.002,0.31,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1
RGAT 0.055 ± 0.002 0.257 ± 0.061 0.063 ± 0.060,0.055 ± 0.002,Table 2 . Performance of proposed and baseline models in task of drug-blind prediction. Best performance,Table 2.  Performance of proposed and baseline models in task of drug-blind prediction. Best performance,1.23,-92.62,0,1,0,7,9,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
Table 2 . Performance of proposed and baseline models in task of drug-blind prediction. Best performance,Table 2.  Performance of proposed and baseline models in task of drug-blind prediction. Best performance,marked in bold is achieved by XGDP-GATE.,(marked in bold) is achieved by XGDP-GAT_E.,-0.15,0,1,0,0,9,9,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
marked in bold is achieved by XGDP-GATE.,(marked in bold) is achieved by XGDP-GAT_E.,Scientific Reports 2025 15:179 https://doi.org/10.1038/s41598-024-83090-3 8,| https://doi.org/10.1038/s41598-024-83090-3,2.97,69.94,0,0,1,9,8,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Method Conv type RMSE  ?  PCC  ?  R 2  ?,Conv type,GCN 0.045 ± 0.018 0.457 ± 0.476 0.480 ± 0.416,0.045 ± 0.018,0.95,36.82,0,0,1,7,7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
GCN 0.045 ± 0.018 0.457 ± 0.476 0.480 ± 0.416,0.045 ± 0.018,GAT 0.038 ± 0.000 0.831 ± 0.003 0.679 ± 0.000,0.038 ± 0.000,1,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
GAT 0.038 ± 0.000 0.831 ± 0.003 0.679 ± 0.000,0.038 ± 0.000,XGDP w/o attn,XGDP (w/o attn),-1.38,-92,0,1,0,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
XGDP w/o attn,XGDP (w/o attn),GATE 0.037 ± 0.001 0.834 ± 0.010 0.691 ± 0.020,0.037 ± 0.001,-1.32,92,0,0,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
GATE 0.037 ± 0.001 0.834 ± 0.010 0.691 ± 0.020,0.037 ± 0.001,GATv2E 0.035 ± 0.000 0.847 ± 0.001 0.718 ± 0.002,0.035 ± 0.000,1,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
GATv2E 0.035 ± 0.000 0.847 ± 0.001 0.718 ± 0.002,0.035 ± 0.000,GCN 0.026 ± 0.000 0.918 ± 0.001 0.843 ± 0.002,0.026 ± 0.000,1,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
GCN 0.026 ± 0.000 0.918 ± 0.001 0.843 ± 0.002,0.026 ± 0.000,GAT 0.026 ± 0.000 0.923 ± 0.000 0.851 ± 0.001,0.923 ± 0.000,0.87,45.13,0,1,1,7,7,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
GAT 0.026 ± 0.000 0.923 ± 0.000 0.851 ± 0.001,0.923 ± 0.000,XGDP,XGDP,-1.39,-137.13,0,1,0,7,7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
XGDP,XGDP,GATE 0.026 ± 0.000 0.922 ± 0.001 0.849 ± 0.001,0.026 ± 0.000,-5.97,92,0,0,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
GATE 0.026 ± 0.000 0.922 ± 0.001 0.849 ± 0.001,0.026 ± 0.000,GATv2E 0.026 ± 0.000 0.921 ± 0.001 0.846 ± 0.001,0.026 ± 0.000,1,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
GATv2E 0.026 ± 0.000 0.921 ± 0.001 0.846 ± 0.001,0.026 ± 0.000,Table 3 . Performance of proposed and baseline models in task of drug-blind prediction. Best performance,Table 3.  Performance of proposed and baseline models in task of drug-blind prediction. Best performance,8.39,-95.14,0,1,0,7,9,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,2,0
Table 3 . Performance of proposed and baseline models in task of drug-blind prediction. Best performance,Table 3.  Performance of proposed and baseline models in task of drug-blind prediction. Best performance,marked in bold is achieved by XGDP-GATE.,(marked in bold) is achieved by XGDP-GAT_E.,-0.45,0,1,0,0,9,9,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
marked in bold is achieved by XGDP-GATE.,(marked in bold) is achieved by XGDP-GAT_E.,Fig. 3 . Comparison of saliency maps generated by XGDP with GAT left column and GATE right column.,Fig. 3.  Comparison of saliency maps generated by XGDP with GAT (left column) and GAT_E (right column).,98.78,0,1,0,0,9,9,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Fig. 3 . Comparison of saliency maps generated by XGDP with GAT left column and GATE right column.,Fig. 3.  Comparison of saliency maps generated by XGDP with GAT (left column) and GAT_E (right column).,Afatinib first row and OSI-027 second row are used as examples.,Afatinib (first row) and OSI-027 (second row) are used as examples.,-0.84,0,1,0,1,9,9,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
Afatinib first row and OSI-027 second row are used as examples.,Afatinib (first row) and OSI-027 (second row) are used as examples.,"Fig. 4 .  a  Saliency map of Afatinib,  b  binding mode of Afatinib with EGFR.","Fig. 4.  (a) Saliency map of Afatinib, (b) binding mode of Afatinib with EGFR.",77.16,0,1,1,0,9,9,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
"Fig. 4 .  a  Saliency map of Afatinib,  b  binding mode of Afatinib with EGFR.","Fig. 4.  (a) Saliency map of Afatinib, (b) binding mode of Afatinib with EGFR.",Scientific Reports 2025 15:179 https://doi.org/10.1038/s41598-024-83090-3 9,| https://doi.org/10.1038/s41598-024-83090-3,31.83,69.94,0,0,1,9,8,-1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
"Fig. 5 .  a  Saliency map of Imatinib,  b  binding mode of Imatinib with DDR1.","Fig. 5.  (a) Saliency map of Imatinib, (b) binding mode of Imatinib with DDR1.",Necessity of including edge features,Necessity of including edge features,1.58,0,1,0,0,9,10,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Necessity of including edge features,Necessity of including edge features,"In the section of drug response prediction, we demonstrate that GAT-based XGDP obtained the best performance","In the section of drug response prediction, we demonstrate that GAT-based XGDP obtained the best performance",-0.08,0,1,0,0,10,9,-1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
"In the section of drug response prediction, we demonstrate that GAT-based XGDP obtained the best performance","In the section of drug response prediction, we demonstrate that GAT-based XGDP obtained the best performance","in both rediscovery and blind test. However, we do not observe any benefits of incorporating edge features","in both rediscovery and blind test. However, we do not observe any benefits of incorporating edge features",-0.13,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"in both rediscovery and blind test. However, we do not observe any benefits of incorporating edge features","in both rediscovery and blind test. However, we do not observe any benefits of incorporating edge features","such as bond types into model development. In this section, we will compare the molecular saliency heatmap","such as bond types into model development. In this section, we will compare the molecular saliency heatmap",-0.13,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
