text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
***** Correspondence: hwkwon@inu.ac.kr; Tel.: +82-32-835-8090,Correspondence: hwkwon@inu.ac.kr; Tel.: +82-32-835-8090,These authors contributed equally to this work.,These authors contributed equally to this work.,0.7,0,1,1,1,7.97,7.97,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
These authors contributed equally to this work.,These authors contributed equally to this work.,"Simple Summary: Recently, there has been a serious decline in honey bee colonies due to various","Simple Summary: Recently, there has been a serious decline in honey bee colonies due to various",3.92,-13.55,0,1,0,7.97,9.06,1.09,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"Simple Summary: Recently, there has been a serious decline in honey bee colonies due to various","Simple Summary: Recently, there has been a serious decline in honey bee colonies due to various","factors, including habitat loss, diseases, pathogen infections, chemical exposures, and climatic changes.","factors, including habitat loss, diseases, pathogen infections, chemical exposures, and climatic changes.",1.04,0,1,0,0,9.06,8.88,-0.18,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"factors, including habitat loss, diseases, pathogen infections, chemical exposures, and climatic changes.","factors, including habitat loss, diseases, pathogen infections, chemical exposures, and climatic changes.","Among these factors, malnutrition-induced stress plays a significant role in colony decline. In our","Among these factors, malnutrition-induced stress plays a significant role in colony decline. In our",1,-0.35,1,0,0,8.88,9.06,0.18,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"Among these factors, malnutrition-induced stress plays a significant role in colony decline. In our","Among these factors, malnutrition-induced stress plays a significant role in colony decline. In our","study, we present a novel perspective on maintaining and developing honey bee colonies. Our","study, we present a novel perspective on maintaining and developing honey bee colonies. Our",1,0.35,1,0,0,9.06,9.06,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"study, we present a novel perspective on maintaining and developing honey bee colonies. Our","study, we present a novel perspective on maintaining and developing honey bee colonies. Our",research demonstrates that a specific pollen substitute diet significantly improves colony performance,research demonstrates that a specific pollen substitute diet significantly improves colony performance,1,0,1,0,0,9.06,8.88,-0.18,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
research demonstrates that a specific pollen substitute diet significantly improves colony performance,research demonstrates that a specific pollen substitute diet significantly improves colony performance,"during early spring, as evidenced by an increase in population, a greater capped brood area, altered","during early spring, as evidenced by an increase in population, a greater capped brood area, altered",1,0,1,0,0,8.88,8.94,0.07,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"during early spring, as evidenced by an increase in population, a greater capped brood area, altered","during early spring, as evidenced by an increase in population, a greater capped brood area, altered","colony weight, honey bee weight dried head + thorax, and vitellogenin value. This finding could","colony weight, honey bee weight (dried head + thorax), and vitellogenin value. This finding could",1,0,1,0,1,8.94,9.06,0.11,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"colony weight, honey bee weight dried head + thorax, and vitellogenin value. This finding could","colony weight, honey bee weight (dried head + thorax), and vitellogenin value. This finding could","contribute to enhanced colony maintenance and development during the early spring season, with","contribute to enhanced colony maintenance and development during the early spring season, with",1,0,1,1,0,9.06,8.99,-0.06,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"contribute to enhanced colony maintenance and development during the early spring season, with","contribute to enhanced colony maintenance and development during the early spring season, with",the potential to prevent colony decline.,the potential to prevent colony decline.,1,0,1,0,0,8.99,8.97,-0.03,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
the potential to prevent colony decline.,the potential to prevent colony decline.,"Citation: Kim, H.; Frunze, O.;","Citation: Kim, H.; Frunze, O.;",19.03,-130.68,0,0,0,8.97,6.97,-1.99,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"Citation: Kim, H.; Frunze, O.;","Citation: Kim, H.; Frunze, O.;","Maigoro, A.Y.; Lee, M.-L.; Lee, J.-H.;","Maigoro, A.Y.; Lee, M.-L.; Lee, J.-H.;",1.26,0,1,0,0,6.97,6.97,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"Maigoro, A.Y.; Lee, M.-L.; Lee, J.-H.;","Maigoro, A.Y.; Lee, M.-L.; Lee, J.-H.;","Kwon, H.-W. Comparative Study of","Kwon, H.-W. Comparative Study of",1.23,0,1,0,0,6.97,6.97,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"Kwon, H.-W. Comparative Study of","Kwon, H.-W. Comparative Study of",the Effect of Pollen Substitute Diets on,the Effect of Pollen Substitute Diets on,1.23,0,1,0,0,6.97,6.91,-0.06,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
the Effect of Pollen Substitute Diets on,the Effect of Pollen Substitute Diets on,Honey Bees during Early Spring.,on Honey Bees during Early Spring,-98.83,0,1,0,0,6.91,17.93,11.02,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Honey Bees during Early Spring.,on Honey Bees during Early Spring,"Insects 2024, 15 , 101. https://https://doi.org/10.3390/insects15020101","Insects 2024, 15, 101. https://doi.org/10.3390/insects15020101",163.9,0,1,0,0,17.93,7.97,-9.96,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"Insects 2024, 15 , 101. https://https://doi.org/10.3390/insects15020101","Insects 2024, 15, 101. https://doi.org/10.3390/insects15020101",doi.org/10.3390/insects15020101https://doi.org/10.3390/insects15020101,doi.org/10.3390/insects15020101,-64.2,0,1,0,0,7.97,6.97,-1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1
doi.org/10.3390/insects15020101https://doi.org/10.3390/insects15020101,doi.org/10.3390/insects15020101,Academic Editor: Kirk E. Anderson,Academic Editor: Kirk E. Anderson,2.72,0,1,0,0,6.97,6.97,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Academic Editor: Kirk E. Anderson,Academic Editor: Kirk E. Anderson,Received: 5 January 2024,Received: 5 January 2024,2.97,0,1,0,0,6.97,6.97,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Received: 5 January 2024,Received: 5 January 2024,Revised: 30 January 2024,Revised: 30 January 2024,1.23,0,1,0,0,6.97,6.97,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Revised: 30 January 2024,Revised: 30 January 2024,Accepted: 31 January 2024,Accepted: 31 January 2024,1.23,-0.27,1,0,0,6.97,6.97,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Accepted: 31 January 2024,Accepted: 31 January 2024,Published: 1 February 2024,Published: 1 February 2024,1.23,0.27,1,0,0,6.97,6.97,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Published: 1 February 2024,Published: 1 February 2024,Copyright: © 2024 by the authors.,Copyright: © 2024 by the authors.,9.89,0,1,0,0,6.97,7.04,0.07,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Copyright: © 2024 by the authors.,Copyright: © 2024 by the authors.,"Licensee MDPI, Basel, Switzerland.","Licensee MDPI, Basel, Switzerland.",1.26,0,1,0,0,7.04,7.04,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"Licensee MDPI, Basel, Switzerland.","Licensee MDPI, Basel, Switzerland.",This article is an open access article,This article is an open access article,1.23,-0.22,1,0,0,7.04,7.04,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
This article is an open access article,This article is an open access article,distributed under the terms and,distributed,1.23,0.22,1,0,0,7.04,7.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
distributed under the terms and,distributed,conditions of the Creative Commons,conditions of the Creative Commons,1.23,0,1,0,0,7.04,7.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
conditions of the Creative Commons,conditions of the Creative Commons,Attribution CC BY license https://https://creativecommons.org/licenses/by/4.0/,Attribution (CC BY) license (https://,1.23,-0.27,1,0,0,7.04,7.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Attribution CC BY license https://https://creativecommons.org/licenses/by/4.0/,Attribution (CC BY) license (https://,creativecommons.org/licenses/by/https://creativecommons.org/licenses/by/4.0/,creativecommons.org/licenses/by/,1.23,0.27,1,0,0,7.04,7.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
creativecommons.org/licenses/by/https://creativecommons.org/licenses/by/4.0/,creativecommons.org/licenses/by/,4.0/.,4.0/).,1.23,0,1,0,0,7.04,6.97,-0.07,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
4.0/.,4.0/).,"Abstract: The nutritional quality of a colony significantly affects its health and strength, particularly","Abstract: The nutritional quality of a colony significantly affects its health and strength, particularly",-84.93,130.33,0,0,0,6.97,8.94,1.97,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"Abstract: The nutritional quality of a colony significantly affects its health and strength, particularly","Abstract: The nutritional quality of a colony significantly affects its health and strength, particularly",because it is required for population growth in the early spring. We investigated the impact of,because it is required for population growth in the early spring. We investigated the impact of,1.04,0.35,1,0,0,8.94,9.06,0.12,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
because it is required for population growth in the early spring. We investigated the impact of,because it is required for population growth in the early spring. We investigated the impact of,various artificial pollen substitute diets on colony performance in the Republic of Korea during early,various artificial pollen substitute diets on colony performance in the Republic of Korea during early,1,-0.25,1,0,0,9.06,8.91,-0.15,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
various artificial pollen substitute diets on colony performance in the Republic of Korea during early,various artificial pollen substitute diets on colony performance in the Republic of Korea during early,"spring, a critical period for colony health and growth. The colonies were provided with different","spring, a critical period for colony health and growth. The colonies were provided with different",1,0.25,1,0,0,8.91,9.06,0.15,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"spring, a critical period for colony health and growth. The colonies were provided with different","spring, a critical period for colony health and growth. The colonies were provided with different","diets, including the commercial product Megabee positive control, our developed diet Test A, and","diets, including the commercial product Megabee (positive control), our developed diet Test A, and",1,0,1,0,0,9.06,8.96,-0.09,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"diets, including the commercial product Megabee positive control, our developed diet Test A, and","diets, including the commercial product Megabee (positive control), our developed diet Test A, and","four upgraded versions Diet 1, Diet 2, Diet 3, and Diet 4 of Test A. The negative control group","four upgraded versions (Diet 1, Diet 2, Diet 3, and Diet 4) of Test A. The negative control group",1,0,1,0,0,8.96,9.06,0.09,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"four upgraded versions Diet 1, Diet 2, Diet 3, and Diet 4 of Test A. The negative control group","four upgraded versions (Diet 1, Diet 2, Diet 3, and Diet 4) of Test A. The negative control group","received no supplementary feed. Over 63 days, we observed 24 experimental colonies and assessed","received no supplementary feed. Over 63 days, we observed 24 experimental colonies and assessed",1,0,1,0,0,9.06,8.96,-0.09,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"received no supplementary feed. Over 63 days, we observed 24 experimental colonies and assessed","received no supplementary feed. Over 63 days, we observed 24 experimental colonies and assessed",various parameters at the colony and individual levels. The results revealed that Diet 2 had the,various parameters at the colony and individual levels. The results revealed that Diet 2 had the,1,-0.25,1,0,0,8.96,9.06,0.09,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
various parameters at the colony and individual levels. The results revealed that Diet 2 had the,various parameters at the colony and individual levels. The results revealed that Diet 2 had the,"highest consumption and had the most positive impact on population growth, the capped brood area,","highest consumption and had the most positive impact on population growth, the capped brood area,",1,0.25,1,0,0,9.06,8.88,-0.18,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"highest consumption and had the most positive impact on population growth, the capped brood area,","highest consumption and had the most positive impact on population growth, the capped brood area,","colony weight, honey bees’ weight, and vitellogenin levels. These findings suggested that Diet 2 is","colony weight, honey bees’ weight, and vitellogenin levels. These findings suggested that Diet 2 is",1,0,1,0,0,8.88,9.06,0.18,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"colony weight, honey bees’ weight, and vitellogenin levels. These findings suggested that Diet 2 is","colony weight, honey bees’ weight, and vitellogenin levels. These findings suggested that Diet 2 is",most attractive to honey bees and thus holds great promise for improving colony maintenance and,most attractive to honey bees and thus holds great promise for improving colony maintenance and,1,0,1,0,0,9.06,8.99,-0.06,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
most attractive to honey bees and thus holds great promise for improving colony maintenance and,most attractive to honey bees and thus holds great promise for improving colony maintenance and,development during the crucial early spring period.,development during the crucial early spring period.,1,0,1,0,1,8.99,8.97,-0.03,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
development during the crucial early spring period.,development during the crucial early spring period.,Keywords: honey bee; substitute diet; consumption; brood area; population; colony weight; honey,Keywords: honey bee; substitute diet; consumption; brood area; population; colony weight; honey,3.99,0,1,1,0,8.97,9,0.04,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Keywords: honey bee; substitute diet; consumption; brood area; population; colony weight; honey,Keywords: honey bee; substitute diet; consumption; brood area; population; colony weight; honey,bees weight; vitellogenin ; deformed wing virus,bees weight; vitellogenin; deformed wing virus,1.04,0,1,0,0,9,8.97,-0.04,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
bees weight; vitellogenin ; deformed wing virus,bees weight; vitellogenin; deformed wing virus,1. Introduction,1. Introduction,10.07,0,1,0,0,8.97,9.96,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
1. Introduction,1. Introduction,Honey bees  Apis mellifera L. primarily rely on nectar and pollen as their sources of,Honey bees (Apis mellifera L.) primarily rely on nectar and pollen as their sources of,1.43,21.26,0,0,0,9.96,10.04,0.08,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Honey bees  Apis mellifera L. primarily rely on nectar and pollen as their sources of,Honey bees (Apis mellifera L.) primarily rely on nectar and pollen as their sources of,"nutrition. They use nectar to produce honey, which serves as their primary carbohydrate","nutrition. They use nectar to produce honey, which serves as their primary carbohydrate",0.65,-21.26,0,0,0,10.04,10,-0.04,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"nutrition. They use nectar to produce honey, which serves as their primary carbohydrate","nutrition. They use nectar to produce honey, which serves as their primary carbohydrate",source  1 . Carbohydrates are the primary component of a honey bee’s diet and supply,source [1]. Carbohydrates are the primary component of a honey bee’s diet and supply,0.65,0,1,0,0,10,10.06,0.06,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
source  1 . Carbohydrates are the primary component of a honey bee’s diet and supply,source [1]. Carbohydrates are the primary component of a honey bee’s diet and supply,"energy for various functions, including muscular activity, maintaining body heat, and","energy for various functions, including muscular activity, maintaining body heat, and",0.65,0,1,0,0,10.06,10.06,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"energy for various functions, including muscular activity, maintaining body heat, and","energy for various functions, including muscular activity, maintaining body heat, and","supporting the essential operations of specific organs and glands, such as wax production  2 . Pollen provides a colony with nutritious proteins, lipids, vitamins, and minerals,","tion [2]. Pollen provides a colony with nutritious proteins, lipids, vitamins, and minerals,",3.77,0,1,0,0,10.06,10,-0.06,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"supporting the essential operations of specific organs and glands, such as wax production  2 . Pollen provides a colony with nutritious proteins, lipids, vitamins, and minerals,","tion [2]. Pollen provides a colony with nutritious proteins, lipids, vitamins, and minerals,",all of which are required for the growth of broods  3 . Proteins have significant effects on,all of which are required for the growth of broods [3]. Proteins have significant effects on,0.65,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
all of which are required for the growth of broods  3 . Proteins have significant effects on,all of which are required for the growth of broods [3]. Proteins have significant effects on,"physiological processes immune response, parasite tolerance and survival, worker lifespan,","physiological processes (immune response, parasite tolerance and survival, worker lifespan,",0.65,-0.3,1,1,0,10,9.86,-0.14,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"and drone reproductive quality, brood rearing, adult population development, and royal","and drone reproductive quality), brood rearing, adult population development, and royal",jelly production 4. Emerging bees and nurse bees require pollen or protein supplements,jelly production [4]. Emerging bees and nurse bees require pollen or protein supplements,1,0,1,0,0,9.95,9.96,0.01,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
jelly production 4. Emerging bees and nurse bees require pollen or protein supplements,jelly production [4]. Emerging bees and nurse bees require pollen or protein supplements,"in their diet that offer an adequate quantity and diversity of amino acids, as certain pollen","in their diet that offer an adequate quantity and diversity of amino acids, as certain pollen",1,0,1,0,0,9.96,9.93,-0.03,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"in their diet that offer an adequate quantity and diversity of amino acids, as certain pollen","in their diet that offer an adequate quantity and diversity of amino acids, as certain pollen",may lack essential amino acids that bees cannot synthesize themselves and require for their,may lack essential amino acids that bees cannot synthesize themselves and require for their,1,0,1,0,0,9.93,9.86,-0.07,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
may lack essential amino acids that bees cannot synthesize themselves and require for their,may lack essential amino acids that bees cannot synthesize themselves and require for their,"nutritional needs  2 . In 1953, De Groot reported that honey bees require arginine, histidine,","nutritional needs [2]. In 1953, De Groot reported that honey bees require arginine, histidine,",1,0,1,0,0,9.86,9.86,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"nutritional needs  2 . In 1953, De Groot reported that honey bees require arginine, histidine,","nutritional needs [2]. In 1953, De Groot reported that honey bees require arginine, histidine,","isoleucine, leucine, lysine, methionine, phenylalanine, threonine, tryptophan, and valine","isoleucine, leucine, lysine, methionine, phenylalanine, threonine, tryptophan, and valine",1,0,1,0,0,9.86,10.02,0.16,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"isoleucine, leucine, lysine, methionine, phenylalanine, threonine, tryptophan, and valine","isoleucine, leucine, lysine, methionine, phenylalanine, threonine, tryptophan, and valine","as essential amino acids  5 . However, the expansion of intensively cultivated landscapes","as essential amino acids [5]. However, the expansion of intensively cultivated landscapes",1,0,1,0,0,10.02,9.99,-0.03,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"as essential amino acids  5 . However, the expansion of intensively cultivated landscapes","as essential amino acids [5]. However, the expansion of intensively cultivated landscapes","is associated with a decrease in the protein content of beebread, which is fermented from","is associated with a decrease in the protein content of beebread, which is fermented from",1,0,1,0,0,9.99,10,0.01,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"is associated with a decrease in the protein content of beebread, which is fermented from","is associated with a decrease in the protein content of beebread, which is fermented from",pollen and serves as a primary protein source for honey bees 6.,pollen and serves as a primary protein source for honey bees [6].,1,-0.3,1,0,1,10,9.96,-0.04,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
pollen and serves as a primary protein source for honey bees 6.,pollen and serves as a primary protein source for honey bees [6].,Beekeepers feed supplementary pollen or pollen substitutes during times of pollen,Beekeepers feed supplementary pollen or pollen substitutes during times of pollen,1,21.56,0,1,0,9.96,10.06,0.1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Beekeepers feed supplementary pollen or pollen substitutes during times of pollen,Beekeepers feed supplementary pollen or pollen substitutes during times of pollen,dearth to maintain colony strength  7 . The protein-rich substances used in artificial bee,dearth to maintain colony strength [7]. The protein-rich substances used in artificial bee,1,-21.26,0,0,0,10.06,10.06,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
dearth to maintain colony strength  7 . The protein-rich substances used in artificial bee,dearth to maintain colony strength [7]. The protein-rich substances used in artificial bee,"diets include soy, pea, yeast, casein, eggs, and microalgae  2, 3 . Ideal pollen substitutes","diets include soy, pea, yeast, casein, eggs, and microalgae [2,3]. Ideal pollen substitutes",1,0,1,0,1,10.06,10.06,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"diets include soy, pea, yeast, casein, eggs, and microalgae  2, 3 . Ideal pollen substitutes","diets include soy, pea, yeast, casein, eggs, and microalgae [2,3]. Ideal pollen substitutes","should be fully accepted by honey bees year-round, provide comprehensive nutritional","should be fully accepted by honey bees year-round, provide comprehensive nutritional",1,0,1,1,0,10.06,10.06,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"should be fully accepted by honey bees year-round, provide comprehensive nutritional","should be fully accepted by honey bees year-round, provide comprehensive nutritional","support to meet their dietary needs, and be cost-effective  8 . A pollen substitute diet","support to meet their dietary needs, and be cost-effective [8]. A pollen substitute diet",1,0,1,0,1,10.06,10.06,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"support to meet their dietary needs, and be cost-effective  8 . A pollen substitute diet","support to meet their dietary needs, and be cost-effective [8]. A pollen substitute diet","should contain protein, lipids, and other nutritional sources  1, 2, 8 . A consistent supply of","should contain protein, lipids, and other nutritional sources [1,2,8]. A consistent supply of",1,0,1,1,1,10.06,9.92,-0.14,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
