text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
"Or, select the hamburger menu Windows or","Or, select the hamburger menu",the File menu macOS > Create and then select the,the File menu (macOS)  > Create and then select the,1.05,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,2,2,1
the File menu macOS > Create and then select the,the File menu (macOS)  > Create and then select the,appropriate file type and follow through the steps.,appropriate file type and follow through the steps.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,2,2,1
appropriate file type and follow through the steps.,appropriate file type and follow through the steps.,Method 2 : Drag and drop a file from your system to the,Method 2: Drag and drop a file from your system to the,4.46,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,2,2,1
Method 2 : Drag and drop a file from your system to the,Method 2: Drag and drop a file from your system to the,Acrobat Home page.,Acrobat Home page.,1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
Acrobat Home page.,Acrobat Home page.,Method 3: Right-click on the file and then select Convert to,Method 3: Right-click on the file and then select Convert to,4.49,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,2,2,1
Method 3: Right-click on the file and then select Convert to,Method 3: Right-click on the file and then select Convert to,Adobe PDF .,Adobe PDF.,1,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
Paper documents,Paper documents,Requires a scanner,(Requires a scanner),0.95,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
Requires a scanner,(Requires a scanner),Microsoft Office,Microsoft O?ce,63.34,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
Microsoft Office,Microsoft O?ce,documents,documents,0.95,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
documents,documents,Email messages,Email messages,75.37,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
Email messages,Email messages,Method 4: Open the file in its source application and go,Method 4: Open the file in its source application and go,-209.05,143.4,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
Method 4: Open the file in its source application and go,Method 4: Open the file in its source application and go,to Print - Adobe PDF printer .,to Print > Adobe PDF printer.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
to Print - Adobe PDF printer .,to Print > Adobe PDF printer.,"Method 1: From the top tools bar, select Create . Then,","Method 1: From the top tools bar, select Create. Then,",9.83,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
"Method 1: From the top tools bar, select Create . Then,","Method 1: From the top tools bar, select Create. Then,","select Scanner as the file type, select the scanner, and follow","select Scanner as the file type, select the scanner, and follow",1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
"select Scanner as the file type, select the scanner, and follow","select Scanner as the file type, select the scanner, and follow",through the steps or browse to locate a pre-scanned page.,through the steps or browse to locate a pre-scanned page.,0.95,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
through the steps or browse to locate a pre-scanned page.,through the steps or browse to locate a pre-scanned page.,"Or, select the hamburger menu Windows or","Or, select the hamburger menu",4.29,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
"Or, select the hamburger menu Windows or","Or, select the hamburger menu",the File menu macOS > Create from scanner and follow,the File menu (macOS) > Create from scanner and follow,1.02,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
the File menu macOS > Create from scanner and follow,the File menu (macOS) > Create from scanner and follow,through the workflow.,through the workflow.,0.95,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
through the workflow.,through the workflow.,Method 1 Windows only: From the authoring application,Method 1 (Windows only): From the authoring application,9.78,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
Method 1 Windows only: From the authoring application,Method 1 (Windows only): From the authoring application,"toolbar, select Adobe Acrobat - Create and Share Adobe","toolbar, select Adobe Acrobat > Create and Share Adobe",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
"toolbar, select Adobe Acrobat - Create and Share Adobe","toolbar, select Adobe Acrobat > Create and Share Adobe",PDF .,PDF.,0.95,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
PDF .,PDF.,Method 2 Windows only: Open the file in its source,Method 2 (Windows only): Open the file in its source,4.26,0,1,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
Method 2 Windows only: Open the file in its source,Method 2 (Windows only): Open the file in its source,application and then go to Print - Adobe PDF printer .,application and then go to Print > Adobe PDF printer.,0.98,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
application and then go to Print - Adobe PDF printer .,application and then go to Print > Adobe PDF printer.,Method 3 Windows only: Right-click on the file and,Method 3 (Windows only): Right-click on the file and,4.22,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
Method 3 Windows only: Right-click on the file and,Method 3 (Windows only): Right-click on the file and,select Convert to Adobe PDF .,select Convert to Adobe PDF.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
select Convert to Adobe PDF .,select Convert to Adobe PDF.,Method 4: Drag and drop the file from your system to the,Method 4: Drag and drop the file from your system to the,4.2,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
Method 4: Drag and drop the file from your system to the,Method 4: Drag and drop the file from your system to the,Acrobat Home page.,Acrobat Home page.,0.95,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
Acrobat Home page.,Acrobat Home page.,"Method 5 macOS only: From the authoring application,","Method 5 (macOS only): From the authoring application,",4.2,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
"Method 5 macOS only: From the authoring application,","Method 5 (macOS only): From the authoring application,",select File - Print - PDF - Save as Adobe PDF .,select File > Print > PDF > Save as Adobe PDF.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
select File - Print - PDF - Save as Adobe PDF .,select File > Print > PDF > Save as Adobe PDF.,Method 1 Windows only: Within Microsoft Outlook or Lotus,Method 1 (Windows only): Within Microsoft Outlook or Lotus,9.8,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
Method 1 Windows only: Within Microsoft Outlook or Lotus,Method 1 (Windows only): Within Microsoft Outlook or Lotus,"Notes, select Acrobat PDFMaker or select Adobe PDF menu","Notes, select Acrobat PDFMaker or select Adobe PDF menu",0.95,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
"Notes, select Acrobat PDFMaker or select Adobe PDF menu","Notes, select Acrobat PDFMaker or select Adobe PDF menu",options Outlook or the Actions menu Lotus Notes.,options (Outlook) or the Actions menu (Lotus Notes).,0.95,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
options Outlook or the Actions menu Lotus Notes.,options (Outlook) or the Actions menu (Lotus Notes).,"Method 2 Windows only: From the email application, go","Method 2 (Windows only): From the email application, go",4.2,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
"Method 2 Windows only: From the email application, go","Method 2 (Windows only): From the email application, go",to Print - Adobe PDF Create a PDF not a PDF Portfolio.,to Print > Adobe PDF Create a PDF (not a PDF Portfolio).,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
to Print - Adobe PDF Create a PDF not a PDF Portfolio.,to Print > Adobe PDF Create a PDF (not a PDF Portfolio).,Method 3 Outlook 2010 or later: From the email folder or,Method 3 (Outlook 2010 or later): From the email folder or,4.2,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
Method 3 Outlook 2010 or later: From the email folder or,Method 3 (Outlook 2010 or later): From the email folder or,"selection of messages, right-click and then select Convert to","selection of messages, right-click and then select Convert to",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
"selection of messages, right-click and then select Convert to","selection of messages, right-click and then select Convert to",Adobe PDF .,Adobe PDF.,0.95,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
Web pages,Web pages,Content copied on the,Content copied on the,71.78,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
Content copied on the,Content copied on the,clipboard,clipboard,0.95,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
clipboard,clipboard,AutoCAD files Acrobat,AutoCAD files (Acrobat,59.95,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
AutoCAD files Acrobat,AutoCAD files (Acrobat,Pro for Windows only,Pro for Windows only),0.93,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
Pro for Windows only,Pro for Windows only),"Method 1: From the top tools bar, select Create . Then,","Method 1: From the top tools bar, select Create. Then,",-209.88,143.4,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
"Method 1: From the top tools bar, select Create . Then,","Method 1: From the top tools bar, select Create. Then,",select Web page as the file type and follow through the,select Web page as the file type and follow through the,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
select Web page as the file type and follow through the,select Web page as the file type and follow through the,steps.,steps.,0.95,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
steps.,steps.,"Or, select the hamburger menu Windows or","Or, select the hamburger menu",4.29,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,4,1
"Or, select the hamburger menu Windows or","Or, select the hamburger menu",the File menu macOS > Create - PDF from web page and,the File menu (macOS) > Create > PDF from web page and,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
the File menu macOS > Create - PDF from web page and,the File menu (macOS) > Create > PDF from web page and,follow through the workflow.,follow through the workflow.,0.95,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
follow through the workflow.,follow through the workflow.,Method 2: Drag and drop the HTML file from your system to,Method 2: Drag and drop the HTML file from your system to,4.22,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,4,1
Method 2: Drag and drop the HTML file from your system to,Method 2: Drag and drop the HTML file from your system to,the Acrobat Home page.,the Acrobat Home page.,0.95,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
the Acrobat Home page.,the Acrobat Home page.,Method 3: Right-click on the file and then select Convert to,Method 3: Right-click on the file and then select Convert to,4.2,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,4,1
Method 3: Right-click on the file and then select Convert to,Method 3: Right-click on the file and then select Convert to,Adobe PDF.,Adobe PDF.,0.95,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
Adobe PDF.,Adobe PDF.,"Method 4: From the top-right corner of the webpage,","Method 4: From the top-right corner of the webpage,",4.2,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,4,1
"Method 4: From the top-right corner of the webpage,","Method 4: From the top-right corner of the webpage,",select - Print - Adobe PDF .,> Print > Adobe PDF.,3.9,48.12,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
select - Print - Adobe PDF .,> Print > Adobe PDF.,"Method 1: From the top tools bar, select Create . Then,","Method 1: From the top tools bar, select Create. Then,",9.85,-48.12,0,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,4,1
"Method 1: From the top tools bar, select Create . Then,","Method 1: From the top tools bar, select Create. Then,",select Clipboard as the file type and follow through the,select Clipboard as the file type and follow through the,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
select Clipboard as the file type and follow through the,select Clipboard as the file type and follow through the,steps.,steps.,0.95,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
steps.,steps.,"Or, select the hamburger menu Windows or","Or, select the hamburger menu",4.29,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,4,1
"Or, select the hamburger menu Windows or","Or, select the hamburger menu",the File menu macOS > Create - PDF from clipboard and,the File menu (macOS) > Create > PDF from clipboard and,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
the File menu macOS > Create - PDF from clipboard and,the File menu (macOS) > Create > PDF from clipboard and,follow through the workflow.,follow through the workflow.,0.95,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
follow through the workflow.,follow through the workflow.,"Method 1: From the top tools bar, select Create and then","Method 1: From the top tools bar, select Create and then",9.85,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,4,1
"Method 1: From the top tools bar, select Create and then","Method 1: From the top tools bar, select Create and then",select the file.,select the file.,0.95,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
select the file.,select the file.,"Or, select the hamburger menu Windows or","Or, select the hamburger menu",4.29,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,4,1
"Or, select the hamburger menu Windows or","Or, select the hamburger menu",the File menu macOS > Create - PDF from file and follow,the File menu (macOS) > Create > PDF from file and follow,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
the File menu macOS > Create - PDF from file and follow,the File menu (macOS) > Create > PDF from file and follow,through the workflow.,through the workflow.,0.95,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
through the workflow.,through the workflow.,Method 2: Drag and drop the HTML file from your system to,Method 2: Drag and drop the HTML file from your system to,4.22,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,4,1
Method 2: Drag and drop the HTML file from your system to,Method 2: Drag and drop the HTML file from your system to,the Acrobat Home page.,the Acrobat Home page.,0.95,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
the Acrobat Home page.,the Acrobat Home page.,Method 3: Right-click the file and select Convert to Adobe,Method 3: Right-click the file and select Convert to Adobe,4.24,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,4,1
Method 3: Right-click the file and select Convert to Adobe,Method 3: Right-click the file and select Convert to Adobe,PDF .,PDF.,0.95,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
PDF .,PDF.,"Method 4: Within AutoCAD, go to Print - Adobe PDF .","Method 4: Within AutoCAD, go to Print > Adobe PDF.",4.28,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,4,4,1
"Adobe Photoshop,","Adobe Photoshop,","Adobe Illustrator, and","Adobe Illustrator, and",0.94,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,5,5,1
"Adobe Illustrator, and","Adobe Illustrator, and",Adobe InDesign files,Adobe InDesign files,0.94,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,5,5,1
Adobe InDesign files,Adobe InDesign files,PostScript and EPS files,PostScript and EPS files,50.87,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,5,5,1
PostScript and EPS files,PostScript and EPS files,3D files Acrobat Pro,3D files (Acrobat Pro),66.34,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,5,5,1
3D files Acrobat Pro,3D files (Acrobat Pro),"Method 1: From the top tools bar, select Create a PDF and","Method 1: From the top tools bar, select Create a PDF and",-165.95,143.4,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,5,5,1
"Method 1: From the top tools bar, select Create a PDF and","Method 1: From the top tools bar, select Create a PDF and",then select the file.,then select the file.,0.94,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,5,5,1
then select the file.,then select the file.,"Or, select the hamburger menu Windows or","Or, select the hamburger menu",4.26,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,5,5,1
"Or, select the hamburger menu Windows or","Or, select the hamburger menu",the File menu macOS > Create - PDF from file and follow,the File menu (macOS) > Create > PDF from file and follow,0.99,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,5,5,1
the File menu macOS > Create - PDF from file and follow,the File menu (macOS) > Create > PDF from file and follow,through the workflow.,through the workflow.,0.94,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,5,5,1
through the workflow.,through the workflow.,Method 2: Drag and drop the file from your system to the,Method 2: Drag and drop the file from your system to the,4.19,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,5,5,1
Method 2: Drag and drop the file from your system to the,Method 2: Drag and drop the file from your system to the,Acrobat Home page.,Acrobat Home page.,0.94,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,5,5,1
Acrobat Home page.,Acrobat Home page.,"Method 1: From the top tools bar, select Create and then","Method 1: From the top tools bar, select Create and then",9.76,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,5,5,1
"Method 1: From the top tools bar, select Create and then","Method 1: From the top tools bar, select Create and then",select the file.,select the file.,0.94,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,5,5,1
select the file.,select the file.,"Or, select the hamburger menu Windows or","Or, select the hamburger menu",4.26,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,5,5,1
