text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
"Their method, based on Neural Euler’s Rotation Equations NERE, predicted molecular rotations by modeling the forces and torques between ligand and protein atoms. However, the current implementation of","eling the forces and torques between ligand and protein atoms. However, the current implementation of","NERE for antibody modeling only considers backbone atoms and omits side-chain atoms, which are crucial","NERE for antibody modeling only considers backbone atoms and omits side-chain atoms, which are crucial",1,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"NERE for antibody modeling only considers backbone atoms and omits side-chain atoms, which are crucial","NERE for antibody modeling only considers backbone atoms and omits side-chain atoms, which are crucial",for accurately estimating binding affinity.,for accurately estimating binding affinity.,1,0,1,1,0,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
for accurately estimating binding affinity.,for accurately estimating binding affinity.,"Docking, a central process in drug discovery, has also seen innovation through GNN-based approaches.","Docking, a central process in drug discovery, has also seen innovation through GNN-based approaches.",1,14.94,0,0,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"Docking, a central process in drug discovery, has also seen innovation through GNN-based approaches.","Docking, a central process in drug discovery, has also seen innovation through GNN-based approaches.","E3Bind 26 introduced an end-to-end model that directly generates ligand coordinates, thus eliminating","E3Bind [26] introduced an end-to-end model that directly generates ligand coordinates, thus eliminating",1,-14.94,0,1,0,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"E3Bind 26 introduced an end-to-end model that directly generates ligand coordinates, thus eliminating","E3Bind [26] introduced an end-to-end model that directly generates ligand coordinates, thus eliminating","the need for traditional sampling procedures and coordinate reconstructions. Similarly, FABind 83 combined pocket prediction and docking in an integrated model for fast and accurate binding pose prediction. A",bined pocket prediction and docking in an integrated model for fast and accurate binding pose prediction. A,4.92,0,1,0,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"the need for traditional sampling procedures and coordinate reconstructions. Similarly, FABind 83 combined pocket prediction and docking in an integrated model for fast and accurate binding pose prediction. A",bined pocket prediction and docking in an integrated model for fast and accurate binding pose prediction. A,"unique ligand-informed pocket prediction module was used to guide the docking process, with successive","unique ligand-informed pocket prediction module was used to guide the docking process, with successive",1,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"unique ligand-informed pocket prediction module was used to guide the docking process, with successive","unique ligand-informed pocket prediction module was used to guide the docking process, with successive",refinements optimizing the ligand-protein binding pose. The model further enhanced the docking process by,refinements optimizing the ligand-protein binding pose. The model further enhanced the docking process by,1,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
refinements optimizing the ligand-protein binding pose. The model further enhanced the docking process by,refinements optimizing the ligand-protein binding pose. The model further enhanced the docking process by,"incrementally integrating the predicted pockets to optimize protein-ligand binding. However, ablation studies indicated that different components contribute to the model’s performance in varying degrees, suggesting","ies indicated that different components contribute to the model’s performance in varying degrees, suggesting",4.92,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"incrementally integrating the predicted pockets to optimize protein-ligand binding. However, ablation studies indicated that different components contribute to the model’s performance in varying degrees, suggesting","ies indicated that different components contribute to the model’s performance in varying degrees, suggesting","potential inefficiencies in the overall architecture. More recently, NeuralMD 84 provided a fine-grained","potential inefficiencies in the overall architecture. More recently, NeuralMD [84] provided a fine-grained",1,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"potential inefficiencies in the overall architecture. More recently, NeuralMD 84 provided a fine-grained","potential inefficiencies in the overall architecture. More recently, NeuralMD [84] provided a fine-grained","simulation of protein-ligand binding dynamics. The model included BindingNet, which adhered to group","simulation of protein-ligand binding dynamics. The model included BindingNet, which adhered to group",1,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"simulation of protein-ligand binding dynamics. The model included BindingNet, which adhered to group","simulation of protein-ligand binding dynamics. The model included BindingNet, which adhered to group","symmetry and captured multi-level interactions, and a neural ordinary differential equation ODE solver","symmetry and captured multi-level interactions, and a neural ordinary differential equation (ODE) solver",1,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"symmetry and captured multi-level interactions, and a neural ordinary differential equation ODE solver","symmetry and captured multi-level interactions, and a neural ordinary differential equation (ODE) solver",that modeled the physical trajectories of atoms based on Newtonian mechanics.,that modeled the physical trajectories of atoms based on Newtonian mechanics.,1,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
that modeled the physical trajectories of atoms based on Newtonian mechanics.,that modeled the physical trajectories of atoms based on Newtonian mechanics.,"EquiPocket 85, distinct from the aforementioned methods, focused specifically on predicting ligand","EquiPocket [85], distinct from the aforementioned methods, focused specifically on predicting ligand",1,14.94,0,1,0,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"EquiPocket 85, distinct from the aforementioned methods, focused specifically on predicting ligand","EquiPocket [85], distinct from the aforementioned methods, focused specifically on predicting ligand",binding sites for given 3D protein structures. It introduced three novel modules: a local geometric modeling,binding sites for given 3D protein structures. It introduced three novel modules: a local geometric modeling,1,-14.94,0,0,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
binding sites for given 3D protein structures. It introduced three novel modules: a local geometric modeling,binding sites for given 3D protein structures. It introduced three novel modules: a local geometric modeling,"module to extract features from individual surface atoms, a global structural module to encode the chemical and spatial context of the entire protein, and a surface message-passing module to learn surface-level","ical and spatial context of the entire protein, and a surface message-passing module to learn surface-level",4.92,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"module to extract features from individual surface atoms, a global structural module to encode the chemical and spatial context of the entire protein, and a surface message-passing module to learn surface-level","ical and spatial context of the entire protein, and a surface message-passing module to learn surface-level","geometric patterns. In contrast to CNN-based methods, which suffer from inefficiencies due to voxelization","geometric patterns. In contrast to CNN-based methods, which suffer from inefficiencies due to voxelization",1,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"geometric patterns. In contrast to CNN-based methods, which suffer from inefficiencies due to voxelization","geometric patterns. In contrast to CNN-based methods, which suffer from inefficiencies due to voxelization","of irregular protein surfaces, EquiPocket avoids computational redundancy and excessive memory usage","of irregular protein surfaces, EquiPocket avoids computational redundancy and excessive memory usage",1,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"of irregular protein surfaces, EquiPocket avoids computational redundancy and excessive memory usage","of irregular protein surfaces, EquiPocket avoids computational redundancy and excessive memory usage",through its surface-based geometric design.,through its surface-based geometric design.,1,0,1,1,0,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
through its surface-based geometric design.,through its surface-based geometric design.,5 Prediction of Drug-Drug Interactions,Prediction of Drug-Drug Interactions,7.08,21.52,0,0,0,9.96,14.35,4.38,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0
5 Prediction of Drug-Drug Interactions,Prediction of Drug-Drug Interactions,"Predicting and understanding DDIs is a critical step in computational drug discovery, especially in the context of drug combination therapies 86, 87, 88, in which case multiple drugs are commonly used together","text of drug combination therapies [86, 87, 88], in which case multiple drugs are commonly used together",8.03,-21.52,0,0,0,14.35,9.96,-4.38,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0
"Predicting and understanding DDIs is a critical step in computational drug discovery, especially in the context of drug combination therapies 86, 87, 88, in which case multiple drugs are commonly used together","text of drug combination therapies [86, 87, 88], in which case multiple drugs are commonly used together","in clinical practice to treat complex diseases such as cancer 89, 90, 91. However, polypharmacy elevates","in clinical practice to treat complex diseases such as cancer [89, 90, 91]. However, polypharmacy elevates",1,0,1,0,0,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"in clinical practice to treat complex diseases such as cancer 89, 90, 91. However, polypharmacy elevates","in clinical practice to treat complex diseases such as cancer [89, 90, 91]. However, polypharmacy elevates","the risk of adverse DDIs, potentially compromising therapeutic efficacy, posing serious health risks, and","the risk of adverse DDIs, potentially compromising therapeutic efficacy, posing serious health risks, and",1,0,1,0,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"the risk of adverse DDIs, potentially compromising therapeutic efficacy, posing serious health risks, and","the risk of adverse DDIs, potentially compromising therapeutic efficacy, posing serious health risks, and","increasing healthcare costs 92, 93, 94. Historically, many DDIs were discovered via clinical case reports","increasing healthcare costs [92, 93, 94]. Historically, many DDIs were discovered via clinical case reports",1,0,1,1,0,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"increasing healthcare costs 92, 93, 94. Historically, many DDIs were discovered via clinical case reports","increasing healthcare costs [92, 93, 94]. Historically, many DDIs were discovered via clinical case reports","or mined from electronic health records EHRs 95, 96. Computational approaches, particularly those","or mined from electronic health records (EHRs) [95, 96]. Computational approaches, particularly those",1,0,1,0,0,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
DDI Event,DDI Event,Graph,Graph,0.38,4.35,1,0,0,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Graph,Graph,Red Edge:,Red Edge:,1.23,17.93,0,0,0,4.9,3.5,-1.4,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,2,1
Red Edge:,Red Edge:,DDI type 1,DDI type 1,0.27,0,1,0,0,3.5,3.5,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,2,2,1
DDI type 1,DDI type 1,Blue Edge:,Blue Edge:,0.93,-0.29,1,0,0,3.5,3.5,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
Blue Edge:,Blue Edge:,DDI type 2,DDI type 2,0.27,0.29,1,0,0,3.5,3.5,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,2,2,1
DDI type 2,DDI type 2,Green Edge:,Green Edge:,0.92,-1.66,1,0,0,3.5,3.5,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1
Green Edge:,Green Edge:,DDI type 3,DDI type 3,0.27,1.66,1,0,0,3.5,3.5,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,2,2,1
DDI type 3,DDI type 3,Drug,Drug,15.99,-16.43,0,0,0,3.5,4.9,1.4,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,2,1
Drug,Drug,Structural,Structural,0.38,-5.85,0,0,0,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Structural,Structural,Information,Information,-9.14,158.01,0,0,1,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Information,Information,Patient Medical,Patient Medical,27.06,-164.27,0,1,0,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Patient Medical,Patient Medical,History,History,0.38,9.39,0,0,0,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
History,History,General DDI Prediction,General DDI Prediction,-57.71,95.4,0,0,1,4.9,8.75,3.85,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
General DDI Prediction,General DDI Prediction,Embeddings,Embeddings,2.32,56.67,0,1,1,8.75,4.9,-3.85,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Embeddings,Embeddings,GNN Blocks,GNN Blocks,5.2,-65.49,0,1,1,4.9,3.85,-1.05,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
GNN Blocks,GNN Blocks,Auxiliary,Auxiliary,12.1,71.42,0,1,1,3.85,4.9,1.05,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Auxiliary,Auxiliary,Information,Information,9.86,-163.04,0,1,0,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Information,Information,GNN Blocks Embeddings,GNN Blocks,-2.79,93.01,0,0,1,4.9,3.85,-1.05,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
GNN Blocks Embeddings,GNN Blocks,Embeddings,Embeddings,-0.65,66.08,0,1,1,3.85,4.9,1.05,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Embeddings,Embeddings,Embedding Block,Embedding Block,25.22,-77.11,0,1,1,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Embedding Block,Embedding Block,Aggregation,Aggregation,-37.21,121.25,0,1,0,4.9,3.85,-1.05,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Aggregation,Aggregation,Aggregation,Aggregation,32.93,0,1,0,0,3.85,3.85,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Aggregation,Aggregation,MLP,MLP,-35.06,68.43,0,0,0,3.85,3.85,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
MLP,MLP,MLP,MLP,32.93,-2.39,1,0,0,3.85,3.85,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
MLP,MLP,Latent,Latent,-42.62,-25.55,0,0,0,3.85,4.9,1.05,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Latent,Latent,Embedding,Embeddings,35.58,-85.28,0,0,1,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Embedding,Embeddings,Latent,Latent,-4.12,85.28,0,1,0,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Latent,Latent,Embedding,Embedding,-33.8,-5.98,0,0,0,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Embedding,Embedding,DDI,DDI,-3.26,62.22,0,0,0,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
DDI,DDI,Prediction,Prediction,0.38,-7.76,0,0,0,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Prediction,Prediction,Drug Safe,Drug Safe,31.01,0.41,1,0,0,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Drug Safe,Drug Safe,Usage Score,Usage Score,0.38,-3.27,1,0,0,4.9,4.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Usage Score,Usage Score,0.9,0.9,1.24,13.07,0,0,0,4.9,2.1,-2.8,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
0.9,0.9,0.2,0.2,1.18,0.22,1,0,0,2.1,2.1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
0.2,0.2,0.1,0.1,1.18,0,1,0,0,2.1,2.1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
0.1,0.1,0.3,0.3,1.18,0,1,0,0,2.1,2.1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
0.3,0.3,0.8,0.8,1.18,0,1,0,0,2.1,2.1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
0.8,0.8,0.2,0.2,1.3,0,1,0,0,2.1,2.1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
0.2,0.2,0.75,0.75,1.07,-0.58,1,0,0,2.1,2.1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
0.75,0.75,Drug Recommendation for Individual Patients,Drug Recommendation for Individual Patients,10.5,-240.17,0,0,1,2.1,8.75,6.65,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Drug Recommendation for Individual Patients,Drug Recommendation for Individual Patients,Figure 4: The general process of DDI prediction based on GNN models. Possible inputs for the general DDI,Figure 4: The general process of DDI prediction based on GNN models. Possible inputs for the general DDI,7.58,-128.12,0,1,1,8.75,9.96,1.21,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
Figure 4: The general process of DDI prediction based on GNN models. Possible inputs for the general DDI,Figure 4: The general process of DDI prediction based on GNN models. Possible inputs for the general DDI,"prediction the one inside the small rectangle include DDI event graphs, and drug molecular structures,","prediction (the one inside the small rectangle) include DDI event graphs, and drug molecular structures,",0.9,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"prediction the one inside the small rectangle include DDI event graphs, and drug molecular structures,","prediction (the one inside the small rectangle) include DDI event graphs, and drug molecular structures,",either individually or jointly. Additional auxiliary data can be incorporated into the models. GNN blocks,either individually or jointly. Additional auxiliary data can be incorporated into the models. GNN blocks,0.9,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
either individually or jointly. Additional auxiliary data can be incorporated into the models. GNN blocks,either individually or jointly. Additional auxiliary data can be incorporated into the models. GNN blocks,"map the inputs into the latent space, which will be utilized for DDI prediction. By including patient medical","map the inputs into the latent space, which will be utilized for DDI prediction. By including patient medical",0.9,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"map the inputs into the latent space, which will be utilized for DDI prediction. By including patient medical","map the inputs into the latent space, which will be utilized for DDI prediction. By including patient medical","history, the model can be extended to perform patient-specific drug safety recommendations.","history, the model can be extended to perform patient-specific drug safety recommendations.",0.9,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"history, the model can be extended to perform patient-specific drug safety recommendations.","history, the model can be extended to perform patient-specific drug safety recommendations.","based on machine learning, now offer scalable and cost-effective alternatives to identify novel candidate","based on machine learning, now offer scalable and cost-effective alternatives to identify novel candidate",6.85,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,2,2,0
"based on machine learning, now offer scalable and cost-effective alternatives to identify novel candidate","based on machine learning, now offer scalable and cost-effective alternatives to identify novel candidate","interactions, either synergistic or adverse ones, beforehand.","interactions, either synergistic or adverse ones, beforehand.",0.9,0,1,1,0,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"interactions, either synergistic or adverse ones, beforehand.","interactions, either synergistic or adverse ones, beforehand.","Recent computational strategies for DDI prediction can be broadly categorized into two paradigms,","Recent computational strategies for DDI prediction can be broadly categorized into two paradigms,",0.9,14.94,0,0,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
"Recent computational strategies for DDI prediction can be broadly categorized into two paradigms,","Recent computational strategies for DDI prediction can be broadly categorized into two paradigms,","illustrated in Fig. 4: 1 general DDI prediction, which identifies potential interactions across large drug","illustrated in Fig. 4: (1) general DDI prediction, which identifies potential interactions across large drug",0.9,-14.94,0,1,0,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"illustrated in Fig. 4: 1 general DDI prediction, which identifies potential interactions across large drug","illustrated in Fig. 4: (1) general DDI prediction, which identifies potential interactions across large drug","populations; and 2 personalized drug combination recommendation, which tailors treatment regimens by","populations; and (2) personalized drug combination recommendation, which tailors treatment regimens by",0.9,0,1,0,0,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"populations; and 2 personalized drug combination recommendation, which tailors treatment regimens by","populations; and (2) personalized drug combination recommendation, which tailors treatment regimens by","further considering individual patient health profiles and personal DDI risk. In this subsection, we will first","further considering individual patient health profiles and personal DDI risk. In this subsection, we will first",0.9,0,1,0,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"further considering individual patient health profiles and personal DDI risk. In this subsection, we will first","further considering individual patient health profiles and personal DDI risk. In this subsection, we will first","focus on general DDI prediction, and examine commonly used input data types, followed by the discussion","focus on general DDI prediction, and examine commonly used input data types, followed by the discussion",0.9,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"focus on general DDI prediction, and examine commonly used input data types, followed by the discussion","focus on general DDI prediction, and examine commonly used input data types, followed by the discussion",of recent developments in problem formulations and model architectures. We conclude this subsection with,of recent developments in problem formulations and model architectures. We conclude this subsection with,0.9,0,1,1,1,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
of recent developments in problem formulations and model architectures. We conclude this subsection with,of recent developments in problem formulations and model architectures. We conclude this subsection with,discussions on personalized drug combination recommendation.,discussions on personalized drug combination recommendation.,0.9,0,1,1,0,9.96,9.96,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
