text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
8. Family Domiciled Away From Post8. Family Domiciled Away From Post8. Family Domiciled Away From Post8. Family Domiciled Away From Post8. Family Domiciled Away From Post8. Family Domiciled Away From Post8. Family Domiciled Away From Post,8. Family Domiciled Away From Post,Name of Family MemberRelationshipDOB Except  Spouse or Domestic Partner mm-dd-yyyyPercentage of SupportDate of Departure from Post mm-dd-yyyyDate of Departure from Post mm-dd-yyyyResidence Address,Percentage of,-7.52,271,0,0,1,10,10,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1
Name of Family MemberRelationshipDOB Except  Spouse or Domestic Partner mm-dd-yyyyPercentage of SupportDate of Departure from Post mm-dd-yyyyDate of Departure from Post mm-dd-yyyyResidence Address,Percentage of,DS-0130,DS-0130,14.59,-269,0,1,0,10,8,-2,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1
DS-0130,DS-0130,May-17,May-17,-0.67,0,1,0,0,8,8,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"13. Employee Name Last, First, MI. 14. Check One: Estimated or LQA Expenses for the Period mm-dd-yyyy From To ActualCol2Col3Col4Col5",LQA Expenses for the Period (mm-dd-yyyy),"15. FOR OFFICIAL USE ONLY Foreign currency rate used to compute expenses listed under Item 16 For personally owned quarters POQ, date of original purchase mm-dd-yyyy Exchange rate at time of original purchase Number of years already claimed for rent portion of LQA15. FOR OFFICIAL USE ONLY Foreign currency rate used to compute expenses listed under Item 16 For personally owned quarters POQ, date of original purchase mm-dd-yyyy Exchange rate at time of original purchase Number of years already claimed for rent portion of LQA15. FOR OFFICIAL USE ONLY Foreign currency rate used to compute expenses listed under Item 16 For personally owned quarters POQ, date of original purchase mm-dd-yyyy Exchange rate at time of original purchase Number of years already claimed for rent portion of LQA15. FOR OFFICIAL USE ONLY Foreign currency rate used to compute expenses listed under Item 16 For personally owned quarters POQ, date of original purchase mm-dd-yyyy Exchange rate at time of original purchase Number of years already claimed for rent portion of LQA15. FOR OFFICIAL USE ONLY Foreign currency rate used to compute expenses listed under Item 16 For personally owned quarters POQ, date of original purchase mm-dd-yyyy Exchange rate at time of original purchase Number of years already claimed for rent portion of LQA",15.  FOR OFFICIAL USE ONLY,0.62,-10,0,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1
"15. FOR OFFICIAL USE ONLY Foreign currency rate used to compute expenses listed under Item 16 For personally owned quarters POQ, date of original purchase mm-dd-yyyy Exchange rate at time of original purchase Number of years already claimed for rent portion of LQA15. FOR OFFICIAL USE ONLY Foreign currency rate used to compute expenses listed under Item 16 For personally owned quarters POQ, date of original purchase mm-dd-yyyy Exchange rate at time of original purchase Number of years already claimed for rent portion of LQA15. FOR OFFICIAL USE ONLY Foreign currency rate used to compute expenses listed under Item 16 For personally owned quarters POQ, date of original purchase mm-dd-yyyy Exchange rate at time of original purchase Number of years already claimed for rent portion of LQA15. FOR OFFICIAL USE ONLY Foreign currency rate used to compute expenses listed under Item 16 For personally owned quarters POQ, date of original purchase mm-dd-yyyy Exchange rate at time of original purchase Number of years already claimed for rent portion of LQA15. FOR OFFICIAL USE ONLY Foreign currency rate used to compute expenses listed under Item 16 For personally owned quarters POQ, date of original purchase mm-dd-yyyy Exchange rate at time of original purchase Number of years already claimed for rent portion of LQA",15.  FOR OFFICIAL USE ONLY,"16. The following expenses were actually incurred or are estimated for the period claimed in Block 14. Expenses should be supported by lease or rental agreement, receipts or canceled checks. If unobtainable, explain why under Block 17, Remarks.A Foreign Currency Expenses B U.S. Dollar ExpensesC For Official Use OnlyD For Official Use Only",For Official,2.5,415,0,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1
"16. The following expenses were actually incurred or are estimated for the period claimed in Block 14. Expenses should be supported by lease or rental agreement, receipts or canceled checks. If unobtainable, explain why under Block 17, Remarks.A Foreign Currency Expenses B U.S. Dollar ExpensesC For Official Use OnlyD For Official Use Only",For Official,Items a through j are rent and rent-related expenses,Items (a) through (j) are rent and rent-related expenses,-4.12,-416,0,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1
Items a through j are rent and rent-related expenses,Items (a) through (j) are rent and rent-related expenses,"a Rent, if leased; or 10% of original purchase price, if owned Claim limit: 10 years","(a)  Rent, if leased; or 10% of original purchase price, if owned",-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"a Rent, if leased; or 10% of original purchase price, if owned Claim limit: 10 years","(a)  Rent, if leased; or 10% of original purchase price, if owned",b Garage rental Not to exceed 25% of maximum LQA rate,(b)  Garage rental (Not to exceed 25% of maximum LQA rate),-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
b Garage rental Not to exceed 25% of maximum LQA rate,(b)  Garage rental (Not to exceed 25% of maximum LQA rate),c Furniture rental Not to exceed 25% of maximum LQA rate,(c)  Furniture rental (Not to exceed 25% of maximum LQA rate),-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
c Furniture rental Not to exceed 25% of maximum LQA rate,(c)  Furniture rental (Not to exceed 25% of maximum LQA rate),d Insurance on rented property and/or furnishings required by local law to be paid by lessee,(d)  Insurance on rented property and/or furnishings required,-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
d Insurance on rented property and/or furnishings required by local law to be paid by lessee,(d)  Insurance on rented property and/or furnishings required,e Taxes levied by the local government and required by law or custom to be paid by lessee,(e)  Taxes levied by the local government and required by law,-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
e Taxes levied by the local government and required by law or custom to be paid by lessee,(e)  Taxes levied by the local government and required by law,"f Land rent, if required by local law or custom Applies only to POQ","(f)  Land rent, if required by local law or custom (Applies only",-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"f Land rent, if required by local law or custom Applies only to POQ","(f)  Land rent, if required by local law or custom (Applies only",g Agent's fee if mandatory by law or custom and is condition of obtaining lease,(g)  Agent's fee if mandatory by law or custom and is condition,-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
g Agent's fee if mandatory by law or custom and is condition of obtaining lease,(g)  Agent's fee if mandatory by law or custom and is condition,h Apartment/Condominium fees Excluding single family dwelling and POQ,(h)  Apartment/Condominium fees (Excluding single family,-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
h Apartment/Condominium fees Excluding single family dwelling and POQ,(h)  Apartment/Condominium fees (Excluding single family,"i Interest on a loan from American Institution To finance ""Key Money"" paid to landlord",(i)  Interest on a loan from American Institution To finance,-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"i Interest on a loan from American Institution To finance ""Key Money"" paid to landlord",(i)  Interest on a loan from American Institution To finance,j Appreciation fee paid directly to landlord. Must appear on lease or rental agreement,(j)  Appreciation fee paid directly to landlord.  Must appear on,-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
j Appreciation fee paid directly to landlord. Must appear on lease or rental agreement,(j)  Appreciation fee paid directly to landlord.  Must appear on,Items k through o are utilities and utility related expenses,Items (k) through (o) are utilities and utility related expenses,-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1
Items k through o are utilities and utility related expenses,Items (k) through (o) are utilities and utility related expenses,"k Heat - Gas, Fuel","(k) Heat - Gas, Fuel",-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"k Heat - Gas, Fuel","(k) Heat - Gas, Fuel",I Electricity,(I) Electricity,-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1
I Electricity,(I) Electricity,"m Other Heat, Fuel specify~~Page 3 of 4~~","(m) Other Heat, Fuel (specify)",-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"m Other Heat, Fuel specify~~Page 3 of 4~~","(m) Other Heat, Fuel (specify)",n Water,(n) Water,-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
n Water,(n) Water,o Garbage and Trash Disposal,(o) Garbage and Trash Disposal,-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
o Garbage and Trash Disposal,(o) Garbage and Trash Disposal,Total Expenses Claimed For This Period,Total Expenses Claimed For This Period,-62.5,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1
Total Expenses Claimed For This Period,Total Expenses Claimed For This Period,DS-0130,DS-0130,1,2,1,0,0,10,8,-2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
"For Official Use Only DSSR 135 and 136 Quarters Allowance Group WF ""With Family"" WOF ""Without Family"" Maximum Annual LQA Rate DSSR 920, Plus 10%, 20% or 30% For Additional Family Members = Daily LQA Rate = Annual LQA Rate Divided By Number Of Days In Calendar Year. Biweekly Rate = Daily Rate Times 14. Any Other Period = Daily Rate Times Number Of Days Claimed. Number Of Days Claimed LQA This Period Begin Date Claimed mm-dd-yyyy End Date Claimed mm-dd-yyyy 18.For Official Use Only DSSR 135 and 136 Quarters Allowance Group WF ""With Family"" WOF ""Without Family"" Maximum Annual LQA Rate DSSR 920, Plus 10%, 20% or 30% For Additional Family Members = Daily LQA Rate = Annual LQA Rate Divided By Number Of Days In Calendar Year. Biweekly Rate = Daily Rate Times 14. Any Other Period = Daily Rate Times Number Of Days Claimed. Number Of Days Claimed LQA This Period Begin Date Claimed mm-dd-yyyy End Date Claimed mm-dd-yyyy 18.",18,Employee Statement:I certify that the amounts claimed above were incurred for the period claimed or are estimated to the best of my knowledge for future costs. 19.Employee Statement:I certify that the amounts claimed above were incurred for the period claimed or are estimated to the best of my knowledge for future costs. 19.,19,8.8,2,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1
Employee Statement:I certify that the amounts claimed above were incurred for the period claimed or are estimated to the best of my knowledge for future costs. 19.Employee Statement:I certify that the amounts claimed above were incurred for the period claimed or are estimated to the best of my knowledge for future costs. 19.,19,SignatureDatemm-dd-yyyy,Signature,1,-5,0,0,1,10,8,-2,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1
SignatureDatemm-dd-yyyy,Signature,DS-0130,DS-0130,0.84,2,1,1,0,8,8,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
