text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
prediction and reveals the comprehensive mechanism of action between drugs and their targets.,prediction and reveals the comprehensive mechanism of action between drugs and their targets.,"XGDP represents drugs with molecular graphs, which naturally preserve the structural information of","XGDP represents drugs with molecular graphs, which naturally preserve the structural information of",1,0,1,1,0,9,9,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"XGDP represents drugs with molecular graphs, which naturally preserve the structural information of","XGDP represents drugs with molecular graphs, which naturally preserve the structural information of",molecules and a Graph Neural Network module is applied to learn the latent features of molecules.,molecules and a Graph Neural Network module is applied to learn the latent features of molecules.,1,0,1,0,1,9,9,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
molecules and a Graph Neural Network module is applied to learn the latent features of molecules.,molecules and a Graph Neural Network module is applied to learn the latent features of molecules.,Gene expression data from cancer cell lines are incorporated and processed by a Convolutional,Gene expression data from cancer cell lines are incorporated and processed by a Convolutional,1,0,1,1,1,9,9,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
Gene expression data from cancer cell lines are incorporated and processed by a Convolutional,Gene expression data from cancer cell lines are incorporated and processed by a Convolutional,Neural Network module. A couple of deep learning attribution algorithms are leveraged to interpret,Neural Network module. A couple of deep learning attribution algorithms are leveraged to interpret,1,0,1,1,0,9,9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Neural Network module. A couple of deep learning attribution algorithms are leveraged to interpret,Neural Network module. A couple of deep learning attribution algorithms are leveraged to interpret,interactions between drug molecular features and genes. We demonstrate that XGDP not only,interactions between drug molecular features and genes. We demonstrate that XGDP not only,1,0,1,0,1,9,9,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
interactions between drug molecular features and genes. We demonstrate that XGDP not only,interactions between drug molecular features and genes. We demonstrate that XGDP not only,enhances the prediction accuracy compared to pioneering works but is also capable of capturing the,enhances the prediction accuracy compared to pioneering works but is also capable of capturing the,1,0,1,1,0,9,9,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
enhances the prediction accuracy compared to pioneering works but is also capable of capturing the,enhances the prediction accuracy compared to pioneering works but is also capable of capturing the,salient functional groups of drugs and interactions with significant genes of cancer cells.,salient functional groups of drugs and interactions with significant genes of cancer cells.,1,0,1,0,1,9,9,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
salient functional groups of drugs and interactions with significant genes of cancer cells.,salient functional groups of drugs and interactions with significant genes of cancer cells.,"Aiming at facilitating precision medicine in complex disease such as cancer, computational approaches have","Aiming at facilitating precision medicine in complex disease such as cancer, computational approaches have",32.86,0,1,1,0,9,9,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"Aiming at facilitating precision medicine in complex disease such as cancer, computational approaches have","Aiming at facilitating precision medicine in complex disease such as cancer, computational approaches have","been increasingly proposed to delve into the reactions between drugs and cancer cells 1 . Recently, numerous","been increasingly proposed to delve into the reactions between drugs and cancer cells1. Recently, numerous",-7.87,0,1,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"been increasingly proposed to delve into the reactions between drugs and cancer cells 1 . Recently, numerous","been increasingly proposed to delve into the reactions between drugs and cancer cells1. Recently, numerous","machine learning 2,3 and deep learning 4,5 methods have been successfully applied to predict drug response levels","machine learning2,3 and deep learning4,5 methods have been successfully applied to predict drug response levels",-7.87,0,1,1,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"machine learning 2,3 and deep learning 4,5 methods have been successfully applied to predict drug response levels","machine learning2,3 and deep learning4,5 methods have been successfully applied to predict drug response levels","precisely. However, most of them target at phenotypic screening 6 and do not come along with a reasonable","precisely. However, most of them target at phenotypic screening6 and do not come along with a reasonable",-7.87,0,1,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"precisely. However, most of them target at phenotypic screening 6 and do not come along with a reasonable","precisely. However, most of them target at phenotypic screening6 and do not come along with a reasonable","interpretability, rendering drug reaction mechanism obscure. To expedite precision medicine, it is crucial to","interpretability, rendering drug reaction mechanism obscure. To expedite precision medicine, it is crucial to",-7.87,0,1,1,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"interpretability, rendering drug reaction mechanism obscure. To expedite precision medicine, it is crucial to","interpretability, rendering drug reaction mechanism obscure. To expedite precision medicine, it is crucial to",elucidate the mechanism of action of drugs and thereby promote novel drug discovery.,elucidate the mechanism of action of drugs and thereby promote novel drug discovery.,-7.87,0,1,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
elucidate the mechanism of action of drugs and thereby promote novel drug discovery.,elucidate the mechanism of action of drugs and thereby promote novel drug discovery.,A proper representation of a drug molecule is pivotal to any drug response prediction methods. According,A proper representation of a drug molecule is pivotal to any drug response prediction methods. According,-7.87,12,0,1,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
A proper representation of a drug molecule is pivotal to any drug response prediction methods. According,A proper representation of a drug molecule is pivotal to any drug response prediction methods. According,"to recent reviews of molecular representations of drugs 7, there are mainly three categories of representation:","to recent reviews of molecular representations of drugs7, there are mainly three categories of representation:",-7.87,-12,0,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"to recent reviews of molecular representations of drugs 7, there are mainly three categories of representation:","to recent reviews of molecular representations of drugs7, there are mainly three categories of representation:","linear notations, molecular fingerprints FPs, and graph notations. Linear notations encode the molecule with","linear notations, molecular fingerprints (FPs), and graph notations. Linear notations encode the molecule with",-7.87,0,1,1,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1
"linear notations, molecular fingerprints FPs, and graph notations. Linear notations encode the molecule with","linear notations, molecular fingerprints (FPs), and graph notations. Linear notations encode the molecule with",a vector of string. Two frequently used instances of linear notations are the IUPAC International Chemical,a vector of string. Two frequently used instances of linear notations are the IUPAC International Chemical,-7.87,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
a vector of string. Two frequently used instances of linear notations are the IUPAC International Chemical,a vector of string. Two frequently used instances of linear notations are the IUPAC International Chemical,"Identifier InChI 8, and the Simplified Molecular-Input Line-Entry System SMILES 9 . SMILES strings are more","Identifier (InChI)8, and the Simplified Molecular-Input Line-Entry System (SMILES)9. SMILES strings are more",-7.87,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"Identifier InChI 8, and the Simplified Molecular-Input Line-Entry System SMILES 9 . SMILES strings are more","Identifier (InChI)8, and the Simplified Molecular-Input Line-Entry System (SMILES)9. SMILES strings are more",widely used since it encodes the chemical structure into a string of ASCII characters. CaDRReS 10 applied Matrix,widely used since it encodes the chemical structure into a string of ASCII characters. CaDRReS10 applied Matrix,-7.87,0,1,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
widely used since it encodes the chemical structure into a string of ASCII characters. CaDRReS 10 applied Matrix,widely used since it encodes the chemical structure into a string of ASCII characters. CaDRReS10 applied Matrix,Factorization to learn the latent features of drugs with the cell line gene expression data and drug sensitivity,Factorization to learn the latent features of drugs with the cell line gene expression data and drug sensitivity,-7.87,0,1,1,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Factorization to learn the latent features of drugs with the cell line gene expression data and drug sensitivity,Factorization to learn the latent features of drugs with the cell line gene expression data and drug sensitivity,"matrix, and compared the similarity scores derived from learned features and SMILES notations. tCNNs 11 and","matrix, and compared the similarity scores derived from learned features and SMILES notations. tCNNs11 and",-7.87,0,1,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"matrix, and compared the similarity scores derived from learned features and SMILES notations. tCNNs 11 and","matrix, and compared the similarity scores derived from learned features and SMILES notations. tCNNs11 and",CDRScan 12 adopted Convolutional Neural Networks CNN to learn a latent representation of drugs’ SMILES,CDRScan12 adopted Convolutional Neural Networks (CNN) to learn a latent representation of drugs’ SMILES,-7.87,0,1,1,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
CDRScan 12 adopted Convolutional Neural Networks CNN to learn a latent representation of drugs’ SMILES,CDRScan12 adopted Convolutional Neural Networks (CNN) to learn a latent representation of drugs’ SMILES,"vector. CNN is a powerful deep learning approach to handle grid-like data in the domain of texts and images,","vector. CNN is a powerful deep learning approach to handle grid-like data in the domain of texts and images,",-7.87,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"vector. CNN is a powerful deep learning approach to handle grid-like data in the domain of texts and images,","vector. CNN is a powerful deep learning approach to handle grid-like data in the domain of texts and images,","which can be used to encode the linear notations of drugs as well. However, the SMILES notation does not","which can be used to encode the linear notations of drugs as well. However, the SMILES notation does not",-7.87,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"which can be used to encode the linear notations of drugs as well. However, the SMILES notation does not","which can be used to encode the linear notations of drugs as well. However, the SMILES notation does not",possess the property of locality like texts and images since the physically adjacent atoms in the sequence of,possess the property of locality like texts and images since the physically adjacent atoms in the sequence of,-7.87,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
possess the property of locality like texts and images since the physically adjacent atoms in the sequence of,possess the property of locality like texts and images since the physically adjacent atoms in the sequence of,"SMILES string can be far away from each other in the real molecular environment, and therefore dimisses the","SMILES string can be far away from each other in the real molecular environment, and therefore dimisses the",-7.87,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"SMILES string can be far away from each other in the real molecular environment, and therefore dimisses the","SMILES string can be far away from each other in the real molecular environment, and therefore dimisses the",structural information of molecules.,structural information of molecules.,-7.87,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
structural information of molecules.,structural information of molecules.,"Molecular fingerprints, such as Molecular Access System MACCS 13 and Chemically Advanced Template","Molecular fingerprints, such as Molecular Access System (MACCS)13 and Chemically Advanced Template",-7.87,12,0,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"Molecular fingerprints, such as Molecular Access System MACCS 13 and Chemically Advanced Template","Molecular fingerprints, such as Molecular Access System (MACCS)13 and Chemically Advanced Template","Search 14, identify the key structures of a molecule and represent them with a binary vector where each bit","Search14, identify the key structures of a molecule and represent them with a binary vector where each bit",-7.87,-12,0,1,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"Search 14, identify the key structures of a molecule and represent them with a binary vector where each bit","Search14, identify the key structures of a molecule and represent them with a binary vector where each bit",denotes the structure’s existence. A drawback of this kind of representation is that only the pre-defined structure,denotes the structure’s existence. A drawback of this kind of representation is that only the pre-defined structure,-7.87,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
denotes the structure’s existence. A drawback of this kind of representation is that only the pre-defined structure,denotes the structure’s existence. A drawback of this kind of representation is that only the pre-defined structure,"can be recognized, which might hamper the discovery of novel structures. To circumvent this problem, circular","can be recognized, which might hamper the discovery of novel structures. To circumvent this problem, circular",-7.87,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"can be recognized, which might hamper the discovery of novel structures. To circumvent this problem, circular","can be recognized, which might hamper the discovery of novel structures. To circumvent this problem, circular",fingerprints such as Extended Connectivity FPs ECFPs based on Morgan algorithm 15 has been proposed to,fingerprints such as Extended Connectivity FPs (ECFPs) based on Morgan algorithm15 has been proposed to,-7.87,0,1,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
fingerprints such as Extended Connectivity FPs ECFPs based on Morgan algorithm 15 has been proposed to,fingerprints such as Extended Connectivity FPs (ECFPs) based on Morgan algorithm15 has been proposed to,iteratively search the substructures of molecules rather than pre-define them. The information of these crucial,iteratively search the substructures of molecules rather than pre-define them. The information of these crucial,-7.87,0,1,1,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
iteratively search the substructures of molecules rather than pre-define them. The information of these crucial,iteratively search the substructures of molecules rather than pre-define them. The information of these crucial,"structures is preserved in this kind of representation, whereas the positional information is lost, and we can","structures is preserved in this kind of representation, whereas the positional information is lost, and we can",-7.87,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"structures is preserved in this kind of representation, whereas the positional information is lost, and we can","structures is preserved in this kind of representation, whereas the positional information is lost, and we can",hardly track where these sub-structures occur in the molecule. DeepDSC 16 combines Morgan fingerprints of,hardly track where these sub-structures occur in the molecule. DeepDSC16 combines Morgan fingerprints of,-7.87,0,1,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
hardly track where these sub-structures occur in the molecule. DeepDSC 16 combines Morgan fingerprints of,hardly track where these sub-structures occur in the molecule. DeepDSC16 combines Morgan fingerprints of,drugs into the latent features of cancer cell lines learned by an auto-encoder. S2DV 17 applied word2vec 18 to,drugs into the latent features of cancer cell lines learned by an auto-encoder. S2DV17 applied word2vec18 to,-7.87,0,1,1,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
drugs into the latent features of cancer cell lines learned by an auto-encoder. S2DV 17 applied word2vec 18 to,drugs into the latent features of cancer cell lines learned by an auto-encoder. S2DV17 applied word2vec18 to,"College of Computing and Data Science, Nanyang Technological University, Singapore 639798, Singapore. ? email:","College of Computing and Data Science, Nanyang Technological University, Singapore 639798, Singapore. ?email:",65.09,-0.09,1,1,1,9,8.5,-0.5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
"College of Computing and Data Science, Nanyang Technological University, Singapore 639798, Singapore. ? email:","College of Computing and Data Science, Nanyang Technological University, Singapore 639798, Singapore. ?email:",ASJagath@ntu.edu.sg,ASJagath@ntu.edu.sg,-0.45,0,1,1,0,8.5,8.5,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
ASJagath@ntu.edu.sg,ASJagath@ntu.edu.sg,Scientific Reports 2025 15:179 https://doi.org/10.1038/s41598-024-83090-3 1,| https://doi.org/10.1038/s41598-024-83090-3,63.52,70.04,0,0,1,8.5,8,-0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
"tokenize ECFP features or SIMLES as drugs’ representations. Ma et al. used Atom Pairs AP, MACCS and","tokenize ECFP features or SIMLES as drugs’ representations. Ma et al. used Atom Pairs (AP), MACCS and","circular fingerprints as the descriptor of drugs, and performed the quantitative structure activity relationship","circular fingerprints as the descriptor of drugs, and performed the quantitative structure activity relationship",-0.14,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"circular fingerprints as the descriptor of drugs, and performed the quantitative structure activity relationship","circular fingerprints as the descriptor of drugs, and performed the quantitative structure activity relationship",QSAR study with a Deep Neural Network 19 .,(QSAR) study with a Deep Neural Network19.,-0.14,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
QSAR study with a Deep Neural Network 19 .,(QSAR) study with a Deep Neural Network19.,Graph notations have recently been brought under the spotlight in the domain of drug representation.,Graph notations have recently been brought under the spotlight in the domain of drug representation.,-0.14,12,0,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
Graph notations have recently been brought under the spotlight in the domain of drug representation.,Graph notations have recently been brought under the spotlight in the domain of drug representation.,"Previously, compromising on computational complexity of molecular structures and the confined power of graph","Previously, compromising on computational complexity of molecular structures and the confined power of graph",-0.14,-12,0,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
"Previously, compromising on computational complexity of molecular structures and the confined power of graph","Previously, compromising on computational complexity of molecular structures and the confined power of graph","learning, aforementioned methods are preferred to denote a molecule even at the cost of loss of information.","learning, aforementioned methods are preferred to denote a molecule even at the cost of loss of information.",-0.14,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"learning, aforementioned methods are preferred to denote a molecule even at the cost of loss of information.","learning, aforementioned methods are preferred to denote a molecule even at the cost of loss of information.","However, with the advent of Graph Neural Networks GNN in the deep learning domain in recent years, it is","However, with the advent of Graph Neural Networks (GNN) in the deep learning domain in recent years, it is",-0.14,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
"However, with the advent of Graph Neural Networks GNN in the deep learning domain in recent years, it is","However, with the advent of Graph Neural Networks (GNN) in the deep learning domain in recent years, it is",now feasible to store and analyze the information from molecules in graphs 20 .,now feasible to store and analyze the information from molecules in graphs20.,-0.14,0,1,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
now feasible to store and analyze the information from molecules in graphs 20 .,now feasible to store and analyze the information from molecules in graphs20.,"Numerous variants of GNN models have been applied in the pharmaceutical domain 21,22 and demonstrated","Numerous variants of GNN models have been applied in the pharmaceutical domain21,22 and demonstrated",-0.14,12,0,1,1,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
"Numerous variants of GNN models have been applied in the pharmaceutical domain 21,22 and demonstrated","Numerous variants of GNN models have been applied in the pharmaceutical domain21,22 and demonstrated",to learn the latent representation of the molecular graphs trading off the descriptive power against complexity. A,to learn the latent representation of the molecular graphs trading off the descriptive power against complexity. A,-0.14,-12,0,1,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
to learn the latent representation of the molecular graphs trading off the descriptive power against complexity. A,to learn the latent representation of the molecular graphs trading off the descriptive power against complexity. A,Graph Convolution Network GCN model 23 was proposed to predict the chemical properties of molecules and,Graph Convolution Network (GCN) model23 was proposed to predict the chemical properties of molecules and,-0.14,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Graph Convolution Network GCN model 23 was proposed to predict the chemical properties of molecules and,Graph Convolution Network (GCN) model23 was proposed to predict the chemical properties of molecules and,discover porous materials. The typical message passing pattern of GNN intrinsically weakens the influence of,discover porous materials. The typical message passing pattern of GNN intrinsically weakens the influence of,-0.14,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
discover porous materials. The typical message passing pattern of GNN intrinsically weakens the influence of,discover porous materials. The typical message passing pattern of GNN intrinsically weakens the influence of,"distal nodes, which might contradict the real case in the molecule, where atoms from a long topological distance","distal nodes, which might contradict the real case in the molecule, where atoms from a long topological distance",-0.14,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"distal nodes, which might contradict the real case in the molecule, where atoms from a long topological distance","distal nodes, which might contradict the real case in the molecule, where atoms from a long topological distance",can still interact such as intramolecular hydrogen bonds. An Attentive FP model proposed by 24 leveraged the,can still interact such as intramolecular hydrogen bonds. An Attentive FP model proposed by24 leveraged the,-0.14,0,1,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
can still interact such as intramolecular hydrogen bonds. An Attentive FP model proposed by 24 leveraged the,can still interact such as intramolecular hydrogen bonds. An Attentive FP model proposed by24 leveraged the,graph attention mechanism to learn the impact of a node to another. This model addressed the above issue by,graph attention mechanism to learn the impact of a node to another. This model addressed the above issue by,-0.14,0,1,1,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
graph attention mechanism to learn the impact of a node to another. This model addressed the above issue by,graph attention mechanism to learn the impact of a node to another. This model addressed the above issue by,updating the nodes with a trade-off between the topological distance and the possibly intangible linkage with,updating the nodes with a trade-off between the topological distance and the possibly intangible linkage with,-0.14,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
updating the nodes with a trade-off between the topological distance and the possibly intangible linkage with,updating the nodes with a trade-off between the topological distance and the possibly intangible linkage with,"the attention mechanism. GraphDRP 25 enhanced the tCNN 11 prediction precision by substituting the drugCNN module with GNN to better encapsulate the drug features. DeepCDR 26, TGSA 27 and DualGCN 28 further",the attention mechanism. GraphDRP25 enhanced the tCNN11 prediction precision by substituting the drug-,-0.14,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"the attention mechanism. GraphDRP 25 enhanced the tCNN 11 prediction precision by substituting the drugCNN module with GNN to better encapsulate the drug features. DeepCDR 26, TGSA 27 and DualGCN 28 further",the attention mechanism. GraphDRP25 enhanced the tCNN11 prediction precision by substituting the drug-,explored integrating multi-omics profiles for a better representation of cancer cell lines. Besides modeling drugs,explored integrating multi-omics profiles for a better representation of cancer cell lines. Besides modeling drugs,0.5,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
explored integrating multi-omics profiles for a better representation of cancer cell lines. Besides modeling drugs,explored integrating multi-omics profiles for a better representation of cancer cell lines. Besides modeling drugs,"with GNN, SWNet 29 introduced a self-attention mechanism to bring drug similarity into the consideration when","with GNN, SWNet29 introduced a self-attention mechanism to bring drug similarity into the consideration when",-0.14,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"with GNN, SWNet 29 introduced a self-attention mechanism to bring drug similarity into the consideration when","with GNN, SWNet29 introduced a self-attention mechanism to bring drug similarity into the consideration when",learning cell features. An algebraic graph-assisted bidirectional transformer AGBT model 30 was developed,learning cell features. An algebraic graph-assisted bidirectional transformer (AGBT) model30 was developed,-0.14,0,1,0,1,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
