text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
of funds can be triggered from six months ahead of the rainy season which runs from July,of funds can be triggered from six months ahead of the rainy season (which runs from July,through September until one month into the season. The trigger mechanism includes a,through September) until one month into the season. The trigger mechanism includes a,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
through September until one month into the season. The trigger mechanism includes a,through September) until one month into the season. The trigger mechanism includes a,predictive model that uses seasonal precipitation forecasts and an observational model that,predictive model that uses seasonal precipitation forecasts and an observational model that,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
predictive model that uses seasonal precipitation forecasts and an observational model that,predictive model that uses seasonal precipitation forecasts and an observational model that,uses the Standardized Precipitation Index.,uses the Standardized Precipitation Index.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
uses the Standardized Precipitation Index.,uses the Standardized Precipitation Index.,The review was conducted between May 2022 and January 2023.,The review was conducted between May 2022 and January 2023.,7.62,0.0,1,0,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
The review was conducted between May 2022 and January 2023.,The review was conducted between May 2022 and January 2023.,2. Main Findings and Recommendations,2. Main Findings and Recommendations,7.63,0.0,1,0,0,11.0,12.0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
2. Main Findings and Recommendations,2. Main Findings and Recommendations,"The documentation describing the model and its application, as well as the outcomes of the","The documentation describing the model and its application, as well as the outcomes of the",1.08,0.0,1,0,1,12.0,11.0,-1.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"The documentation describing the model and its application, as well as the outcomes of the","The documentation describing the model and its application, as well as the outcomes of the","review process, are available through the following links:","review process, are available through the following links:",1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"review process, are available through the following links:","review process, are available through the following links:",The Model Cardhttps://drive.google.com/file/d/1Dim0c86H2R1Qtj6IkDxY9eWy1SVKJ77c/view?usp=sharing describes version 1 of the trigger mechanism. It was completed by,The Model Card describes version 1 of the trigger mechanism. It was completed by,1.0,36.0,0,0,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
The Model Cardhttps://drive.google.com/file/d/1Dim0c86H2R1Qtj6IkDxY9eWy1SVKJ77c/view?usp=sharing describes version 1 of the trigger mechanism. It was completed by,The Model Card describes version 1 of the trigger mechanism. It was completed by,OCHA in June 2022 and updated in October 2022.,OCHA in June 2022 and updated in October 2022.,1.0,0.0,1,0,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
OCHA in June 2022 and updated in October 2022.,OCHA in June 2022 and updated in October 2022.,"completed by Mohammad Shamsudduha, Associate Professor in Humanitarian Science","completed by Mohammad Shamsudduha, Associate Professor in Humanitarian Science",7.62,0.0,1,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
"completed by Mohammad Shamsudduha, Associate Professor in Humanitarian Science","completed by Mohammad Shamsudduha, Associate Professor in Humanitarian Science","at the Institute for Risk and Disaster Reduction, University College London, in December","at the Institute for Risk and Disaster Reduction, University College London, in December",1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"at the Institute for Risk and Disaster Reduction, University College London, in December","at the Institute for Risk and Disaster Reduction, University College London, in December",2022.,2022.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2022.,2022.,The Implementation Plan summarizes the concrete actions that the trigger mechanismhttps://drive.google.com/file/d/1lf7VdtqXT5LWgWDnu-duYlNjh4qXMQU/view?usp=sharing,The Implementation Plan summarizes the concrete actions that the trigger mechanism,1.0,0.0,1,0,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
The Implementation Plan summarizes the concrete actions that the trigger mechanismhttps://drive.google.com/file/d/1lf7VdtqXT5LWgWDnu-duYlNjh4qXMQU/view?usp=sharing,The Implementation Plan summarizes the concrete actions that the trigger mechanism,will inform and was developed by OCHA in October 2022.,will inform and was developed by OCHA in October 2022.,1.0,0.0,1,0,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
will inform and was developed by OCHA in October 2022.,will inform and was developed by OCHA in October 2022.,The Ethical Matrixhttps://docs.google.com/spreadsheets/d/1RrIPpodeqIRHm9MmBv6FB0zIGP3V5r5QFwd7wF-rl8/edit?usp=sharing identifies issues that may come up in the implementation of the,The Ethical Matrix identifies issues that may come up in the implementation of the,1.0,0.0,1,0,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
The Ethical Matrixhttps://docs.google.com/spreadsheets/d/1RrIPpodeqIRHm9MmBv6FB0zIGP3V5r5QFwd7wF-rl8/edit?usp=sharing identifies issues that may come up in the implementation of the,The Ethical Matrix identifies issues that may come up in the implementation of the,trigger mechanism and stakeholders that may be impacted by those issues. The Ethical,trigger mechanism and stakeholders that may be impacted by those issues. The Ethical,1.0,0.0,1,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
trigger mechanism and stakeholders that may be impacted by those issues. The Ethical,trigger mechanism and stakeholders that may be impacted by those issues. The Ethical,"Matrix was completed in January 2023 by Andrea Romaoli Garcia, ITU Topic Driver on","Matrix was completed in January 2023 by Andrea Romaoli Garcia, ITU Topic Driver on",1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"Matrix was completed in January 2023 by Andrea Romaoli Garcia, ITU Topic Driver on","Matrix was completed in January 2023 by Andrea Romaoli Garcia, ITU Topic Driver on",Open Code.,Open Code.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Open Code.,Open Code.,The sections below provide a summary of the main findings and recommendations developed in,The sections below provide a summary of the main findings and recommendations developed in,7.62,-36.0,0,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
The sections below provide a summary of the main findings and recommendations developed in,The sections below provide a summary of the main findings and recommendations developed in,the review.,the review.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
2.1 Technical Review,2.1 Technical Review,Intended Use,Intended Use,8.32,0.0,1,0,0,12.0,12.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Intended Use,Intended Use,The intended use of the predictive model is appropriate.,The intended use of the predictive model is appropriate.,1.08,36.0,0,0,0,12.0,11.0,-1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
The intended use of the predictive model is appropriate.,The intended use of the predictive model is appropriate.,"The model may not detect localized rainfall shortages, which could lead to the model","The model may not detect localized rainfall shortages, which could lead to the model",1.0,0.0,1,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"The model may not detect localized rainfall shortages, which could lead to the model","The model may not detect localized rainfall shortages, which could lead to the model","missing a trigger where it should detect increased drought risk. In addition, crop failure","missing a trigger where it should detect increased drought risk. In addition, crop failure",1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"missing a trigger where it should detect increased drought risk. In addition, crop failure","missing a trigger where it should detect increased drought risk. In addition, crop failure","depends on a number of factors other than rainfall, including the use and availability of","depends on a number of factors other than rainfall, including the use and availability of",1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"depends on a number of factors other than rainfall, including the use and availability of","depends on a number of factors other than rainfall, including the use and availability of",groundwater for irrigation as well as changes in temperature. The fact that these,groundwater for irrigation as well as changes in temperature. The fact that these,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
groundwater for irrigation as well as changes in temperature. The fact that these,groundwater for irrigation as well as changes in temperature. The fact that these,additional factors are not included in the model should be considered in the,additional factors are not included in the model should be considered in the,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
additional factors are not included in the model should be considered in the,additional factors are not included in the model should be considered in the,interpretation of model outputs.,interpretation of model outputs.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
interpretation of model outputs.,interpretation of model outputs.,Model Development and Documentation,Model Development and Documentation,7.63,-36.0,0,0,0,11.0,12.0,1.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
Model Development and Documentation,Model Development and Documentation,The resolution of the spatial coverage of the predictive model is very high at 0.05,The resolution of the spatial coverage of the predictive model is very high at 0.05,1.08,36.0,0,0,1,12.0,11.0,-1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
The resolution of the spatial coverage of the predictive model is very high at 0.05,The resolution of the spatial coverage of the predictive model is very high at 0.05,degrees. The predictive model produces outputs on a monthly basis. The geographic,degrees. The predictive model produces outputs on a monthly basis. The geographic,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
degrees. The predictive model produces outputs on a monthly basis. The geographic,degrees. The predictive model produces outputs on a monthly basis. The geographic,scope of the predictive model includes the entire country of Niger. These parameters are,scope of the predictive model includes the entire country of Niger. These parameters are,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
scope of the predictive model includes the entire country of Niger. These parameters are,scope of the predictive model includes the entire country of Niger. These parameters are,appropriate for a national-scale model.,appropriate for a national-scale model.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
appropriate for a national-scale model.,appropriate for a national-scale model.,The spatial resolution of the predictive model at 0.05 degrees is too high given that the,The spatial resolution of the predictive model at 0.05 degrees is too high given that the,1.0,0.0,1,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
The spatial resolution of the predictive model at 0.05 degrees is too high given that the,The spatial resolution of the predictive model at 0.05 degrees is too high given that the,predictive model is primarily dependent on precipitation variability. Correlation between,predictive model is primarily dependent on precipitation variability. Correlation between,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
predictive model is primarily dependent on precipitation variability. Correlation between,predictive model is primarily dependent on precipitation variability. Correlation between,forecasts and observational rainfall data produced by CHIRPS is weak in Maradi and,forecasts and observational rainfall data produced by CHIRPS is weak in Maradi and,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
forecasts and observational rainfall data produced by CHIRPS is weak in Maradi and,forecasts and observational rainfall data produced by CHIRPS is weak in Maradi and,"Niamey regions, where the irrigation is the highest in the country.","Niamey regions, where the irrigation is the highest in the country.",1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"Niamey regions, where the irrigation is the highest in the country.","Niamey regions, where the irrigation is the highest in the country.",Model Evaluation,Model Evaluation,7.63,-36.0,0,1,0,11.0,12.0,1.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
Model Evaluation,Model Evaluation,"The predictive model is evaluated using accuracy, hit rate, miss rate, false positives and","The predictive model is evaluated using accuracy, hit rate, miss rate, false positives and",1.08,36.0,0,0,1,12.0,11.0,-1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
"The predictive model is evaluated using accuracy, hit rate, miss rate, false positives and","The predictive model is evaluated using accuracy, hit rate, miss rate, false positives and",false negatives as parameters. These model evaluation criteria are appropriate for this,false negatives as parameters. These model evaluation criteria are appropriate for this,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
false negatives as parameters. These model evaluation criteria are appropriate for this,false negatives as parameters. These model evaluation criteria are appropriate for this,predictive model.,predictive model.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
predictive model.,predictive model.,A comparison between the predictive model outputs and NextGen forecasts was based,A comparison between the predictive model outputs and NextGen forecasts was based,1.0,0.0,1,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
A comparison between the predictive model outputs and NextGen forecasts was based,A comparison between the predictive model outputs and NextGen forecasts was based,only on CHIRPS gridded rainfall data. No detailed information is provided on the,only on CHIRPS gridded rainfall data. No detailed information is provided on the,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
only on CHIRPS gridded rainfall data. No detailed information is provided on the,only on CHIRPS gridded rainfall data. No detailed information is provided on the,downscaling of the forecasts and evaluation of the downscaled technique.,downscaling of the forecasts and evaluation of the downscaled technique.,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
downscaling of the forecasts and evaluation of the downscaled technique.,downscaling of the forecasts and evaluation of the downscaled technique.,Operational Readiness,Operational Readiness,7.63,-36.0,0,1,0,11.0,12.0,1.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
Operational Readiness,Operational Readiness,Activities and funding are provided on a “no-regrets” basis after a trigger activation.,Activities and funding are provided on a “no-regrets” basis after a trigger activation.,1.08,36.0,0,0,1,12.0,11.0,-1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Activities and funding are provided on a “no-regrets” basis after a trigger activation.,Activities and funding are provided on a “no-regrets” basis after a trigger activation.,Activities and funding are purposefully selected to still be valuable in the absence of a,Activities and funding are purposefully selected to still be valuable in the absence of a,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Activities and funding are purposefully selected to still be valuable in the absence of a,Activities and funding are purposefully selected to still be valuable in the absence of a,shock. The addition of an observational trigger based on SPI is a strength of this,shock. The addition of an observational trigger based on SPI is a strength of this,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
shock. The addition of an observational trigger based on SPI is a strength of this,shock. The addition of an observational trigger based on SPI is a strength of this,anticipatory trigger mechanism.,anticipatory trigger mechanism.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
anticipatory trigger mechanism.,anticipatory trigger mechanism.,The forecast accuracy could be improved if the predictive model is tailored to individual,The forecast accuracy could be improved if the predictive model is tailored to individual,1.0,0.0,1,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
The forecast accuracy could be improved if the predictive model is tailored to individual,The forecast accuracy could be improved if the predictive model is tailored to individual,areas within Niger.,areas within Niger.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
areas within Niger.,areas within Niger.,There is little mention of local/national capacity building or strengthening in the process.,There is little mention of local/national capacity building or strengthening in the process.,1.0,0.0,1,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
There is little mention of local/national capacity building or strengthening in the process.,There is little mention of local/national capacity building or strengthening in the process.,The performance of the predictive model should be evaluated against the observational,The performance of the predictive model should be evaluated against the observational,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
The performance of the predictive model should be evaluated against the observational,The performance of the predictive model should be evaluated against the observational,model outputs to better understand the weaknesses in the predictive model.,to better understand the weaknesses in the predictive model.,1.0,86.94,0,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
model outputs to better understand the weaknesses in the predictive model.,to better understand the weaknesses in the predictive model.,Strengthening the predictive model outputs increases the potential impact of the trigger,Strengthening the predictive model outputs increases the potential impact of the trigger,1.0,-86.94,0,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Strengthening the predictive model outputs increases the potential impact of the trigger,Strengthening the predictive model outputs increases the potential impact of the trigger,mechanism due to the increased lead time.,mechanism due to the increased lead time.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
The low or even negative correlation between the predictive model outputs and CHIRPS,The low or even negative correlation between the predictive model outputs and CHIRPS,precipitation in the northern part of Niger should be examined to improve the,precipitation in the northern part of Niger should be examined to improve the,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
precipitation in the northern part of Niger should be examined to improve the,precipitation in the northern part of Niger should be examined to improve the,performance and validity of the predictive model.,performance and validity of the predictive model.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
performance and validity of the predictive model.,performance and validity of the predictive model.,2.2 Ethical Review,2.2 Ethical Review,14.26,-36.0,0,0,0,11.0,12.0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
2.2 Ethical Review,2.2 Ethical Review,False negative activation non-activation in the presence of a shock,False negative activation (non-activation in the presence of a shock),7.72,0.0,1,0,0,12.0,12.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
False negative activation non-activation in the presence of a shock,False negative activation (non-activation in the presence of a shock),A false negative would deprive the community of timely aid.,A false negative would deprive the community of timely aid.,1.08,36.0,0,0,1,12.0,11.0,-1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
A false negative would deprive the community of timely aid.,A false negative would deprive the community of timely aid.,Recommendation: The outputs of the predictive model should be continuously evaluated,Recommendation: The outputs of the predictive model should be continuously evaluated,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Recommendation: The outputs of the predictive model should be continuously evaluated,Recommendation: The outputs of the predictive model should be continuously evaluated,against the outputs of the observational model and against CHIRPS precipitation data to,against the outputs of the observational model and against CHIRPS precipitation data to,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
against the outputs of the observational model and against CHIRPS precipitation data to,against the outputs of the observational model and against CHIRPS precipitation data to,lower the likelihood of false negatives.,lower the likelihood of false negatives.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
lower the likelihood of false negatives.,lower the likelihood of false negatives.,False positive activation activation in the absence of a shock,False positive activation (activation in the absence of a shock),7.63,-36.0,0,0,0,11.0,12.0,1.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
False positive activation activation in the absence of a shock,False positive activation (activation in the absence of a shock),A false positive would increase the risk of wasted financial resources. Such error could,A false positive would increase the risk of wasted financial resources. Such error could,1.08,36.0,0,0,1,12.0,11.0,-1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
A false positive would increase the risk of wasted financial resources. Such error could,A false positive would increase the risk of wasted financial resources. Such error could,undermine the confidence of stakeholders and donors and could lead to discontinuation,undermine the confidence of stakeholders and donors and could lead to discontinuation,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
undermine the confidence of stakeholders and donors and could lead to discontinuation,undermine the confidence of stakeholders and donors and could lead to discontinuation,"of the trigger mechanism. A false negative primarily impacts other stakeholders,","of the trigger mechanism. A false negative primarily impacts other stakeholders,",1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"of the trigger mechanism. A false negative primarily impacts other stakeholders,","of the trigger mechanism. A false negative primarily impacts other stakeholders,","including local NGOs, the model developers and UN entities, due to the misallocation of","including local NGOs, the model developers and UN entities, due to the misallocation of",1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"including local NGOs, the model developers and UN entities, due to the misallocation of","including local NGOs, the model developers and UN entities, due to the misallocation of",resources. It also undermines trust in the trigger mechanism.,resources. It also undermines trust in the trigger mechanism.,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
resources. It also undermines trust in the trigger mechanism.,resources. It also undermines trust in the trigger mechanism.,"Recommendation: A false positive is more tolerable compared to a false negative, as a","Recommendation: A false positive is more tolerable compared to a false negative, as a",1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"Recommendation: A false positive is more tolerable compared to a false negative, as a","Recommendation: A false positive is more tolerable compared to a false negative, as a",false positive triggers activities and funding that benefit the population even in the,false positive triggers activities and funding that benefit the population even in the,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
false positive triggers activities and funding that benefit the population even in the,false positive triggers activities and funding that benefit the population even in the,absence of a shock. The outputs of the predictive model should be continuously,absence of a shock. The outputs of the predictive model should be continuously,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
absence of a shock. The outputs of the predictive model should be continuously,absence of a shock. The outputs of the predictive model should be continuously,evaluated against the outputs of the observational model and against CHIRPS,evaluated against the outputs of the observational model and against CHIRPS,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
evaluated against the outputs of the observational model and against CHIRPS,evaluated against the outputs of the observational model and against CHIRPS,precipitation data to lower the likelihood of false positives.,precipitation data to lower the likelihood of false positives.,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
