text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
o 2 potatoes,o 2 potatoes,o 1 cauliflower,o 1 cauliflower,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
o 1 cauliflower,o 1 cauliflower,o 1 small onion,o 1 small onion,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
o 2 cloves garlic,o 2 cloves garlic,o 1 teaspoon cumin,o 1 teaspoon cumin,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
o 1 teaspoon cumin,o 1 teaspoon cumin,o 1 teaspoon turmeric,o 1 teaspoon turmeric,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
o 1 teaspoon turmeric,o 1 teaspoon turmeric,o 1 teaspoon coriander,o 1 teaspoon coriander,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
o 1 teaspoon coriander,o 1 teaspoon coriander,o 1 teaspoon garam masala,o 1 teaspoon garam masala,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
o 1 teaspoon garam masala,o 1 teaspoon garam masala,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
o 1 teaspoon salt,o 1 teaspoon salt,o 2 tablespoons oil,o 2 tablespoons oil,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
o 2 tablespoons oil,o 2 tablespoons oil,Instructions :,Instructions:,0.87,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,0
Instructions :,Instructions:,"o Peel and dice potatoes, cut cauliflower into florets.","o Peel and dice potatoes, cut cauliflower into florets.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,2,2,0
"o Peel and dice potatoes, cut cauliflower into florets.","o Peel and dice potatoes, cut cauliflower into florets.",o Heat oil in a pan and sauté diced onion and minced garlic until translucent.,o Heat oil in a pan and sauté diced onion and minced garlic until translucent.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,2,2,1
o Heat oil in a pan and sauté diced onion and minced garlic until translucent.,o Heat oil in a pan and sauté diced onion and minced garlic until translucent.,"o Add cumin, turmeric, coriander, and garam masala, cook for 1 minute.","o Add cumin, turmeric, coriander, and garam masala, cook for 1 minute.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,2,2,1
"o Add potatoes and cauliflower, stir to coat with spices.","o Add potatoes and cauliflower, stir to coat with spices.","o Cover and cook until vegetables are tender, stirring occasionally.","o Cover and cook until vegetables are tender, stirring occasionally.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,3,1
"o Cover and cook until vegetables are tender, stirring occasionally.","o Cover and cook until vegetables are tender, stirring occasionally.",o Add salt to taste and serve.,o Add salt to taste and serve.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,3,1
o Add salt to taste and serve.,o Add salt to taste and serve.,Albondigas,Albondigas,4.19,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,3,0
Albondigas,Albondigas,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
Ingredients :,Ingredients:,o 1/2 pound ground beef,o 1/2 pound ground beef,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,3,3,0
o 1/2 pound ground beef,o 1/2 pound ground beef,o 1/2 pound ground pork,o 1/2 pound ground pork,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1/2 pound ground pork,o 1/2 pound ground pork,o 1 small onion,o 1 small onion,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 2 cloves garlic,o 2 cloves garlic,o 1/4 cup breadcrumbs,o 1/4 cup breadcrumbs,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1/4 cup breadcrumbs,o 1/4 cup breadcrumbs,o 1 egg,o 1 egg,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1 egg,o 1 egg,o 1 teaspoon paprika,o 1 teaspoon paprika,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1 teaspoon paprika,o 1 teaspoon paprika,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,o 1/4 cup olive oil,o 1/4 cup olive oil,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1/4 cup olive oil,o 1/4 cup olive oil,o 1 cup tomato sauce,o 1 cup tomato sauce,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1 cup tomato sauce,o 1 cup tomato sauce,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,3,0
Instructions :,Instructions:,"o Mix ground beef, ground pork, diced onion, minced garlic, breadcrumbs, beaten","o Mix ground beef, ground pork, diced onion, minced garlic, breadcrumbs, beaten",0.76,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,3,3,0
"o Mix ground beef, ground pork, diced onion, minced garlic, breadcrumbs, beaten","o Mix ground beef, ground pork, diced onion, minced garlic, breadcrumbs, beaten","egg, paprika, salt, and pepper in a bowl.","egg, paprika, salt, and pepper in a bowl.",0.85,18.0,0,0,0,10.02,12.0,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,3,3,1
"egg, paprika, salt, and pepper in a bowl.","egg, paprika, salt, and pepper in a bowl.",o Form mixture into meatballs.,o Form mixture into meatballs.,0.75,-18.0,0,0,0,12.0,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,3,3,1
o Form mixture into meatballs.,o Form mixture into meatballs.,o Heat olive oil in a pan and brown meatballs on all sides.,o Heat olive oil in a pan and brown meatballs on all sides.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,3,1
o Heat olive oil in a pan and brown meatballs on all sides.,o Heat olive oil in a pan and brown meatballs on all sides.,o Add tomato sauce and simmer for 20 minutes.,o Add tomato sauce and simmer for 20 minutes.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,3,1
o Add tomato sauce and simmer for 20 minutes.,o Add tomato sauce and simmer for 20 minutes.,o Serve warm.,o Serve warm.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,3,1
o Serve warm.,o Serve warm.,Antipasto,Antipasto,4.19,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,3,0
Antipasto,Antipasto,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
Ingredients :,Ingredients:,"o Assorted cured meats salami, prosciutto","o Assorted cured meats (salami, prosciutto)",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,3,3,0
"o Assorted cured meats salami, prosciutto","o Assorted cured meats (salami, prosciutto)","o Cheeses mozzarella, provolone","o Cheeses (mozzarella, provolone)",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"o Cheeses mozzarella, provolone","o Cheeses (mozzarella, provolone)",o Olives,o Olives,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o Olives,o Olives,"o Marinated vegetables artichokes, peppers","o Marinated vegetables (artichokes, peppers)",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"o Marinated vegetables artichokes, peppers","o Marinated vegetables (artichokes, peppers)",o Breadsticks,o Breadsticks,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o Breadsticks,o Breadsticks,Instructions :,Instructions:,0.87,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,3,0
Instructions :,Instructions:,"o Arrange meats, cheeses, olives, and vegetables on a platter.","o Arrange meats, cheeses, olives, and vegetables on a platter.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,3,3,0
"o Arrange meats, cheeses, olives, and vegetables on a platter.","o Arrange meats, cheeses, olives, and vegetables on a platter.",o Serve with breadsticks.,o Serve with breadsticks.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,3,1
o Serve with breadsticks.,o Serve with breadsticks.,Arancini,Arancini,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,3,0
Arancini,Arancini,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
Ingredients :,Ingredients:,o 2 cups cooked risotto,o 2 cups cooked risotto,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,3,3,0
o 2 cups cooked risotto,o 2 cups cooked risotto,o 1/2 cup mozzarella,o 1/2 cup mozzarella,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1/2 cup mozzarella,o 1/2 cup mozzarella,o 1/2 cup flour,o 1/2 cup flour,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1/2 cup flour,o 1/2 cup flour,o 2 eggs,o 2 eggs,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 2 eggs,o 2 eggs,o 1 cup breadcrumbs,o 1 cup breadcrumbs,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1 cup breadcrumbs,o 1 cup breadcrumbs,o 1 cup vegetable oil,o 1 cup vegetable oil,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,0
Instructions :,Instructions:,o Form risotto into balls and stuff with a cube of mozzarella.,o Form risotto into balls and stuff with a cube of mozzarella.,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,4,4,0
o Form risotto into balls and stuff with a cube of mozzarella.,o Form risotto into balls and stuff with a cube of mozzarella.,"o Dredge balls in flour, dip in beaten eggs, and coat with breadcrumbs.","o Dredge balls in flour, dip in beaten eggs, and coat with breadcrumbs.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
"o Dredge balls in flour, dip in beaten eggs, and coat with breadcrumbs.","o Dredge balls in flour, dip in beaten eggs, and coat with breadcrumbs.",o Fry in hot oil until golden.,o Fry in hot oil until golden.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
o Fry in hot oil until golden.,o Fry in hot oil until golden.,o Drain on paper towels and serve warm.,o Drain on paper towels and serve warm.,1.02,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
o Drain on paper towels and serve warm.,o Drain on paper towels and serve warm.,Baba Ganoush,Baba Ganoush,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4,4,0
Baba Ganoush,Baba Ganoush,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Ingredients :,Ingredients:,o 2 eggplants,o 2 eggplants,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,4,4,0
o 2 eggplants,o 2 eggplants,o 1/4 cup tahini,o 1/4 cup tahini,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/4 cup tahini,o 1/4 cup tahini,o 1/4 cup lemon juice,o 1/4 cup lemon juice,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/4 cup lemon juice,o 1/4 cup lemon juice,o 2 cloves garlic,o 2 cloves garlic,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 2 cloves garlic,o 2 cloves garlic,o 1/4 cup olive oil,o 1/4 cup olive oil,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/4 cup olive oil,o 1/4 cup olive oil,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 teaspoon salt,o 1 teaspoon salt,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,4,0
Instructions :,Instructions:,"o Roast eggplants until soft, then peel and mash.","o Roast eggplants until soft, then peel and mash.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,4,4,0
"o Roast eggplants until soft, then peel and mash.","o Roast eggplants until soft, then peel and mash.","o Blend mashed eggplant, tahini, lemon juice, minced garlic, and salt in a food","o Blend mashed eggplant, tahini, lemon juice, minced garlic, and salt in a food",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
"o Blend mashed eggplant, tahini, lemon juice, minced garlic, and salt in a food","o Blend mashed eggplant, tahini, lemon juice, minced garlic, and salt in a food",processor.,processor.,0.85,18.0,0,0,0,10.02,12.0,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,4,4,1
processor.,processor.,o Slowly add olive oil while blending until smooth.,o Slowly add olive oil while blending until smooth.,0.76,-18.0,0,0,0,12.0,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,4,4,1
o Slowly add olive oil while blending until smooth.,o Slowly add olive oil while blending until smooth.,o Serve with a drizzle of olive oil.,o Serve with a drizzle of olive oil.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
o Serve with a drizzle of olive oil.,o Serve with a drizzle of olive oil.,Baked Beans,Baked Beans,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4,4,0
Baked Beans,Baked Beans,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Ingredients :,Ingredients:,o 4 cups cooked navy beans,o 4 cups cooked navy beans,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,4,4,0
o 4 cups cooked navy beans,o 4 cups cooked navy beans,o 1 small onion,o 1 small onion,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 small onion,o 1 small onion,o 1/2 cup molasses,o 1/2 cup molasses,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/2 cup molasses,o 1/2 cup molasses,o 1/4 cup brown sugar,o 1/4 cup brown sugar,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/4 cup brown sugar,o 1/4 cup brown sugar,o 1/4 cup ketchup,o 1/4 cup ketchup,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
