text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
"observed reactivity values are both more variable and, at","observed reactivity values are both more variable and, at","times, as much as a factor of ten lower than currently","times, as much as a factor of ten lower than currently",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"times, as much as a factor of ten lower than currently","times, as much as a factor of ten lower than currently",implemented large-scale model parameterizations would,implemented large-scale model parameterizations would,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
implemented large-scale model parameterizations would,implemented large-scale model parameterizations would,predict. Such discrepancies have likely consequences for,predict. Such discrepancies have likely consequences for,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
predict. Such discrepancies have likely consequences for,predict. Such discrepancies have likely consequences for,"predictions of NO x availability and ozone production,","predictions of NOx availability and ozone production,",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"predictions of NO x availability and ozone production,","predictions of NOx availability and ozone production,",and the sensitivity of these quantities to aerosol particle,and the sensitivity of these quantities to aerosol particle,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
and the sensitivity of these quantities to aerosol particle,and the sensitivity of these quantities to aerosol particle,"loadings. Citation: Bertram, T. H., J. A. Thornton, T. P. Riedel,","loadings. Citation: Bertram, T. H., J. A. Thornton, T. P. Riedel,",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"loadings. Citation: Bertram, T. H., J. A. Thornton, T. P. Riedel,","loadings. Citation: Bertram, T. H., J. A. Thornton, T. P. Riedel,","A. M. Middlebrook, R. Bahreini, T. S. Bates, P. K. Quinn, and","A. M. Middlebrook, R. Bahreini, T. S. Bates, P. K. Quinn, and",1.42,0,1,0,0,10,9.01,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"A. M. Middlebrook, R. Bahreini, T. S. Bates, P. K. Quinn, and","A. M. Middlebrook, R. Bahreini, T. S. Bates, P. K. Quinn, and","D. J. Coffman 2009, Direct observations of N 2 O 5 reactivity on","D. J. Coffman (2009), Direct observations of N2O5 reactivity on",1.53,0,1,0,0,9.01,9.01,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"D. J. Coffman 2009, Direct observations of N 2 O 5 reactivity on","D. J. Coffman (2009), Direct observations of N2O5 reactivity on","ambient aerosol particles, Geophys. Res. Lett., 36, L19803,","ambient aerosol particles, Geophys. Res. Lett., 36, L19803,",1.53,0,1,0,0,9.01,9.01,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"ambient aerosol particles, Geophys. Res. Lett., 36, L19803,","ambient aerosol particles, Geophys. Res. Lett., 36, L19803,",doi:10.1029/2009GL040248.,0094-8276/09/2009GL040248$05.00,192.58,0,1,0,0,9.01,7.97,-1.04,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
doi:10.1029/2009GL040248.,0094-8276/09/2009GL040248$05.00,1. Introduction,Introduction,-181.86,19.22,0,0,0,7.97,11,3.03,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
1. Introduction,Introduction,"2  The production of tropospheric ozone O 3 , a criteria","[2] The production of tropospheric ozone (O3), a criteria",3.5,-11.23,0,0,0,11,10,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
"2  The production of tropospheric ozone O 3 , a criteria","[2] The production of tropospheric ozone (O3), a criteria","air pollutant and potent greenhouse gas, is a complex","air pollutant and potent greenhouse gas, is a complex",1,-7.99,0,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"air pollutant and potent greenhouse gas, is a complex","air pollutant and potent greenhouse gas, is a complex","function of nitrogen oxides NO x = NO + NO 2 , volatile","function of nitrogen oxides (NOx = NO + NO2), volatile",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"function of nitrogen oxides NO x = NO + NO 2 , volatile","function of nitrogen oxides (NOx = NO + NO2), volatile","organic compounds VOC, sunlight, and trace oxidants","organic compounds (VOC), sunlight, and trace oxidants",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"organic compounds VOC, sunlight, and trace oxidants","organic compounds (VOC), sunlight, and trace oxidants",such as the hydroxyl radical OH. O 3 production is nonlinearly dependent on NO x abundance and thus accurate,linearly dependent on NOx abundance and thus accurate,6.77,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
such as the hydroxyl radical OH. O 3 production is nonlinearly dependent on NO x abundance and thus accurate,linearly dependent on NOx abundance and thus accurate,description of the processes that remove NO x radicals is,description of the processes that remove NOx radicals is,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
description of the processes that remove NO x radicals is,description of the processes that remove NOx radicals is,critical for predicting the down-wind influence of anthropogenic emissions on tropospheric O 3 . Global modeling,critical for predicting the down-wind influence of anthro-,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
critical for predicting the down-wind influence of anthropogenic emissions on tropospheric O 3 . Global modeling,critical for predicting the down-wind influence of anthro-,studies suggest that nocturnal processes involving the,studies suggest that nocturnal processes involving the,6.77,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
studies suggest that nocturnal processes involving the,studies suggest that nocturnal processes involving the,reactions of the nitrate radical NO 3  and N 2 O 5 account,reactions of the nitrate radical (NO3) and N2O5 account,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
reactions of the nitrate radical NO 3  and N 2 O 5 account,reactions of the nitrate radical (NO3) and N2O5 account,for 50% of the globally averaged annual net NO x removal,for 50% of the globally averaged annual net NOx removal,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
for 50% of the globally averaged annual net NO x removal,for 50% of the globally averaged annual net NOx removal,"Dentener and Crutzen, 1993. However, the impact of","[Dentener and Crutzen, 1993]. However, the impact of",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"Dentener and Crutzen, 1993. However, the impact of","[Dentener and Crutzen, 1993]. However, the impact of",nocturnal NO x removal processes on the tropospheric O 3,nocturnal NOx removal processes on the tropospheric O3,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
nocturnal NO x removal processes on the tropospheric O 3,nocturnal NOx removal processes on the tropospheric O3,budget continues to be limited by uncertainty in the reaction,budget continues to be limited by uncertainty in the reaction,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
budget continues to be limited by uncertainty in the reaction,budget continues to be limited by uncertainty in the reaction,rate of N 2 O 5 with aerosol particles.,rate of N2O5 with aerosol particles.,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
rate of N 2 O 5 with aerosol particles.,rate of N2O5 with aerosol particles.,3  The influence of N 2 O 5 on the removal of atmospheric,[3] The influence of N2O5 on the removal of atmospheric,1,7.99,0,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
3  The influence of N 2 O 5 on the removal of atmospheric,[3] The influence of N2O5 on the removal of atmospheric,NO x radicals is determined by the product of the probability,NOx radicals is determined by the product of the probability,1,-7.99,0,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
NO x radicals is determined by the product of the probability,NOx radicals is determined by the product of the probability,"1 Department of Atmospheric Sciences, University of Washington,","1Department of Atmospheric Sciences, University of Washington,",8.68,11.96,0,0,0,10,5.64,-4.37,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
"1 Department of Atmospheric Sciences, University of Washington,","1Department of Atmospheric Sciences, University of Washington,","Seattle, Washington, USA.","Seattle, Washington, USA.",3.04,-11.96,0,0,0,5.64,7.97,2.33,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"Seattle, Washington, USA.","Seattle, Washington, USA.","2 Now at Department of Chemistry, University of California, San Diego,","2Now at Department of Chemistry, University of California, San Diego,",0.02,11.96,0,0,0,7.97,5.64,-2.33,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"2 Now at Department of Chemistry, University of California, San Diego,","2Now at Department of Chemistry, University of California, San Diego,","La Jolla, California, USA.","La Jolla, California, USA.",3.07,-11.96,0,0,0,5.64,7.97,2.33,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"La Jolla, California, USA.","La Jolla, California, USA.","3 Department of Chemistry, University of Washington, Seattle,","3Department of Chemistry, University of Washington, Seattle,",-0.01,11.96,0,0,0,7.97,5.64,-2.33,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"3 Department of Chemistry, University of Washington, Seattle,","3Department of Chemistry, University of Washington, Seattle,","Washington, USA.","Washington, USA.",3.07,-11.96,0,0,0,5.64,7.97,2.33,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"Washington, USA.","Washington, USA.","4 Earth System Research Laboratory, NOAA, Boulder, Colorado, USA.","4Earth System Research Laboratory, NOAA, Boulder, Colorado, USA.",0.02,11.96,0,0,0,7.97,5.64,-2.33,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"4 Earth System Research Laboratory, NOAA, Boulder, Colorado, USA.","4Earth System Research Laboratory, NOAA, Boulder, Colorado, USA.","5 CIRES, University of Colorado, Boulder, Colorado, USA.","5CIRES, University of Colorado, Boulder, Colorado, USA.",2.17,0,1,0,0,5.64,5.64,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"5 CIRES, University of Colorado, Boulder, Colorado, USA.","5CIRES, University of Colorado, Boulder, Colorado, USA.","6 Pacific Marine Environmental Laboratory, NOAA, Seattle, Washington,","6Pacific Marine Environmental Laboratory, NOAA, Seattle, Washington,",2.17,0,1,0,0,5.64,5.64,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"6 Pacific Marine Environmental Laboratory, NOAA, Seattle, Washington,","6Pacific Marine Environmental Laboratory, NOAA, Seattle, Washington,",USA.,USA.,3.07,-11.96,0,0,0,5.64,7.97,2.33,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
USA.,USA.,Copyright 2009 by the American Geophysical Union.,Copyright 2009 by the American Geophysical Union.,6.52,0,1,0,0,7.97,7.97,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Copyright 2009 by the American Geophysical Union.,Copyright 2009 by the American Geophysical Union.,"that N 2 O 5 will react on a particle given a collision, gN 2 O 5 ,","that N2O5 will react on a particle given a collision, g(N2O5),",-300.48,251.09,0,0,1,7.97,10,2.03,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0
"that N 2 O 5 will react on a particle given a collision, gN 2 O 5 ,","that N2O5 will react on a particle given a collision, g(N2O5),",and the total gas-particle collision frequency primarily set,and the total gas-particle collision frequency primarily set,1,0,1,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
and the total gas-particle collision frequency primarily set,and the total gas-particle collision frequency primarily set,by the available particle surface area concentration S a .,by the available particle surface area concentration (Sa).,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
by the available particle surface area concentration S a .,by the available particle surface area concentration (Sa).,"Until recently, direct measurements of gN 2 O 5  have been","Until recently, direct measurements of g(N2O5) have been",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"Until recently, direct measurements of gN 2 O 5  have been","Until recently, direct measurements of g(N2O5) have been","restricted to the laboratory, where simplified model particle","restricted to the laboratory, where simplified model particle",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"restricted to the laboratory, where simplified model particle","restricted to the laboratory, where simplified model particle",types are probed to ascertain functional dependences. These,types are probed to ascertain functional dependences. These,1.03,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
types are probed to ascertain functional dependences. These,types are probed to ascertain functional dependences. These,studies have shown that N 2 O 5 removal by particles and the,studies have shown that N2O5 removal by particles and the,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
studies have shown that N 2 O 5 removal by particles and the,studies have shown that N2O5 removal by particles and the,resulting products are strongly dependent on: i liquid water,resulting products are strongly dependent on: i) liquid water,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
resulting products are strongly dependent on: i liquid water,resulting products are strongly dependent on: i) liquid water,"NOcontent H �3 , which inhibits N 2 Ol Thornton et al. 2 O 5 hydrolysis , 2003, ii particle nitrateWahner et al.,","content (H2O(l)) [Thornton et al., 2003], ii) particle nitrate",1,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"NOcontent H �3 , which inhibits N 2 Ol Thornton et al. 2 O 5 hydrolysis , 2003, ii particle nitrateWahner et al.,","content (H2O(l)) [Thornton et al., 2003], ii) particle nitrate","1998, iii the presence of additional nucleophiles in water","1998], iii) the presence of additional nucleophiles in water",6.77,0,1,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"1998, iii the presence of additional nucleophiles in water","1998], iii) the presence of additional nucleophiles in water","stressed particles Behnke et al., 1997, iv organic coatings","stressed particles [Behnke et al., 1997], iv) organic coatings",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"stressed particles Behnke et al., 1997, iv organic coatings","stressed particles [Behnke et al., 1997], iv) organic coatings",that have been theorized to either suppress N 2 O 5 accommodation or decrease water availability at the surface,modation or decrease water availability at the surface,6.77,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
that have been theorized to either suppress N 2 O 5 accommodation or decrease water availability at the surface,modation or decrease water availability at the surface,"McNeill et al., 2006; Folkers et al., 2003, and v particle","[McNeill et al., 2006; Folkers et al., 2003], and v) particle",1,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"McNeill et al., 2006; Folkers et al., 2003, and v particle","[McNeill et al., 2006; Folkers et al., 2003], and v) particle","acidity Mozurkewich and Calvert, 1988. These effects","acidity [Mozurkewich and Calvert, 1988]. These effects",1,0,1,1,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"acidity Mozurkewich and Calvert, 1988. These effects","acidity [Mozurkewich and Calvert, 1988]. These effects",lead to measured gN 2 O 5  that span three orders of magnitude 1 � 10 �4 < g < 0.1 depending on the chemical and,lead to measured g(N2O5) that span three orders of magni-,1,0,1,1,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
lead to measured gN 2 O 5  that span three orders of magnitude 1 � 10 �4 < g < 0.1 depending on the chemical and,lead to measured g(N2O5) that span three orders of magni-,physical properties of the particles employed. Consistent,physical properties of the particles employed. Consistent,6.77,0,1,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
physical properties of the particles employed. Consistent,physical properties of the particles employed. Consistent,"with this large potential variability, recent analyses of NO 3","with this large potential variability, recent analyses of NO3",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"with this large potential variability, recent analyses of NO 3","with this large potential variability, recent analyses of NO3",and N 2 O 5 field measurements have inferred that gN 2 O 5,and N2O5 field measurements have inferred that g(N2O5),1,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
and N 2 O 5 field measurements have inferred that gN 2 O 5,and N2O5 field measurements have inferred that g(N2O5),can range from 1 � 10 �3 to 0.017 and is likely dependent,can range from 1  103 to 0.017 and is likely dependent,1,0,1,1,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
can range from 1 � 10 �3 to 0.017 and is likely dependent,can range from 1  103 to 0.017 and is likely dependent,"on particle chemical composition Brown et al., 2006.","on particle chemical composition [Brown et al., 2006].",1,0,1,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"on particle chemical composition Brown et al., 2006.","on particle chemical composition [Brown et al., 2006].","4  In the context of atmospheric particle composition,","[4] In the context of atmospheric particle composition,",1,7.94,0,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"4  In the context of atmospheric particle composition,","[4] In the context of atmospheric particle composition,","the importance of the above dependences, either individually or as a whole, remains entirely unclear. Combining our","ally or as a whole, remains entirely unclear. Combining our",6.77,-7.94,0,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"the importance of the above dependences, either individually or as a whole, remains entirely unclear. Combining our","ally or as a whole, remains entirely unclear. Combining our",direct measurements of gN 2 O 5  on ambient particles with,direct measurements of g(N2O5) on ambient particles with,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
direct measurements of gN 2 O 5  on ambient particles with,direct measurements of g(N2O5) on ambient particles with,co-located observations of particle chemical composition,co-located observations of particle chemical composition,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
co-located observations of particle chemical composition,co-located observations of particle chemical composition,"and particle S a, gas phase precursors, and meteorological","and particle Sa, gas phase precursors, and meteorological",1,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"and particle S a, gas phase precursors, and meteorological","and particle Sa, gas phase precursors, and meteorological","parameters, allows such evaluations and the elucidation of","parameters, allows such evaluations and the elucidation of",1,0,1,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"parameters, allows such evaluations and the elucidation of","parameters, allows such evaluations and the elucidation of",factors that most likely control gN 2 O 5  on ambient particles.,factors that most likely control g(N2O5) on ambient particles.,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
factors that most likely control gN 2 O 5  on ambient particles.,factors that most likely control g(N2O5) on ambient particles.,2. Experimental Design,Experimental Design,8.64,19.16,0,0,0,10,11,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
2. Experimental Design,Experimental Design,5  The pseudo-first order rate coefficient for N 2 O 5 loss,[5] The pseudo-first order rate coefficient for N2O5 loss,3.5,-11.22,0,0,1,11,10,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
5  The pseudo-first order rate coefficient for N 2 O 5 loss,[5] The pseudo-first order rate coefficient for N2O5 loss,to aerosol particles k het  was measured directly using an,to aerosol particles (khet) was measured directly using an,1,-7.94,0,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
to aerosol particles k het  was measured directly using an,to aerosol particles (khet) was measured directly using an,"entrained aerosol flow reactor coupled to a chemical ionization mass spectrometer CIMS Kercher et al., 2009.","zation mass spectrometer (CIMS) [Kercher et al., 2009].",6.77,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
